Địa phương,Năm,Tiểu học,Trung học cơ sở,Trung học phổ thông,Tổng số
Trung du và miền núi phía Bắc,2010,69174.0,53733.0,19910.0,142817.0
Trung du và miền núi phía Bắc,2011,67979.0,51242.0,20045.0,139266.0
Trung du và miền núi phía Bắc,2012,71514.0,52589.0,20125.0,144228.0
Trung du và miền núi phía Bắc,2013,71863.0,52116.0,20052.0,144031.0
Trung du và miền núi phía Bắc,2014,72170.0,51487.0,19751.0,143408.0
Trung du và miền núi phía Bắc,2015,72540.0,51115.0,19843.0,143498.0
Trung du và miền núi phía Bắc,2016,71897.0,50768.0,19657.0,142322.0
Trung du và miền núi phía Bắc,2017,71668.0,49888.0,19517.0,141073.0
Trung du và miền núi phía Bắc,2018,69351.0,47070.0,18586.0,135007.0
Trung du và miền núi phía Bắc,2019,68161.0,46239.0,19121.0,133521.0
Trung du và miền núi phía Bắc,2020,68648.0,46078.0,19114.0,133840.0
Trung du và miền núi phía Bắc,2021,67259.0,45513.0,18974.0,131746.0
Trung du và miền núi phía Bắc,2023,67008.0,46112.0,19398.0,132518.0
Trà Vinh,2002,4487.0,2905.0,1229.0,8621.0
Trà Vinh,2003,4643.0,3382.0,1355.0,9380.0
Trà Vinh,2004,4569.0,3876.0,1517.0,9962.0
Trà Vinh,2005,4495.0,3834.0,1576.0,9905.0
Trà Vinh,2006,4376.0,3564.0,1695.0,9635.0
Trà Vinh,2007,4485.0,3486.0,1786.0,9757.0
Trà Vinh,2008,4417.0,3513.0,1823.0,9753.0
Trà Vinh,2009,4560.0,3437.0,1742.0,9739.0
Trà Vinh,2010,4732.0,3525.0,1754.0,10011.0
Trà Vinh,2011,4704.0,3490.0,1706.0,9900.0
Trà Vinh,2012,4905.0,3518.0,1697.0,10120.0
Trà Vinh,2013,4945.0,3442.0,1673.0,10060.0
Trà Vinh,2014,5011.0,3488.0,1685.0,10184.0
Trà Vinh,2015,5070.0,3515.0,1689.0,10274.0
Trà Vinh,2016,5079.0,3555.0,1677.0,10311.0
Trà Vinh,2017,5067.0,3564.0,1681.0,10312.0
Trà Vinh,2018,5105.0,3480.0,1685.0,10270.0
Trà Vinh,2019,4873.0,3413.0,1710.0,9996.0
Trà Vinh,2020,4762.0,3370.0,1635.0,9767.0
Trà Vinh,2021,4611.0,3315.0,1588.0,9514.0
Trà Vinh,2023,4706.0,3300.0,1610.0,9616.0
Tuyên Quang,2002,4547.0,3302.0,1006.0,8855.0
Tuyên Quang,2003,4475.0,3387.0,1292.0,9154.0
Tuyên Quang,2004,4349.0,3464.0,1415.0,9228.0
Tuyên Quang,2005,4277.0,3482.0,1595.0,9354.0
Tuyên Quang,2006,4010.0,3390.0,1683.0,9083.0
Tuyên Quang,2007,3966.0,3294.0,1603.0,8863.0
Tuyên Quang,2008,3817.0,3035.0,1586.0,8438.0
Tuyên Quang,2009,3851.0,3097.0,1549.0,8497.0
Tuyên Quang,2010,3858.0,3011.0,1505.0,8374.0
Tuyên Quang,2011,3319.0,2566.0,1491.0,7376.0
Tuyên Quang,2012,3909.0,2922.0,1464.0,8295.0
Tuyên Quang,2013,3923.0,2880.0,1450.0,8253.0
Tuyên Quang,2014,3942.0,2826.0,1409.0,8177.0
Tuyên Quang,2015,3998.0,2837.0,1448.0,8283.0
Tuyên Quang,2016,4046.0,2831.0,1383.0,8260.0
Tuyên Quang,2017,4030.0,2717.0,1366.0,8113.0
Tuyên Quang,2018,3580.0,2087.0,1118.0,6785.0
Tuyên Quang,2019,3685.0,2438.0,1376.0,7499.0
Tuyên Quang,2020,3897.0,2493.0,1368.0,7758.0
Tuyên Quang,2021,3850.0,2333.0,1348.0,7531.0
Tuyên Quang,2023,3999.0,2484.0,1360.0,7843.0
Tây Nguyên,2002,24572.0,14887.0,4509.0,43968.0
Tây Nguyên,2003,25574.0,16350.0,5253.0,47177.0
Tây Nguyên,2004,25889.0,17783.0,5956.0,49628.0
Tây Nguyên,2005,25949.0,19086.0,6900.0,51935.0
Tây Nguyên,2006,25733.0,19545.0,8059.0,53337.0
Tây Nguyên,2007,26038.0,20564.0,8980.0,55582.0
Tây Nguyên,2008,26373.0,21200.0,9225.0,56798.0
Tây Nguyên,2009,26450.0,21735.0,9959.0,58144.0
Tây Nguyên,2010,28197.0,22273.0,10240.0,60710.0
Tây Nguyên,2011,28167.0,21965.0,10448.0,60580.0
Tây Nguyên,2012,30294.0,23027.0,10212.0,63533.0
Tây Nguyên,2013,30561.0,22941.0,11056.0,64558.0
Tây Nguyên,2014,31468.0,22996.0,10948.0,65412.0
Tây Nguyên,2015,31734.0,22981.0,10848.0,65563.0
Tây Nguyên,2016,31945.0,22900.0,10825.0,65670.0
Tây Nguyên,2017,31791.0,22540.0,10775.0,65106.0
Tây Nguyên,2018,30962.0,21271.0,9715.0,61948.0
Tây Nguyên,2019,29539.0,21152.0,10455.0,61146.0
Tây Nguyên,2020,29427.0,21042.0,10395.0,60864.0
Tây Nguyên,2021,28814.0,20650.0,10265.0,59729.0
Tây Nguyên,2023,27771.0,20044.0,10404.0,58219.0
Tây Ninh,2002,4766.0,3036.0,753.0,8555.0
Tây Ninh,2003,4741.0,3297.0,852.0,8890.0
Tây Ninh,2004,4777.0,3495.0,864.0,9136.0
Tây Ninh,2005,4660.0,3543.0,984.0,9187.0
Tây Ninh,2006,4455.0,3563.0,1127.0,9145.0
Tây Ninh,2007,4401.0,3497.0,1156.0,9054.0
Tây Ninh,2008,4533.0,3486.0,1286.0,9305.0
Tây Ninh,2009,4437.0,3451.0,1375.0,9263.0
Tây Ninh,2010,4542.0,3372.0,1410.0,9324.0
Tây Ninh,2011,4564.0,3313.0,1369.0,9246.0
Tây Ninh,2012,4819.0,3253.0,1405.0,9477.0
Tây Ninh,2013,4551.0,3286.0,1378.0,9215.0
Tây Ninh,2014,4694.0,3255.0,1425.0,9374.0
Tây Ninh,2015,4781.0,3352.0,1415.0,9548.0
Tây Ninh,2016,4831.0,3319.0,1417.0,9567.0
Tây Ninh,2017,4816.0,3281.0,1409.0,9506.0
Tây Ninh,2018,4836.0,3304.0,1365.0,9505.0
Tây Ninh,2019,4472.0,3163.0,1361.0,8996.0
Tây Ninh,2020,4503.0,3010.0,1371.0,8884.0
Tây Ninh,2021,4353.0,2914.0,1380.0,8647.0
Tây Ninh,2023,4298.0,2826.0,1405.0,8529.0
Vĩnh Long,2002,3839.0,3083.0,1051.0,7973.0
Vĩnh Long,2003,4038.0,3894.0,1250.0,9182.0
Vĩnh Long,2004,4166.0,3469.0,1453.0,9088.0
Vĩnh Long,2005,3749.0,3420.0,1723.0,8892.0
Vĩnh Long,2006,3808.0,3548.0,1910.0,9266.0
Vĩnh Long,2007,3904.0,3569.0,2118.0,9591.0
Vĩnh Long,2008,4057.0,3587.0,2136.0,9780.0
Vĩnh Long,2009,4085.0,3574.0,2174.0,9833.0
Vĩnh Long,2010,4172.0,3538.0,2196.0,9906.0
Vĩnh Long,2011,3999.0,3530.0,2190.0,9719.0
Vĩnh Long,2012,4326.0,3537.0,2170.0,10033.0
Vĩnh Long,2013,4333.0,3512.0,2135.0,9980.0
Vĩnh Long,2014,4165.0,3515.0,2067.0,9747.0
Vĩnh Long,2015,4188.0,3505.0,2029.0,9722.0
Vĩnh Long,2016,4192.0,3488.0,2060.0,9740.0
Vĩnh Long,2017,4131.0,3407.0,2056.0,9594.0
Vĩnh Long,2018,4196.0,3343.0,2018.0,9557.0
Vĩnh Long,2019,3979.0,3237.0,1988.0,9204.0
Vĩnh Long,2020,3905.0,3108.0,1966.0,8979.0
Vĩnh Long,2021,3785.0,3094.0,1956.0,8835.0
Vĩnh Long,2023,3639.0,3041.0,1931.0,8611.0
Vĩnh Phúc,2002,4725.0,4773.0,1520.0,11018.0
Vĩnh Phúc,2003,4647.0,5118.0,1773.0,11538.0
Vĩnh Phúc,2004,4565.0,5232.0,1909.0,11706.0
Vĩnh Phúc,2005,4451.0,5268.0,2026.0,11745.0
Vĩnh Phúc,2006,4293.0,5046.0,1993.0,11332.0
Vĩnh Phúc,2007,4464.0,5255.0,2182.0,11901.0
Vĩnh Phúc,2008,3705.0,4370.0,1900.0,9975.0
Vĩnh Phúc,2009,3807.0,4431.0,1827.0,10065.0
Vĩnh Phúc,2010,3903.0,4274.0,1999.0,10176.0
Vĩnh Phúc,2011,3826.0,4260.0,2059.0,10145.0
Vĩnh Phúc,2012,4088.0,4131.0,2014.0,10233.0
Vĩnh Phúc,2013,4311.0,4204.0,2102.0,10617.0
Vĩnh Phúc,2014,4225.0,4133.0,2054.0,10412.0
Vĩnh Phúc,2015,4469.0,4081.0,2079.0,10629.0
Vĩnh Phúc,2016,4362.0,3832.0,2015.0,10209.0
Vĩnh Phúc,2017,4633.0,3754.0,1973.0,10360.0
Vĩnh Phúc,2018,4169.0,3486.0,1887.0,9542.0
Vĩnh Phúc,2019,4539.0,3549.0,1871.0,9959.0
Vĩnh Phúc,2020,4785.0,3562.0,1860.0,10207.0
Vĩnh Phúc,2021,4785.0,3531.0,1841.0,10157.0
Vĩnh Phúc,2023,4933.0,3712.0,1939.0,10584.0
Yên Bái,2002,4579.0,3167.0,873.0,8619.0
Yên Bái,2003,4419.0,3210.0,953.0,8582.0
Yên Bái,2004,4195.0,3471.0,1077.0,8743.0
Yên Bái,2005,4029.0,3514.0,1173.0,8716.0
Yên Bái,2006,3843.0,3532.0,1294.0,8669.0
Yên Bái,2007,3810.0,3496.0,1369.0,8675.0
Yên Bái,2008,3745.0,3385.0,1383.0,8513.0
Yên Bái,2009,3812.0,3421.0,1382.0,8615.0
Yên Bái,2010,3998.0,3298.0,1313.0,8609.0
Yên Bái,2011,4199.0,3312.0,1340.0,8851.0
Yên Bái,2012,4273.0,3289.0,1259.0,8821.0
Yên Bái,2013,4238.0,3194.0,1261.0,8693.0
Yên Bái,2014,4204.0,3160.0,1230.0,8594.0
Yên Bái,2015,4149.0,3082.0,1190.0,8421.0
Yên Bái,2016,4092.0,3014.0,1143.0,8249.0
Yên Bái,2017,3984.0,2886.0,1102.0,7972.0
Yên Bái,2018,3904.0,2940.0,1045.0,7889.0
Yên Bái,2019,3790.0,2812.0,1040.0,7642.0
Yên Bái,2020,3743.0,2715.0,1019.0,7477.0
Yên Bái,2021,3680.0,2629.0,1005.0,7314.0
Yên Bái,2023,3704.0,2700.0,1048.0,7452.0
Ðồng bằng sông Hồng,2002,71070.0,72011.0,24587.0,167668.0
Ðồng bằng sông Hồng,2003,69712.0,73126.0,27426.0,170264.0
Ðồng bằng sông Hồng,2004,69448.0,74501.0,27578.0,171527.0
Ðồng bằng sông Hồng,2005,67727.0,74500.0,29289.0,171516.0
Ðồng bằng sông Hồng,2006,67097.0,73237.0,31281.0,171615.0
Ðồng bằng sông Hồng,2007,66169.0,72370.0,33508.0,172047.0
Ðồng bằng sông Hồng,2008,66438.0,71285.0,34854.0,172577.0
Ðồng bằng sông Hồng,2009,68484.0,71508.0,35908.0,175900.0
Ðồng bằng sông Hồng,2010,70767.0,70116.0,37342.0,178225.0
Ðồng bằng sông Hồng,2011,70407.0,69102.0,36211.0,175720.0
Ðồng bằng sông Hồng,2012,73331.0,69339.0,36434.0,179104.0
Ðồng bằng sông Hồng,2013,75466.0,69449.0,36020.0,180935.0
Ðồng bằng sông Hồng,2014,76702.0,68255.0,35774.0,180731.0
Ðồng bằng sông Hồng,2015,78060.0,68769.0,34596.0,181425.0
Ðồng bằng sông Hồng,2016,79154.0,68401.0,34853.0,182408.0
Ðồng bằng sông Hồng,2017,79691.0,66739.0,34842.0,181272.0
Ðồng bằng sông Hồng,2018,76460.0,59356.0,30312.0,166128.0
Ðồng bằng sông Hồng,2019,77864.0,61614.0,32348.0,171826.0
Ðồng bằng sông Hồng,2020,81268.0,64233.0,33086.0,178587.0
Ðồng bằng sông Hồng,2021,81902.0,64861.0,33342.0,180105.0
Ðồng bằng sông Hồng,2023,82258.0,65792.0,34101.0,182151.0
Điện Biên,2004,3731.0,2036.0,539.0,6306.0
Điện Biên,2005,3747.0,2224.0,670.0,6641.0
Điện Biên,2006,3977.0,2363.0,738.0,7078.0
Điện Biên,2007,3650.0,2498.0,891.0,7039.0
Điện Biên,2008,3892.0,2796.0,874.0,7562.0
Điện Biên,2009,4056.0,2799.0,998.0,7853.0
Điện Biên,2010,4453.0,2897.0,1045.0,8395.0
Điện Biên,2011,4414.0,2645.0,1049.0,8108.0
Điện Biên,2012,5174.0,2989.0,1143.0,9306.0
Điện Biên,2013,4805.0,2669.0,1173.0,8647.0
Điện Biên,2014,4699.0,2609.0,1157.0,8465.0
Điện Biên,2015,4729.0,2587.0,1190.0,8506.0
Điện Biên,2016,4535.0,2742.0,1182.0,8459.0
Điện Biên,2017,4408.0,2752.0,1178.0,8338.0
Điện Biên,2018,4393.0,2809.0,1190.0,8392.0
Điện Biên,2019,4202.0,2724.0,1191.0,8117.0
Điện Biên,2020,4184.0,2758.0,1179.0,8121.0
Điện Biên,2021,4101.0,2713.0,1212.0,8026.0
Điện Biên,2023,3996.0,2740.0,1232.0,7968.0
Đà Nẵng,2002,2745.0,2588.0,1087.0,6420.0
Đà Nẵng,2003,2808.0,2654.0,1162.0,6624.0
Đà Nẵng,2004,2839.0,2781.0,1228.0,6848.0
Đà Nẵng,2005,2799.0,2834.0,1410.0,7043.0
Đà Nẵng,2006,2740.0,2797.0,1496.0,7033.0
Đà Nẵng,2007,2809.0,2852.0,1588.0,7249.0
Đà Nẵng,2008,2815.0,2840.0,1616.0,7271.0
Đà Nẵng,2009,2870.0,2828.0,1629.0,7327.0
Đà Nẵng,2010,2961.0,2765.0,1686.0,7412.0
Đà Nẵng,2011,2978.0,2754.0,1690.0,7422.0
Đà Nẵng,2012,3074.0,2813.0,1691.0,7578.0
Đà Nẵng,2013,3112.0,2721.0,1701.0,7534.0
Đà Nẵng,2014,3493.0,2775.0,1710.0,7978.0
Đà Nẵng,2015,3560.0,2774.0,1694.0,8028.0
Đà Nẵng,2016,3613.0,2792.0,1737.0,8142.0
Đà Nẵng,2017,3813.0,2942.0,1790.0,8545.0
Đà Nẵng,2018,3540.0,2659.0,1696.0,7895.0
Đà Nẵng,2019,4058.0,3011.0,1828.0,8897.0
Đà Nẵng,2020,3947.0,2959.0,1989.0,8895.0
Đà Nẵng,2021,4130.0,3074.0,2041.0,9245.0
Đà Nẵng,2023,4418.0,3256.0,2037.0,9711.0
Đông Nam Bộ,2002,37412.0,28294.0,11110.0,76816.0
Đông Nam Bộ,2003,38224.0,30046.0,12149.0,80419.0
Đông Nam Bộ,2004,38907.0,30971.0,12831.0,82709.0
Đông Nam Bộ,2005,38644.0,32604.0,14376.0,85624.0
Đông Nam Bộ,2006,38313.0,32655.0,15643.0,86611.0
Đông Nam Bộ,2007,38697.0,33902.0,17103.0,89702.0
Đông Nam Bộ,2008,39576.0,34853.0,18433.0,92862.0
Đông Nam Bộ,2009,40672.0,34888.0,20127.0,95687.0
Đông Nam Bộ,2010,40974.0,34904.0,19219.0,95097.0
Đông Nam Bộ,2011,42604.0,36599.0,21644.0,100847.0
Đông Nam Bộ,2012,43986.0,36431.0,22253.0,102670.0
Đông Nam Bộ,2013,46352.0,38221.0,22709.0,107282.0
Đông Nam Bộ,2014,48056.0,39266.0,23217.0,110539.0
Đông Nam Bộ,2015,49355.0,39949.0,23440.0,112744.0
Đông Nam Bộ,2016,50251.0,40407.0,23738.0,114396.0
Đông Nam Bộ,2017,51019.0,40949.0,24126.0,116094.0
Đông Nam Bộ,2018,48979.0,37808.0,18539.0,105326.0
Đông Nam Bộ,2019,52023.0,40156.0,22786.0,114965.0
Đông Nam Bộ,2020,52686.0,40384.0,23278.0,116348.0
Đông Nam Bộ,2021,52756.0,40339.0,23243.0,116338.0
Đông Nam Bộ,2023,53365.0,40804.0,23633.0,117802.0
Đắk Lắk,2002,10700.0,6123.0,1737.0,18560.0
Đắk Lắk,2003,11449.0,7008.0,2109.0,20566.0
Đắk Lắk,2004,9469.0,6424.0,2060.0,17953.0
Đắk Lắk,2005,9108.0,6564.0,2251.0,17923.0
Đắk Lắk,2006,9185.0,6757.0,2692.0,18634.0
Đắk Lắk,2007,9357.0,7253.0,3152.0,19762.0
Đắk Lắk,2008,9610.0,7439.0,3212.0,20261.0
Đắk Lắk,2009,9478.0,7546.0,3397.0,20421.0
Đắk Lắk,2010,9816.0,7672.0,3473.0,20961.0
Đắk Lắk,2011,10049.0,7560.0,3561.0,21170.0
Đắk Lắk,2012,10462.0,7751.0,3505.0,21718.0
Đắk Lắk,2013,10550.0,8022.0,3893.0,22465.0
Đắk Lắk,2014,10641.0,7887.0,3582.0,22110.0
Đắk Lắk,2015,10875.0,7898.0,3560.0,22333.0
Đắk Lắk,2016,10993.0,7944.0,3575.0,22512.0
Đắk Lắk,2017,10985.0,7828.0,3587.0,22400.0
Đắk Lắk,2018,10723.0,7141.0,2711.0,20575.0
Đắk Lắk,2019,10175.0,7164.0,3425.0,20764.0
Đắk Lắk,2020,9983.0,7054.0,3369.0,20406.0
Đắk Lắk,2021,9796.0,6944.0,3393.0,20133.0
Đắk Lắk,2023,9289.0,6593.0,3360.0,19242.0
Đắk Nông,2004,2226.0,1359.0,357.0,3942.0
Đắk Nông,2005,2582.0,1640.0,445.0,4667.0
Đắk Nông,2006,2308.0,1563.0,568.0,4439.0
Đắk Nông,2007,2528.0,1814.0,784.0,5126.0
Đắk Nông,2008,2657.0,1969.0,887.0,5513.0
Đắk Nông,2009,2760.0,2014.0,935.0,5709.0
Đắk Nông,2010,2973.0,2123.0,1075.0,6171.0
Đắk Nông,2011,3033.0,2189.0,1100.0,6322.0
Đắk Nông,2012,3104.0,2232.0,1091.0,6427.0
Đắk Nông,2013,3312.0,2245.0,1168.0,6725.0
Đắk Nông,2014,3376.0,2302.0,1199.0,6877.0
Đắk Nông,2015,3337.0,2318.0,1209.0,6864.0
Đắk Nông,2016,3380.0,2296.0,1211.0,6887.0
Đắk Nông,2017,3339.0,2233.0,1205.0,6777.0
Đắk Nông,2018,3387.0,2306.0,1186.0,6879.0
Đắk Nông,2019,3049.0,2196.0,1216.0,6461.0
Đắk Nông,2020,3253.0,2262.0,1206.0,6721.0
Đắk Nông,2021,3170.0,2189.0,1192.0,6551.0
Đắk Nông,2023,3179.0,2193.0,1244.0,6616.0
Đồng Nai,2002,8231.0,5856.0,1986.0,16073.0
Đồng Nai,2003,8349.0,6165.0,2239.0,16753.0
Đồng Nai,2004,8287.0,6342.0,2257.0,16886.0
Đồng Nai,2005,8472.0,7014.0,2545.0,18031.0
Đồng Nai,2006,8458.0,6793.0,2886.0,18137.0
Đồng Nai,2007,8385.0,7080.0,3054.0,18519.0
Đồng Nai,2008,8413.0,7394.0,3300.0,19107.0
Đồng Nai,2009,8379.0,7843.0,3599.0,19821.0
Đồng Nai,2010,8800.0,7504.0,3687.0,19991.0
Đồng Nai,2011,8802.0,7513.0,3860.0,20175.0
Đồng Nai,2012,8923.0,7582.0,3828.0,20333.0
Đồng Nai,2013,9281.0,7697.0,3817.0,20795.0
Đồng Nai,2014,9528.0,7826.0,3917.0,21271.0
Đồng Nai,2015,9713.0,7959.0,3956.0,21628.0
Đồng Nai,2016,9911.0,7982.0,3898.0,21791.0
Đồng Nai,2017,10033.0,8051.0,3996.0,22080.0
Đồng Nai,2018,10493.0,8145.0,3360.0,21998.0
Đồng Nai,2019,10263.0,8078.0,3760.0,22101.0
Đồng Nai,2020,10186.0,8157.0,3776.0,22119.0
Đồng Nai,2021,10333.0,8256.0,3928.0,22517.0
Đồng Nai,2023,10220.0,8080.0,3889.0,22189.0
Đồng Tháp,2002,7207.0,4080.0,1315.0,12602.0
Đồng Tháp,2003,7129.0,4291.0,1542.0,12962.0
Đồng Tháp,2004,7006.0,4769.0,1875.0,13650.0
Đồng Tháp,2005,6986.0,4974.0,2114.0,14074.0
Đồng Tháp,2006,6868.0,5053.0,2270.0,14191.0
Đồng Tháp,2007,6747.0,5050.0,2350.0,14147.0
Đồng Tháp,2008,6581.0,5021.0,2434.0,14036.0
Đồng Tháp,2009,6878.0,5076.0,2812.0,14766.0
Đồng Tháp,2010,7045.0,5122.0,2704.0,14871.0
Đồng Tháp,2011,6951.0,5423.0,2544.0,14918.0
Đồng Tháp,2012,7168.0,5012.0,2541.0,14721.0
Đồng Tháp,2013,7293.0,5016.0,2511.0,14820.0
Đồng Tháp,2014,7319.0,5023.0,2482.0,14824.0
Đồng Tháp,2015,7244.0,4974.0,2465.0,14683.0
Đồng Tháp,2016,7242.0,4971.0,2421.0,14634.0
Đồng Tháp,2017,7170.0,5006.0,2453.0,14629.0
Đồng Tháp,2018,7245.0,4990.0,2417.0,14652.0
Đồng Tháp,2019,6762.0,4789.0,2407.0,13958.0
Đồng Tháp,2020,6674.0,4738.0,2445.0,13857.0
Đồng Tháp,2021,6289.0,4608.0,2476.0,13373.0
Đồng Tháp,2023,6125.0,4503.0,2517.0,13145.0
Đồng bằng sông Cửu Long,2002,71902.0,42997.0,12747.0,127646.0
Đồng bằng sông Cửu Long,2003,72816.0,47655.0,14820.0,135291.0
Đồng bằng sông Cửu Long,2004,72140.0,49525.0,16535.0,138200.0
Đồng bằng sông Cửu Long,2005,70155.0,51592.0,18802.0,140549.0
Đồng bằng sông Cửu Long,2006,69266.0,52358.0,21064.0,142688.0
Đồng bằng sông Cửu Long,2007,69427.0,53019.0,22069.0,144515.0
Đồng bằng sông Cửu Long,2008,69024.0,53729.0,23099.0,145852.0
Đồng bằng sông Cửu Long,2009,70689.0,54124.0,24161.0,148974.0
Đồng bằng sông Cửu Long,2010,72344.0,53966.0,24611.0,150921.0
Đồng bằng sông Cửu Long,2011,72436.0,54092.0,24497.0,151025.0
Đồng bằng sông Cửu Long,2012,75776.0,54733.0,24831.0,155340.0
Đồng bằng sông Cửu Long,2013,75938.0,54470.0,25295.0,155703.0
Đồng bằng sông Cửu Long,2014,76999.0,54439.0,25153.0,156591.0
Đồng bằng sông Cửu Long,2015,77277.0,54837.0,25086.0,157200.0
Đồng bằng sông Cửu Long,2016,76792.0,54584.0,24852.0,156228.0
Đồng bằng sông Cửu Long,2017,76116.0,54214.0,24774.0,155104.0
Đồng bằng sông Cửu Long,2018,75965.0,53364.0,24259.0,153588.0
Đồng bằng sông Cửu Long,2019,72143.0,51851.0,24502.0,148496.0
Đồng bằng sông Cửu Long,2020,71160.0,50994.0,24515.0,146669.0
Đồng bằng sông Cửu Long,2021,69226.0,50072.0,24483.0,143781.0
Đồng bằng sông Cửu Long,2023,67199.0,48799.0,24523.0,140521.0
