Ðịa phương,Năm,Tiểu học,Trung học cơ sở,Trung học phổ thông,Tổng số
An Giang,2002,7091.0,3073.0,1007.0,11171.0
An Giang,2003,6815.0,3128.0,1074.0,11017.0
An Giang,2004,6698.0,3207.0,1056.0,10961.0
An Giang,2005,6443.0,3660.0,1112.0,11215.0
An Giang,2006,6366.0,3152.0,1125.0,10643.0
An Giang,2007,6267.0,3025.0,1577.0,10869.0
An Giang,2008,6159.0,3183.0,1056.0,10398.0
An Giang,2009,6271.0,2950.0,1096.0,10317.0
An Giang,2010,6366.0,3047.0,1120.0,10533.0
An Giang,2011,6448.0,3091.0,1188.0,10727.0
An Giang,2012,6527.0,3113.0,1239.0,10879.0
An Giang,2013,6579.0,3189.0,1218.0,10986.0
An Giang,2014,6664.0,3273.0,1213.0,11150.0
An Giang,2015,6673.0,3356.0,1221.0,11250.0
An Giang,2016,6605.0,3371.0,1262.0,11238.0
An Giang,2017,6562.0,3441.0,1269.0,11272.0
An Giang,2018,6503.0,3470.0,1239.0,11212.0
An Giang,2019,6413.0,3483.0,1261.0,11157.0
An Giang,2020,6244.0,3518.0,1302.0,11064.0
An Giang,2021,6149.0,3486.0,1333.0,10968.0
An Giang,2023,5735.0,3414.0,1354.0,10503.0
Bà Rịa - Vũng Tàu,2002,3119.0,1684.0,619.0,5422.0
Bà Rịa - Vũng Tàu,2003,3036.0,1684.0,638.0,5358.0
Bà Rịa - Vũng Tàu,2004,2936.0,1765.0,753.0,5454.0
Bà Rịa - Vũng Tàu,2005,2882.0,1831.0,836.0,5549.0
Bà Rịa - Vũng Tàu,2006,2852.0,1901.0,875.0,5628.0
Bà Rịa - Vũng Tàu,2007,2819.0,1865.0,891.0,5575.0
Bà Rịa - Vũng Tàu,2008,2830.0,1875.0,889.0,5594.0
Bà Rịa - Vũng Tàu,2009,2869.0,1861.0,882.0,5612.0
Bà Rịa - Vũng Tàu,2010,2983.0,1860.0,947.0,5790.0
Bà Rịa - Vũng Tàu,2011,3023.0,1870.0,902.0,5795.0
Bà Rịa - Vũng Tàu,2012,3035.0,1915.0,966.0,5916.0
Bà Rịa - Vũng Tàu,2013,3116.0,1965.0,936.0,6017.0
Bà Rịa - Vũng Tàu,2014,3171.0,2035.0,940.0,6146.0
Bà Rịa - Vũng Tàu,2015,3187.0,2072.0,947.0,6206.0
Bà Rịa - Vũng Tàu,2016,3219.0,2107.0,954.0,6280.0
Bà Rịa - Vũng Tàu,2017,3400.0,2108.0,956.0,6464.0
Bà Rịa - Vũng Tàu,2018,3203.0,2061.0,952.0,6216.0
Bà Rịa - Vũng Tàu,2019,3214.0,2039.0,948.0,6201.0
Bà Rịa - Vũng Tàu,2020,3245.0,2071.0,964.0,6280.0
Bà Rịa - Vũng Tàu,2021,3307.0,2105.0,954.0,6366.0
Bà Rịa - Vũng Tàu,2023,3197.0,2131.0,986.0,6314.0
Bình Dương,2002,2520.0,1319.0,559.0,4398.0
Bình Dương,2003,2514.0,1348.0,573.0,4435.0
Bình Dương,2004,2459.0,1357.0,622.0,4438.0
Bình Dương,2005,2433.0,1352.0,678.0,4463.0
Bình Dương,2006,2422.0,1384.0,686.0,4492.0
Bình Dương,2007,2423.0,1379.0,649.0,4451.0
Bình Dương,2008,2516.0,1372.0,618.0,4506.0
Bình Dương,2009,2698.0,1376.0,610.0,4684.0
Bình Dương,2010,2769.0,1383.0,623.0,4775.0
Bình Dương,2011,3057.0,1479.0,647.0,5183.0
Bình Dương,2012,3107.0,1561.0,648.0,5316.0
Bình Dương,2013,3370.0,1715.0,704.0,5789.0
Bình Dương,2014,3597.0,1922.0,739.0,6258.0
Bình Dương,2015,4046.0,2062.0,772.0,6880.0
Bình Dương,2016,4117.0,2249.0,835.0,7201.0
Bình Dương,2017,4521.0,2435.0,851.0,7807.0
Bình Dương,2018,4647.0,2546.0,856.0,8049.0
Bình Dương,2019,4897.0,2779.0,878.0,8554.0
Bình Dương,2020,5030.0,2971.0,907.0,8908.0
Bình Dương,2021,5312.0,3082.0,943.0,9337.0
Bình Dương,2023,5281.0,3287.0,1083.0,9651.0
Bình Phước,2002,3525.0,1511.0,416.0,5452.0
Bình Phước,2003,3572.0,1602.0,468.0,5642.0
Bình Phước,2004,3483.0,1662.0,545.0,5690.0
Bình Phước,2005,3330.0,1658.0,645.0,5633.0
Bình Phước,2006,3352.0,1681.0,669.0,5702.0
Bình Phước,2007,3394.0,1679.0,694.0,5767.0
Bình Phước,2008,3446.0,1646.0,700.0,5792.0
Bình Phước,2009,3469.0,1640.0,741.0,5850.0
Bình Phước,2010,3629.0,1651.0,743.0,6023.0
Bình Phước,2011,3608.0,1704.0,775.0,6087.0
Bình Phước,2012,3590.0,1576.0,800.0,5966.0
Bình Phước,2013,3772.0,1983.0,799.0,6554.0
Bình Phước,2014,3683.0,1881.0,815.0,6379.0
Bình Phước,2015,3653.0,1858.0,833.0,6344.0
Bình Phước,2016,3625.0,1866.0,840.0,6331.0
Bình Phước,2017,3574.0,1868.0,850.0,6292.0
Bình Phước,2018,3548.0,1906.0,868.0,6322.0
Bình Phước,2019,3546.0,1901.0,857.0,6304.0
Bình Phước,2020,3509.0,1921.0,861.0,6291.0
Bình Phước,2021,3532.0,1891.0,882.0,6305.0
Bình Phước,2023,3410.0,1884.0,881.0,6175.0
Bình Thuận,2002,4818.0,2115.0,647.0,7580.0
Bình Thuận,2003,4795.0,2343.0,730.0,7868.0
Bình Thuận,2004,4579.0,2488.0,790.0,7857.0
Bình Thuận,2005,4385.0,2575.0,918.0,7878.0
Bình Thuận,2006,4193.0,2568.0,964.0,7725.0
Bình Thuận,2007,4084.0,2475.0,975.0,7534.0
Bình Thuận,2008,4049.0,2464.0,1000.0,7513.0
Bình Thuận,2009,4288.0,2445.0,1019.0,7752.0
Bình Thuận,2010,4388.0,2381.0,1030.0,7799.0
Bình Thuận,2011,4132.0,2379.0,1018.0,7529.0
Bình Thuận,2012,4106.0,2369.0,1091.0,7566.0
Bình Thuận,2013,4138.0,2406.0,1068.0,7612.0
Bình Thuận,2014,4127.0,2446.0,979.0,7552.0
Bình Thuận,2015,4150.0,2445.0,949.0,7544.0
Bình Thuận,2016,4014.0,2266.0,938.0,7218.0
Bình Thuận,2017,4040.0,2304.0,935.0,7279.0
Bình Thuận,2018,4175.0,2300.0,939.0,7414.0
Bình Thuận,2019,4155.0,2280.0,908.0,7343.0
Bình Thuận,2020,4169.0,2305.0,940.0,7414.0
Bình Thuận,2021,4247.0,2268.0,951.0,7466.0
Bình Thuận,2023,4182.0,2305.0,970.0,7457.0
Bình Ðịnh,2002,5729.0,2928.0,953.0,9610.0
Bình Ðịnh,2003,5504.0,3136.0,1040.0,9680.0
Bình Ðịnh,2004,5289.0,3310.0,1151.0,9750.0
Bình Ðịnh,2005,4995.0,3278.0,1253.0,9526.0
Bình Ðịnh,2006,4836.0,3258.0,1349.0,9443.0
Bình Ðịnh,2007,4704.0,3108.0,1464.0,9276.0
Bình Ðịnh,2008,4601.0,3018.0,1571.0,9190.0
Bình Ðịnh,2009,4630.0,2905.0,1567.0,9102.0
Bình Ðịnh,2010,4628.0,2787.0,1561.0,8976.0
Bình Ðịnh,2011,4613.0,2712.0,1518.0,8843.0
Bình Ðịnh,2012,4555.0,2650.0,1516.0,8721.0
Bình Ðịnh,2013,4734.0,2624.0,1423.0,8781.0
Bình Ðịnh,2014,4532.0,2659.0,1351.0,8542.0
Bình Ðịnh,2015,4510.0,3216.0,1322.0,9048.0
Bình Ðịnh,2016,4454.0,2674.0,1341.0,8469.0
Bình Ðịnh,2017,4433.0,2691.0,1342.0,8466.0
Bình Ðịnh,2018,4347.0,2655.0,1321.0,8323.0
Bình Ðịnh,2019,4207.0,2667.0,1332.0,8206.0
Bình Ðịnh,2020,4279.0,2688.0,1322.0,8289.0
Bình Ðịnh,2021,4334.0,2601.0,1336.0,8271.0
Bình Ðịnh,2023,4240.0,2629.0,1389.0,8258.0
Bạc Liêu,2002,3506.0,1281.0,347.0,5134.0
Bạc Liêu,2003,3428.0,1325.0,406.0,5159.0
Bạc Liêu,2004,3315.0,1344.0,412.0,5017.0
Bạc Liêu,2005,3073.0,1287.0,448.0,4808.0
Bạc Liêu,2006,3048.0,1234.0,458.0,4740.0
Bạc Liêu,2007,2920.0,1257.0,452.0,4629.0
Bạc Liêu,2008,2886.0,1082.0,428.0,4396.0
Bạc Liêu,2009,2895.0,1039.0,401.0,4335.0
Bạc Liêu,2010,2911.0,1020.0,386.0,4317.0
Bạc Liêu,2011,2869.0,1045.0,389.0,4303.0
Bạc Liêu,2012,2781.0,1099.0,378.0,4258.0
Bạc Liêu,2013,2607.0,1156.0,356.0,4119.0
Bạc Liêu,2014,2559.0,1210.0,353.0,4122.0
Bạc Liêu,2015,2512.0,1218.0,370.0,4100.0
Bạc Liêu,2016,2450.0,1222.0,389.0,4061.0
Bạc Liêu,2017,2448.0,1221.0,403.0,4072.0
Bạc Liêu,2018,2450.0,1204.0,410.0,4064.0
Bạc Liêu,2019,2412.0,1186.0,421.0,4019.0
Bạc Liêu,2020,2336.0,1209.0,439.0,3984.0
Bạc Liêu,2021,2289.0,1184.0,439.0,3912.0
Bạc Liêu,2023,2152.0,1216.0,466.0,3834.0
Bắc Giang,2002,6023.0,4392.0,1093.0,11508.0
Bắc Giang,2003,5664.0,3766.0,1193.0,10623.0
Bắc Giang,2004,5356.0,3742.0,1293.0,10391.0
Bắc Giang,2005,5135.0,3556.0,1364.0,10055.0
Bắc Giang,2006,4979.0,3460.0,1478.0,9917.0
Bắc Giang,2007,4843.0,4165.0,1578.0,10586.0
Bắc Giang,2008,4816.0,3198.0,1383.0,9397.0
Bắc Giang,2009,5001.0,3259.0,1345.0,9605.0
Bắc Giang,2010,5102.0,3160.0,1239.0,9501.0
Bắc Giang,2011,5294.0,3138.0,1228.0,9660.0
Bắc Giang,2012,4950.0,3148.0,1229.0,9327.0
Bắc Giang,2013,4982.0,3125.0,1210.0,9317.0
Bắc Giang,2014,4970.0,3112.0,1204.0,9286.0
Bắc Giang,2015,5041.0,3095.0,1203.0,9339.0
Bắc Giang,2016,5115.0,3075.0,1213.0,9403.0
Bắc Giang,2017,5219.0,3074.0,1222.0,9515.0
Bắc Giang,2018,5311.0,3040.0,1238.0,9589.0
Bắc Giang,2019,5515.0,3042.0,1249.0,9806.0
Bắc Giang,2020,5692.0,3018.0,1273.0,9983.0
Bắc Giang,2021,5793.0,3104.0,1286.0,10183.0
Bắc Giang,2023,5746.0,3357.0,1336.0,10439.0
Bắc Kạn,2002,1723.0,809.0,218.0,2750.0
Bắc Kạn,2003,1677.0,822.0,246.0,2745.0
Bắc Kạn,2004,1613.0,808.0,278.0,2699.0
Bắc Kạn,2005,1542.0,798.0,296.0,2636.0
Bắc Kạn,2006,1410.0,757.0,303.0,2470.0
Bắc Kạn,2007,1434.0,744.0,289.0,2467.0
Bắc Kạn,2008,1703.0,692.0,247.0,2642.0
Bắc Kạn,2009,1456.0,665.0,263.0,2384.0
Bắc Kạn,2010,1504.0,649.0,291.0,2444.0
Bắc Kạn,2011,1555.0,616.0,255.0,2426.0
Bắc Kạn,2012,1587.0,617.0,248.0,2452.0
Bắc Kạn,2013,1488.0,603.0,244.0,2335.0
Bắc Kạn,2014,1490.0,612.0,239.0,2341.0
Bắc Kạn,2015,1489.0,629.0,239.0,2357.0
Bắc Kạn,2016,1482.0,622.0,218.0,2322.0
Bắc Kạn,2017,1483.0,631.0,217.0,2331.0
Bắc Kạn,2018,1435.0,634.0,212.0,2281.0
Bắc Kạn,2019,1457.0,628.0,208.0,2293.0
Bắc Kạn,2020,1449.0,631.0,203.0,2283.0
Bắc Kạn,2021,1442.0,641.0,203.0,2286.0
Bắc Kạn,2023,1334.0,697.0,207.0,2238.0
Bắc Ninh,2002,3149.0,2067.0,867.0,6083.0
Bắc Ninh,2003,3057.0,2123.0,900.0,6080.0
Bắc Ninh,2004,2932.0,2124.0,966.0,6022.0
Bắc Ninh,2005,2822.0,2086.0,1025.0,5933.0
Bắc Ninh,2006,2755.0,2021.0,1076.0,5852.0
Bắc Ninh,2007,2684.0,1952.0,1099.0,5735.0
Bắc Ninh,2008,2665.0,1916.0,1073.0,5654.0
Bắc Ninh,2009,2697.0,1889.0,1027.0,5613.0
Bắc Ninh,2010,2729.0,1872.0,989.0,5590.0
Bắc Ninh,2011,2728.0,1871.0,971.0,5570.0
Bắc Ninh,2012,2790.0,1863.0,966.0,5619.0
Bắc Ninh,2013,2870.0,1870.0,946.0,5686.0
Bắc Ninh,2014,2895.0,1890.0,924.0,5709.0
Bắc Ninh,2015,3063.0,1905.0,930.0,5898.0
Bắc Ninh,2016,3141.0,1934.0,923.0,5998.0
Bắc Ninh,2017,3203.0,1980.0,951.0,6134.0
Bắc Ninh,2018,3268.0,1986.0,897.0,6151.0
Bắc Ninh,2019,3423.0,2035.0,988.0,6446.0
Bắc Ninh,2020,3570.0,2119.0,1020.0,6709.0
Bắc Ninh,2021,3706.0,2172.0,1048.0,6926.0
Bắc Ninh,2023,3773.0,2445.0,1148.0,7366.0
Bắc Trung Bộ và Duyên hải miền Trung,2002,78675.0,43230.0,13554.0,135459.0
Bắc Trung Bộ và Duyên hải miền Trung,2003,74670.0,44743.0,14637.0,134050.0
Bắc Trung Bộ và Duyên hải miền Trung,2004,71460.0,47190.0,15734.0,134384.0
Bắc Trung Bộ và Duyên hải miền Trung,2005,67322.0,45807.0,17100.0,130229.0
Bắc Trung Bộ và Duyên hải miền Trung,2006,63988.0,44820.0,17759.0,126567.0
Bắc Trung Bộ và Duyên hải miền Trung,2007,62333.0,42918.0,18277.0,123528.0
Bắc Trung Bộ và Duyên hải miền Trung,2008,61511.0,40820.0,17914.0,120245.0
Bắc Trung Bộ và Duyên hải miền Trung,2009,61590.0,39001.0,17848.0,118439.0
Bắc Trung Bộ và Duyên hải miền Trung,2010,62025.0,37281.0,17699.0,117005.0
Bắc Trung Bộ và Duyên hải miền Trung,2011,61935.0,36771.0,17648.0,116354.0
Bắc Trung Bộ và Duyên hải miền Trung,2012,61369.0,35620.0,17249.0,114238.0
Bắc Trung Bộ và Duyên hải miền Trung,2013,62272.0,35318.0,16651.0,114241.0
Bắc Trung Bộ và Duyên hải miền Trung,2014,61569.0,35770.0,15960.0,113299.0
Bắc Trung Bộ và Duyên hải miền Trung,2015,61238.0,36574.0,15835.0,113647.0
Bắc Trung Bộ và Duyên hải miền Trung,2016,59888.0,34964.0,15934.0,110786.0
Bắc Trung Bộ và Duyên hải miền Trung,2017,60357.0,35426.0,16009.0,111792.0
Bắc Trung Bộ và Duyên hải miền Trung,2018,60877.0,33918.0,16025.0,110820.0
Bắc Trung Bộ và Duyên hải miền Trung,2019,61362.0,33813.0,15974.0,111149.0
Bắc Trung Bộ và Duyên hải miền Trung,2020,62228.0,34383.0,16140.0,112751.0
Bắc Trung Bộ và Duyên hải miền Trung,2021,64256.0,34061.0,16184.0,114501.0
Bắc Trung Bộ và Duyên hải miền Trung,2023,63333.0,36166.0,16640.0,116139.0
Bến Tre,2002,4251.0,2559.0,978.0,7788.0
Bến Tre,2003,4040.0,2546.0,1017.0,7603.0
Bến Tre,2004,3785.0,2488.0,1066.0,7339.0
Bến Tre,2005,3490.0,2365.0,1052.0,6907.0
Bến Tre,2006,3378.0,2329.0,1033.0,6740.0
Bến Tre,2007,3353.0,2232.0,984.0,6569.0
Bến Tre,2008,3329.0,2188.0,939.0,6456.0
Bến Tre,2009,3429.0,2074.0,933.0,6436.0
Bến Tre,2010,3465.0,2023.0,914.0,6402.0
Bến Tre,2011,3449.0,2029.0,869.0,6347.0
Bến Tre,2012,3456.0,2023.0,842.0,6321.0
Bến Tre,2013,3456.0,2053.0,800.0,6309.0
Bến Tre,2014,3404.0,2091.0,795.0,6290.0
Bến Tre,2015,3356.0,2088.0,787.0,6231.0
Bến Tre,2016,3243.0,2059.0,785.0,6087.0
Bến Tre,2017,3242.0,2053.0,781.0,6076.0
Bến Tre,2018,3285.0,2019.0,798.0,6102.0
Bến Tre,2019,3270.0,1995.0,797.0,6062.0
Bến Tre,2020,3171.0,1980.0,800.0,5951.0
Bến Tre,2021,3204.0,1919.0,765.0,5888.0
Bến Tre,2023,2965.0,1933.0,739.0,5637.0
Cao Bằng,2002,3781.0,1236.0,364.0,5381.0
Cao Bằng,2003,3653.0,1309.0,419.0,5381.0
Cao Bằng,2004,3687.0,1353.0,476.0,5516.0
Cao Bằng,2005,3547.0,1384.0,523.0,5454.0
Cao Bằng,2006,3558.0,1310.0,556.0,5424.0
Cao Bằng,2007,3359.0,1281.0,518.0,5158.0
Cao Bằng,2008,3245.0,1237.0,523.0,5005.0
Cao Bằng,2009,3075.0,1210.0,462.0,4747.0
Cao Bằng,2010,3131.0,1210.0,433.0,4774.0
Cao Bằng,2011,3233.0,1188.0,397.0,4818.0
Cao Bằng,2012,3224.0,1173.0,408.0,4805.0
Cao Bằng,2013,3156.0,1160.0,397.0,4713.0
Cao Bằng,2014,3140.0,1146.0,380.0,4666.0
Cao Bằng,2015,3085.0,1146.0,371.0,4602.0
Cao Bằng,2016,3075.0,1209.0,364.0,4648.0
Cao Bằng,2017,2960.0,1157.0,372.0,4489.0
Cao Bằng,2018,2802.0,1144.0,377.0,4323.0
Cao Bằng,2019,2774.0,1139.0,367.0,4280.0
Cao Bằng,2020,2716.0,1138.0,372.0,4226.0
Cao Bằng,2021,2690.0,1163.0,378.0,4231.0
Cao Bằng,2023,2572.0,1191.0,386.0,4149.0
Cà Mau,2002,6016.0,2007.0,520.0,8543.0
Cà Mau,2003,5836.0,2035.0,551.0,8422.0
Cà Mau,2004,5007.0,2011.0,588.0,7606.0
Cà Mau,2005,4698.0,1965.0,619.0,7282.0
Cà Mau,2006,4684.0,1916.0,630.0,7230.0
Cà Mau,2007,4684.0,1877.0,635.0,7196.0
Cà Mau,2008,4778.0,1762.0,620.0,7160.0
Cà Mau,2009,4789.0,1684.0,605.0,7078.0
Cà Mau,2010,4961.0,1681.0,627.0,7269.0
Cà Mau,2011,4958.0,1733.0,622.0,7313.0
Cà Mau,2012,4886.0,1782.0,630.0,7298.0
Cà Mau,2013,4859.0,1869.0,605.0,7333.0
Cà Mau,2014,4798.0,2044.0,657.0,7499.0
Cà Mau,2015,4780.0,2018.0,703.0,7501.0
Cà Mau,2016,4785.0,2041.0,753.0,7579.0
Cà Mau,2017,4356.0,1959.0,785.0,7100.0
Cà Mau,2018,3837.0,1784.0,779.0,6400.0
Cà Mau,2019,3868.0,1816.0,813.0,6497.0
Cà Mau,2020,3823.0,1851.0,817.0,6491.0
Cà Mau,2021,3832.0,1839.0,805.0,6476.0
Cà Mau,2023,3626.0,1843.0,848.0,6317.0
CẢ NƯỚC,2002,308807.0,161329.0,52131.0,522267.0
CẢ NƯỚC,2003,299418.0,165650.0,55784.0,520852.0
CẢ NƯỚC,2004,288903.0,170916.0,59857.0,519676.0
CẢ NƯỚC,2005,276624.0,167486.0,64653.0,508763.0
CẢ NƯỚC,2006,270143.0,163842.0,67206.0,501191.0
CẢ NƯỚC,2007,266422.0,160142.0,68638.0,495202.0
CẢ NƯỚC,2008,265058.0,154051.0,66868.0,485977.0
CẢ NƯỚC,2009,268077.0,149955.0,66404.0,484436.0
CẢ NƯỚC,2010,272419.0,151226.0,66829.0,490474.0
CẢ NƯỚC,2011,274733.0,147085.0,66249.0,488067.0
CẢ NƯỚC,2012,275010.0,145387.0,65886.0,486283.0
CẢ NƯỚC,2013,278982.0,147441.0,64348.0,490771.0
CẢ NƯỚC,2014,279862.0,150693.0,63904.0,494459.0
CẢ NƯỚC,2015,283490.0,153438.0,64105.0,501033.0
CẢ NƯỚC,2016,277526.0,151669.0,65094.0,494289.0
CẢ NƯỚC,2017,279974.0,153582.0,65806.0,499362.0
CẢ NƯỚC,2018,280179.0,151986.0,66502.0,498667.0
CẢ NƯỚC,2019,281565.0,154162.0,67605.0,503332.0
CẢ NƯỚC,2020,284084.0,158353.0,69182.0,511619.0
CẢ NƯỚC,2021,288541.0,159062.0,69749.0,517352.0
CẢ NƯỚC,2023,280307.0,168317.0,73877.0,522501.0
Cần Thơ,2002,6407.0,2869.0,880.0,10156.0
Cần Thơ,2003,6153.0,2996.0,859.0,10008.0
Cần Thơ,2004,3102.0,1674.0,589.0,5365.0
Cần Thơ,2005,3068.0,1645.0,622.0,5335.0
Cần Thơ,2006,3044.0,1671.0,671.0,5386.0
Cần Thơ,2007,3017.0,1539.0,653.0,5209.0
Cần Thơ,2008,3039.0,1524.0,665.0,5228.0
Cần Thơ,2009,3051.0,1497.0,676.0,5224.0
Cần Thơ,2010,3125.0,1468.0,665.0,5258.0
Cần Thơ,2011,3323.0,1516.0,673.0,5512.0
Cần Thơ,2012,3394.0,1522.0,698.0,5614.0
Cần Thơ,2013,3137.0,1551.0,693.0,5381.0
Cần Thơ,2014,3177.0,1625.0,694.0,5496.0
Cần Thơ,2015,3176.0,1645.0,733.0,5554.0
Cần Thơ,2016,3170.0,1694.0,786.0,5650.0
Cần Thơ,2017,3164.0,1741.0,816.0,5721.0
Cần Thơ,2018,3160.0,1754.0,828.0,5742.0
Cần Thơ,2019,3143.0,1801.0,859.0,5803.0
Cần Thơ,2020,3114.0,1856.0,887.0,5857.0
Cần Thơ,2021,3153.0,1838.0,904.0,5895.0
Cần Thơ,2023,3037.0,1887.0,964.0,5888.0
Gia Lai,2002,5789.0,2173.0,577.0,8539.0
Gia Lai,2003,5868.0,2321.0,634.0,8823.0
Gia Lai,2004,5845.0,2461.0,731.0,9037.0
Gia Lai,2005,5819.0,2558.0,845.0,9222.0
Gia Lai,2006,5831.0,2622.0,920.0,9373.0
Gia Lai,2007,5785.0,2640.0,937.0,9362.0
Gia Lai,2008,5874.0,2628.0,935.0,9437.0
Gia Lai,2009,5688.0,2725.0,1008.0,9421.0
Gia Lai,2010,6018.0,2577.0,976.0,9571.0
Gia Lai,2011,6084.0,2615.0,1022.0,9721.0
Gia Lai,2012,6097.0,2589.0,1029.0,9715.0
Gia Lai,2013,6314.0,2624.0,1017.0,9955.0
Gia Lai,2014,6324.0,2644.0,982.0,9950.0
Gia Lai,2015,6572.0,2641.0,964.0,10177.0
Gia Lai,2016,6712.0,2663.0,962.0,10337.0
Gia Lai,2017,6131.0,2681.0,969.0,9781.0
Gia Lai,2018,5831.0,2610.0,959.0,9400.0
Gia Lai,2019,5816.0,2640.0,995.0,9451.0
Gia Lai,2020,5752.0,2692.0,1027.0,9471.0
Gia Lai,2021,5735.0,2692.0,1039.0,9466.0
Gia Lai,2023,5483.0,2733.0,1103.0,9319.0
Hoà Bình,2002,3923.0,2199.0,548.0,6670.0
Hoà Bình,2003,3813.0,2214.0,580.0,6607.0
Hoà Bình,2004,3529.0,2144.0,608.0,6281.0
Hoà Bình,2005,3434.0,2190.0,659.0,6283.0
Hoà Bình,2006,3244.0,2103.0,698.0,6045.0
Hoà Bình,2007,3368.0,2118.0,729.0,6215.0
Hoà Bình,2008,3086.0,1996.0,650.0,5732.0
Hoà Bình,2009,3594.0,1967.0,657.0,6218.0
Hoà Bình,2010,3170.0,1763.0,649.0,5582.0
Hoà Bình,2011,3132.0,2041.0,675.0,5848.0
Hoà Bình,2012,3099.0,1839.0,678.0,5616.0
Hoà Bình,2013,3487.0,1704.0,743.0,5934.0
Hoà Bình,2014,4163.0,1800.0,677.0,6640.0
Hoà Bình,2015,3581.0,2388.0,684.0,6653.0
Hoà Bình,2016,3127.0,1786.0,689.0,5602.0
Hoà Bình,2017,3734.0,1918.0,696.0,6348.0
Hoà Bình,2018,3235.0,1752.0,708.0,5695.0
Hoà Bình,2019,3176.0,1777.0,719.0,5672.0
Hoà Bình,2020,3300.0,1811.0,729.0,5840.0
Hoà Bình,2021,3277.0,1837.0,732.0,5846.0
Hoà Bình,2023,3078.0,1945.0,739.0,5762.0
Hà Giang,2002,6195.0,1178.0,279.0,7652.0
Hà Giang,2003,5796.0,1192.0,332.0,7320.0
Hà Giang,2004,5502.0,1370.0,371.0,7243.0
Hà Giang,2005,5164.0,1564.0,387.0,7115.0
Hà Giang,2006,5041.0,1695.0,399.0,7135.0
Hà Giang,2007,4840.0,1788.0,420.0,7048.0
Hà Giang,2008,4793.0,1744.0,422.0,6959.0
Hà Giang,2009,4809.0,1767.0,437.0,7013.0
Hà Giang,2010,4899.0,1788.0,454.0,7141.0
Hà Giang,2011,4836.0,1789.0,483.0,7108.0
Hà Giang,2012,4807.0,1809.0,491.0,7107.0
Hà Giang,2013,4838.0,1808.0,496.0,7142.0
Hà Giang,2014,4857.0,1806.0,499.0,7162.0
Hà Giang,2015,4745.0,1786.0,506.0,7037.0
Hà Giang,2016,4709.0,1805.0,517.0,7031.0
Hà Giang,2017,4713.0,1808.0,509.0,7030.0
Hà Giang,2018,4590.0,1780.0,498.0,6868.0
Hà Giang,2019,4498.0,1785.0,491.0,6774.0
Hà Giang,2020,4425.0,1848.0,499.0,6772.0
Hà Giang,2021,4389.0,1905.0,513.0,6807.0
Hà Giang,2023,4183.0,1979.0,552.0,6714.0
Hà Nam,2002,2441.0,1643.0,509.0,4593.0
Hà Nam,2003,2271.0,1659.0,532.0,4462.0
Hà Nam,2004,2181.0,1662.0,554.0,4397.0
Hà Nam,2005,2122.0,1621.0,629.0,4372.0
Hà Nam,2006,2047.0,1546.0,671.0,4264.0
Hà Nam,2007,2014.0,1487.0,686.0,4187.0
Hà Nam,2008,1999.0,1426.0,638.0,4063.0
Hà Nam,2009,2017.0,1379.0,612.0,4008.0
Hà Nam,2010,2031.0,1318.0,606.0,3955.0
Hà Nam,2011,2042.0,1296.0,607.0,3945.0
Hà Nam,2012,2059.0,1288.0,600.0,3947.0
Hà Nam,2013,2096.0,1270.0,583.0,3949.0
Hà Nam,2014,2088.0,1281.0,559.0,3928.0
Hà Nam,2015,2138.0,1274.0,549.0,3961.0
Hà Nam,2016,2149.0,1270.0,544.0,3963.0
Hà Nam,2017,2178.0,1265.0,544.0,3987.0
Hà Nam,2018,2278.0,1271.0,552.0,4101.0
Hà Nam,2019,2315.0,1289.0,559.0,4163.0
Hà Nam,2020,2380.0,1323.0,571.0,4274.0
Hà Nam,2021,2400.0,1346.0,572.0,4318.0
Hà Nam,2023,2360.0,1461.0,586.0,4407.0
Hà Nội,2002,5949.0,4494.0,2165.0,12608.0
Hà Nội,2003,5902.0,4540.0,2220.0,12662.0
Hà Nội,2004,5858.0,4589.0,2299.0,12746.0
Hà Nội,2005,5804.0,4527.0,2433.0,12764.0
Hà Nội,2006,5738.0,4495.0,2612.0,12845.0
Hà Nội,2007,5706.0,4474.0,2677.0,12857.0
Hà Nội,2008,13253.0,9358.0,5008.0,27619.0
Hà Nội,2009,13424.0,9189.0,4939.0,27552.0
Hà Nội,2010,13889.0,9093.0,4985.0,27967.0
Hà Nội,2011,13928.0,9007.0,4973.0,27908.0
Hà Nội,2012,14390.0,9000.0,4886.0,28276.0
Hà Nội,2013,14931.0,9134.0,4782.0,28847.0
Hà Nội,2014,15459.0,9668.0,4824.0,29951.0
Hà Nội,2015,19205.0,11040.0,4782.0,35027.0
Hà Nội,2016,16418.0,10986.0,4940.0,32344.0
Hà Nội,2017,17116.0,11074.0,5102.0,33292.0
Hà Nội,2018,18238.0,11494.0,5418.0,35150.0
Hà Nội,2019,19048.0,12166.0,5872.0,37086.0
Hà Nội,2020,19958.0,12884.0,6293.0,39135.0
Hà Nội,2021,20776.0,13397.0,6411.0,40584.0
Hà Nội,2023,20629.0,14961.0,7204.0,42794.0
Hà Tây,2002,7382.0,5192.0,2036.0,14610.0
Hà Tây,2003,7226.0,5179.0,2109.0,14514.0
Hà Tây,2004,6950.0,5135.0,2225.0,14310.0
Hà Tây,2005,6773.0,4971.0,2345.0,14089.0
