Địa phương,Năm,Phổ thông cơ sở,Tiểu học,Trung học,Trung học cơ sở,Trung học phổ thông,Tổng số
Vĩnh Phúc,2017,1.0,176.0,1.0,147.0,34.0,359.0
Vĩnh Phúc,2019,12.0,149.0,1.0,135.0,31.0,328.0
Vĩnh Phúc,2020,16.0,145.0,1.0,132.0,29.0,323.0
Vĩnh Phúc,2021,16.0,145.0,1.0,132.0,29.0,323.0
Vĩnh Long,2002,,250.0,25.0,88.0,5.0,368.0
Vĩnh Long,2003,,249.0,24.0,87.0,7.0,367.0
Vĩnh Long,2004,,248.0,20.0,88.0,10.0,366.0
Vĩnh Long,2005,,247.0,14.0,91.0,15.0,367.0
Vĩnh Long,2006,,247.0,13.0,91.0,16.0,367.0
Vĩnh Long,2007,,246.0,10.0,92.0,19.0,367.0
Vĩnh Long,2008,,244.0,9.0,93.0,20.0,366.0
Vĩnh Long,2009,,244.0,,93.0,21.0,358.0
Vĩnh Long,2010,,241.0,10.0,92.0,21.0,364.0
Vĩnh Long,2011,,239.0,9.0,92.0,22.0,362.0
Vĩnh Long,2012,,229.0,8.0,91.0,23.0,351.0
Vĩnh Long,2013,8.0,214.0,8.0,89.0,23.0,342.0
Vĩnh Long,2014,,207.0,8.0,88.0,23.0,326.0
Vĩnh Long,2015,,206.0,8.0,88.0,23.0,325.0
Vĩnh Long,2016,0.0,199.0,8.0,88.0,23.0,318.0
Vĩnh Long,2017,,197.0,7.0,89.0,24.0,317.0
Vĩnh Long,2019,,173.0,8.0,89.0,24.0,294.0
Vĩnh Long,2020,0.0,165.0,10.0,87.0,24.0,286.0
Vĩnh Long,2021,,160.0,10.0,87.0,24.0,281.0
Yên Bái,2002,81.0,155.0,5.0,94.0,20.0,355.0
Yên Bái,2003,85.0,152.0,5.0,104.0,20.0,366.0
Yên Bái,2004,71.0,165.0,4.0,116.0,21.0,377.0
Yên Bái,2005,63.0,174.0,4.0,126.0,21.0,388.0
Yên Bái,2006,58.0,177.0,4.0,131.0,21.0,391.0
Yên Bái,2007,55.0,176.0,4.0,134.0,22.0,391.0
Yên Bái,2008,48.0,182.0,1.0,141.0,23.0,395.0
Yên Bái,2009,40.0,170.0,1.0,147.0,24.0,382.0
Yên Bái,2010,39.0,169.0,1.0,148.0,24.0,381.0
Yên Bái,2011,38.0,169.0,1.0,149.0,24.0,381.0
Yên Bái,2012,37.0,169.0,1.0,150.0,24.0,381.0
Yên Bái,2013,37.0,169.0,1.0,150.0,24.0,381.0
Yên Bái,2014,38.0,168.0,1.0,149.0,24.0,380.0
Yên Bái,2015,41.0,165.0,1.0,146.0,24.0,377.0
Yên Bái,2016,136.0,52.0,1.0,53.0,24.0,266.0
Yên Bái,2017,136.0,52.0,1.0,53.0,24.0,266.0
Yên Bái,2019,135.0,53.0,2.0,53.0,24.0,267.0
Yên Bái,2020,128.0,56.0,2.0,54.0,24.0,264.0
Yên Bái,2021,128.0,57.0,3.0,53.0,23.0,264.0
Ðắk Lắk,2002,29.0,418.0,14.0,190.0,25.0,676.0
Ðắk Lắk,2003,22.0,426.0,10.0,217.0,29.0,704.0
Ðắk Lắk,2004,21.0,352.0,8.0,174.0,26.0,581.0
Ðắk Lắk,2005,18.0,360.0,7.0,180.0,29.0,594.0
Ðắk Lắk,2006,7.0,379.0,6.0,198.0,32.0,622.0
Ðắk Lắk,2007,7.0,382.0,4.0,203.0,40.0,636.0
Ðắk Lắk,2008,5.0,396.0,3.0,213.0,47.0,664.0
Ðắk Lắk,2009,6.0,397.0,,214.0,49.0,666.0
Ðắk Lắk,2010,6.0,410.0,,214.0,52.0,682.0
Ðắk Lắk,2011,5.0,417.0,,221.0,52.0,695.0
Ðắk Lắk,2012,3.0,422.0,,223.0,52.0,700.0
Ðắk Lắk,2013,6.0,422.0,3.0,226.0,52.0,709.0
Ðắk Lắk,2014,6.0,422.0,2.0,226.0,52.0,708.0
Ðắk Lắk,2015,6.0,424.0,2.0,226.0,52.0,710.0
Ðắk Lắk,2016,6.0,423.0,4.0,227.0,52.0,712.0
Ðắk Lắk,2017,6.0,425.0,4.0,227.0,52.0,714.0
Ðắk Lắk,2019,7.0,408.0,4.0,227.0,53.0,699.0
Ðắk Lắk,2020,11.0,398.0,5.0,224.0,53.0,691.0
Ðắk Lắk,2021,17.0,388.0,5.0,222.0,54.0,686.0
Ðắk Nông,2004,4.0,85.0,1.0,50.0,8.0,148.0
Ðắk Nông,2005,5.0,97.0,1.0,57.0,8.0,168.0
Ðắk Nông,2006,8.0,100.0,1.0,59.0,12.0,180.0
Ðắk Nông,2007,8.0,111.0,1.0,62.0,16.0,198.0
Ðắk Nông,2008,4.0,121.0,,73.0,18.0,216.0
Ðắk Nông,2009,,130.0,,78.0,18.0,226.0
Ðắk Nông,2010,,130.0,,81.0,19.0,230.0
Ðắk Nông,2011,,136.0,,82.0,22.0,240.0
Ðắk Nông,2012,,143.0,,84.0,24.0,251.0
Ðắk Nông,2013,2.0,145.0,5.0,78.0,23.0,253.0
Ðắk Nông,2014,5.0,144.0,5.0,77.0,23.0,254.0
Ðắk Nông,2015,7.0,142.0,6.0,76.0,24.0,255.0
Ðắk Nông,2016,7.0,142.0,7.0,76.0,24.0,256.0
Ðắk Nông,2017,6.0,146.0,7.0,76.0,25.0,260.0
Ðắk Nông,2019,8.0,132.0,8.0,72.0,24.0,244.0
Ðắk Nông,2020,15.0,122.0,8.0,64.0,24.0,233.0
Ðắk Nông,2021,16.0,122.0,8.0,63.0,24.0,233.0
Điện Biên,2004,29.0,123.0,,66.0,16.0,234.0
Điện Biên,2005,,134.0,,97.0,16.0,247.0
Điện Biên,2006,,138.0,,99.0,18.0,255.0
Điện Biên,2007,,146.0,,111.0,18.0,275.0
Điện Biên,2008,,156.0,,112.0,21.0,289.0
Điện Biên,2009,,168.0,,110.0,28.0,306.0
Điện Biên,2010,,170.0,,115.0,28.0,313.0
Điện Biên,2011,4.0,173.0,,111.0,29.0,317.0
Điện Biên,2012,4.0,172.0,1.0,110.0,28.0,315.0
Điện Biên,2013,4.0,173.0,1.0,110.0,28.0,316.0
Điện Biên,2014,4.0,175.0,1.0,110.0,31.0,321.0
Điện Biên,2015,,175.0,,114.0,31.0,320.0
Điện Biên,2016,1.0,176.0,11.0,124.0,21.0,333.0
Điện Biên,2017,1.0,176.0,11.0,128.0,21.0,337.0
Điện Biên,2019,6.0,171.0,4.0,112.0,29.0,322.0
Điện Biên,2020,21.0,148.0,4.0,98.0,29.0,300.0
Điện Biên,2021,26.0,140.0,4.0,96.0,29.0,295.0
Đà Nẵng,2002,1.0,92.0,2.0,46.0,16.0,157.0
Đà Nẵng,2003,2.0,93.0,2.0,47.0,15.0,159.0
Đà Nẵng,2004,2.0,95.0,2.0,48.0,16.0,163.0
Đà Nẵng,2005,1.0,96.0,2.0,48.0,17.0,164.0
Đà Nẵng,2006,1.0,98.0,,49.0,19.0,167.0
Đà Nẵng,2007,1.0,100.0,1.0,50.0,19.0,171.0
Đà Nẵng,2008,1.0,100.0,,50.0,20.0,171.0
Đà Nẵng,2009,2.0,99.0,,51.0,20.0,172.0
Đà Nẵng,2010,2.0,99.0,,53.0,20.0,174.0
Đà Nẵng,2011,2.0,100.0,,54.0,19.0,175.0
Đà Nẵng,2012,2.0,100.0,1.0,54.0,20.0,177.0
Đà Nẵng,2013,2.0,100.0,1.0,55.0,20.0,178.0
Đà Nẵng,2014,1.0,99.0,2.0,55.0,20.0,177.0
Đà Nẵng,2015,3.0,99.0,4.0,56.0,22.0,184.0
Đà Nẵng,2016,3.0,99.0,4.0,57.0,23.0,186.0
Đà Nẵng,2017,3.0,100.0,5.0,56.0,22.0,186.0
Đà Nẵng,2019,3.0,99.0,8.0,57.0,24.0,191.0
Đà Nẵng,2020,3.0,99.0,10.0,57.0,24.0,193.0
Đà Nẵng,2021,3.0,99.0,10.0,57.0,24.0,193.0
Đông Nam Bộ,2002,11.0,1408.0,102.0,623.0,156.0,2300.0
Đông Nam Bộ,2003,11.0,1445.0,85.0,642.0,167.0,2350.0
Đông Nam Bộ,2004,9.0,1442.0,81.0,663.0,184.0,2379.0
Đông Nam Bộ,2005,7.0,1458.0,77.0,684.0,200.0,2426.0
Đông Nam Bộ,2006,7.0,1468.0,75.0,696.0,206.0,2452.0
Đông Nam Bộ,2007,7.0,1481.0,79.0,707.0,218.0,2492.0
Đông Nam Bộ,2008,7.0,1485.0,87.0,725.0,218.0,2522.0
Đông Nam Bộ,2009,8.0,1488.0,100.0,729.0,216.0,2541.0
Đông Nam Bộ,2010,18.0,1493.0,98.0,739.0,244.0,2592.0
Đông Nam Bộ,2011,17.0,1487.0,91.0,763.0,282.0,2640.0
Đông Nam Bộ,2012,17.0,1494.0,97.0,771.0,274.0,2653.0
Đông Nam Bộ,2013,23.0,1494.0,108.0,776.0,276.0,2677.0
Đông Nam Bộ,2014,20.0,1501.0,111.0,787.0,279.0,2698.0
Đông Nam Bộ,2015,21.0,1512.0,111.0,793.0,279.0,2716.0
Đông Nam Bộ,2016,21.0,1521.0,110.0,801.0,281.0,2734.0
Đông Nam Bộ,2017,22.0,1522.0,116.0,811.0,280.0,2751.0
Đông Nam Bộ,2019,51.0,1439.0,125.0,786.0,280.0,2681.0
Đông Nam Bộ,2020,65.0,1415.0,135.0,779.0,281.0,2675.0
Đông Nam Bộ,2021,71.0,1416.0,136.0,781.0,284.0,2688.0
Đồng Nai,2002,4.0,288.0,5.0,138.0,38.0,473.0
Đồng Nai,2003,5.0,311.0,5.0,142.0,42.0,505.0
Đồng Nai,2004,5.0,295.0,3.0,145.0,45.0,493.0
Đồng Nai,2005,4.0,296.0,5.0,149.0,50.0,504.0
Đồng Nai,2006,4.0,296.0,6.0,157.0,47.0,510.0
Đồng Nai,2007,4.0,297.0,7.0,163.0,48.0,519.0
Đồng Nai,2008,3.0,299.0,9.0,166.0,46.0,523.0
Đồng Nai,2009,2.0,300.0,10.0,166.0,43.0,521.0
Đồng Nai,2010,3.0,298.0,13.0,165.0,48.0,527.0
Đồng Nai,2011,1.0,297.0,16.0,167.0,48.0,529.0
Đồng Nai,2012,3.0,299.0,14.0,169.0,50.0,535.0
Đồng Nai,2013,3.0,302.0,16.0,168.0,50.0,539.0
Đồng Nai,2014,4.0,300.0,19.0,170.0,47.0,540.0
Đồng Nai,2015,4.0,300.0,21.0,172.0,47.0,544.0
Đồng Nai,2016,4.0,301.0,22.0,172.0,48.0,547.0
Đồng Nai,2017,5.0,303.0,24.0,174.0,49.0,555.0
Đồng Nai,2019,9.0,297.0,23.0,168.0,51.0,548.0
Đồng Nai,2020,12.0,290.0,25.0,170.0,50.0,547.0
Đồng Nai,2021,13.0,290.0,26.0,169.0,50.0,548.0
Đồng Tháp,2002,9.0,296.0,29.0,88.0,,422.0
Đồng Tháp,2003,8.0,297.0,34.0,104.0,,443.0
Đồng Tháp,2004,,306.0,10.0,123.0,24.0,463.0
Đồng Tháp,2005,,308.0,,126.0,36.0,470.0
Đồng Tháp,2006,,313.0,,133.0,37.0,483.0
Đồng Tháp,2007,,316.0,,133.0,39.0,488.0
Đồng Tháp,2008,,316.0,,137.0,40.0,493.0
Đồng Tháp,2009,10.0,317.0,,137.0,42.0,506.0
Đồng Tháp,2010,12.0,321.0,2.0,130.0,40.0,505.0
Đồng Tháp,2011,12.0,321.0,2.0,130.0,41.0,506.0
Đồng Tháp,2012,13.0,321.0,3.0,129.0,40.0,506.0
Đồng Tháp,2013,13.0,319.0,3.0,129.0,40.0,504.0
Đồng Tháp,2014,14.0,319.0,3.0,129.0,40.0,505.0
Đồng Tháp,2015,13.0,320.0,3.0,129.0,40.0,505.0
Đồng Tháp,2016,14.0,317.0,3.0,128.0,40.0,502.0
Đồng Tháp,2017,15.0,313.0,4.0,127.0,39.0,498.0
Đồng Tháp,2019,14.0,283.0,6.0,124.0,37.0,464.0
Đồng Tháp,2020,16.0,271.0,7.0,122.0,37.0,453.0
Đồng Tháp,2021,13.0,258.0,8.0,122.0,36.0,437.0
Đồng bằng sông Cửu Long,2002,93.0,3033.0,189.0,1124.0,170.0,4609.0
Đồng bằng sông Cửu Long,2003,88.0,3059.0,156.0,1205.0,218.0,4726.0
Đồng bằng sông Cửu Long,2004,67.0,3103.0,124.0,1256.0,268.0,4818.0
Đồng bằng sông Cửu Long,2005,66.0,3117.0,93.0,1287.0,306.0,4869.0
Đồng bằng sông Cửu Long,2006,63.0,3130.0,89.0,1318.0,324.0,4924.0
Đồng bằng sông Cửu Long,2007,60.0,3147.0,89.0,1336.0,336.0,4968.0
Đồng bằng sông Cửu Long,2008,64.0,3163.0,89.0,1354.0,333.0,5003.0
Đồng bằng sông Cửu Long,2009,64.0,3191.0,77.0,1381.0,336.0,5049.0
Đồng bằng sông Cửu Long,2010,67.0,3195.0,91.0,1380.0,342.0,5075.0
Đồng bằng sông Cửu Long,2011,69.0,3202.0,97.0,1387.0,350.0,5105.0
Đồng bằng sông Cửu Long,2012,70.0,3191.0,107.0,1396.0,355.0,5119.0
Đồng bằng sông Cửu Long,2013,83.0,3144.0,105.0,1389.0,357.0,5078.0
Đồng bằng sông Cửu Long,2014,74.0,3103.0,110.0,1394.0,356.0,5037.0
Đồng bằng sông Cửu Long,2015,72.0,3085.0,113.0,1398.0,361.0,5029.0
Đồng bằng sông Cửu Long,2016,72.0,3064.0,114.0,1403.0,365.0,5018.0
Đồng bằng sông Cửu Long,2017,73.0,3037.0,113.0,1407.0,365.0,4995.0
Đồng bằng sông Cửu Long,2019,118.0,2717.0,123.0,1356.0,360.0,4674.0
Đồng bằng sông Cửu Long,2020,151.0,2603.0,133.0,1314.0,359.0,4560.0
Đồng bằng sông Cửu Long,2021,165.0,2547.0,137.0,1298.0,359.0,4506.0
