id,sub_organ_code,ownership_percent,organ_name,type,symbol
22249732,CPKTR,1.0,Công ty TNHH Phát Triển Cao Su Phước Hòa Kampong Thom Tại Campuchia,công ty con,PHR
22249733,PHDLRF,0.9048,Công ty TNHH Cao Su Và Lâm Nghiệp Phước Hòa - Đắk Lắk,công ty con,PHR
22249734,PHRDL,1.0,Công Ty TNHH Một Thành Viên Cao Su Phước Hòa Đắk Lắk,công ty con,PHR
22249735,TBIP,0.8,Công ty Cổ phần Khu Công Nghiệp Tân Bình,công ty con,PHR
22249736,TPR,0.7,Công ty Cổ Phần Cao Su Trường Phát,công ty con,PHR
22249737,GER,0.26818,Công ty Cổ phần Thể thao Ngôi sao Geru,công ty liên kết,PHR
22249738,NTC,0.328535,Công ty Cổ phần Khu Công nghiệp Nam Tân Uyên,công ty liên kết,PHR
22249720,DVP,0.51,Công ty Cổ phần Đầu tư và Phát triển Cảng Đình Vũ,công ty con,PHP
22249721,HDPORT,1.0,Công ty TNHH MTV Cảng Hoàng Diệu,công ty con,PHP
22249722,HPPENG,1.0,Công Ty TNHH Một Thành Viên Đào Tạo Kỹ Thuật Nghiệp Vụ Cảng Hải Phòng,công ty con,PHP
22249723,HPPMEDI,1.0,Công Ty Tnhh Một Thành Viên Trung Tâm Y Tế Cảng Hải Phòng,công ty con,PHP
22249724,HPTT,0.6,Công ty Cổ phần Lai dắt và Vận tải Cảng Hải Phòng,công ty con,PHP
22249725,0202264936,0.2875,Công ty TNHH Smart Logistics Service,công ty liên kết,PHP
22249726,HPHLOG,0.3881,Công ty Cổ Phần Hph Logistics,công ty liên kết,PHP
22249727,HPMT,0.2761,Công ty Cổ phần Đầu tư và Thương mại Hàng hải Hải Phòng,công ty liên kết,PHP
22249728,HPPINDE,0.3052,Công ty Cổ Phần Đầu Tư Phát Triển Dịch Vụ Cảng Hải Phòng,công ty liên kết,PHP
22249729,SPLC,0.2,Công ty Cổ Phần Logistics Cảng Sài Gòn,công ty liên kết,PHP
22249715,12479,0.755,Công ty Cổ Phần Hồng Hà Hà Nội,công ty con,PHH
22249716,12481,0.3353,Công ty CP Sông Đáy - Hồng Hà Dầu Khí,công ty liên kết,PHH
22249700,12267,1.0,CÔNG TY TNHH MTV QUẢN LÝ THIẾT BỊ XÂY DỰNG PHỤC HƯNG,công ty con,PHC
22249701,12270,0.7,Công ty Cổ Phần Cơ Điện Phục Hưng,công ty con,PHC
22249702,12271,1.0,Công ty TNHH Đầu Tư Phk,công ty con,PHC
22249703,12272,0.85,Công ty TNHH Đầu Tư Đô Thị Vạn Phú,công ty con,PHC
22249704,6400034685,0.7375,Công ty Cổ Phần Phú Lâm,công ty con,PHC
22249705,1001268989,0.0,Công ty Cổ phần Machino An Phú,công ty liên kết,PHC
22249706,12274,0.46,CÔNG TY CỔ PHẦN ĐẦU TƯ KINH DOANH AN PHÚ HƯNG,công ty liên kết,PHC
22249707,2040201,0.3244,CÔNG TY TNHH ĐẦU TƯ ĐỊA ỐC AN THỊNH PHÁT,công ty liên kết,PHC
22249708,3603954932,0.0,Công ty TNHH Phát Triển Nhà Phước Trường Hưng,công ty liên kết,PHC
22249709,NALAND,0.4,Công ty Cổ phần Bất động sản Nghệ An,công ty liên kết,PHC
22249689,0316158113,1.0,Công ty TNHH Khí Hóa Lỏng Việt Nam - Vt Gas,công ty con,PGS
22249690,GAS,0.0,Tổng Công ty Khí Việt Nam - Công ty Cổ phần,công ty liên kết,PGS
22249684,PGIHP,1.0,Công ty TNHH MTV Cứu hộ PJICO Hải Phòng,công ty con,PGI
22249685,PETRO,0.0,Tập đoàn Xăng dầu Việt Nam,công ty liên kết,PGI
22249686,PETROLIMEXAUTO,0.3,Công ty Cổ Phần Thương Mại Và Dịch Vụ Sửa Chữa Ô Tô Petrolimex,công ty liên kết,PGI
22249519,0305485119,1.0,Công Ty TNHH Một Thành Viên Dịch Vụ Tổng Hợp Sài Gòn Dầu Khí,công ty con,PET
22249520,0310864017,0.55,Công ty Cổ phần Hội Tụ Thông Minh,công ty con,PET
22249521,0311523789,0.44,Công ty Cổ phần Dịch Vụ Logistics Dầu Khí Việt Nam,công ty con,PET
22249522,0312199038,0.7275,Công Ty Cổ Phần Dịch Vụ Bán Lẻ Dầu Khí,công ty con,PET
22249523,0312791043,0.51,Công ty Cổ Phần Phân Phối Sản Phẩm Công Nghệ Cao Dầu Khí,công ty con,PET
22249524,POTS,0.6,Công ty Cổ phần Thương Mại Và Dịch Vụ Dầu Khí Biển,công ty con,PET
22249525,PSD,0.7693,Công ty Cổ phần Dịch vụ Phân phối Tổng hợp Dầu khí,công ty con,PET
22249526,PSSG,1.0,Công ty TNHH MTV Petrosetco,công ty con,PET
22249527,PVAM,0.7146,Công Ty Cổ Phần Quản Lý Và Khai Thác Tài Sản Dầu Khí,công ty con,PET
22249528,QNPCS,0.9979,Công Ty CP Thương Mại Dịch Vụ Dầu Khí Miền Trung,công ty con,PET
22249529,VTPCS,0.7,Công ty Cổ Phần Dịch Vụ Tổng Hợp Dầu Khí Vũng Tàu,công ty con,PET
22249530,3401201904,0.485,Công ty Cổ phần Môi Trường Xanh Pedaco,công ty liên kết,PET
22249531,4401050414,0.2,Công Ty Tnhh Nghỉ Dưỡng Quốc Tế Vịnh Hòa Emerald Bay,công ty liên kết,PET
22249532,PVOTC,0.24,Công Ty Trách Nhiệm Hữu Hạn Kinh Doanh Văn Phòng Dầu Khí,công ty liên kết,PET
22249495,10777,0.9934,Công ty Cổ Phần Đầu Tư Serenity,công ty con,PDR
22249496,12471,0.999,Công Ty Cổ Phần Bến Thành - Long Hải,công ty con,PDR
22249497,12473,0.995,Công ty Cổ Phần Bất Động Sản Đầu Tư Và Phát Triển Cao Ốc Bình Dương,công ty con,PDR
22249498,12474,0.99,Công ty Cổ Phần Đầu Tư Bắc Cường,công ty con,PDR
22249499,12475,0.27,Công ty Cổ phần Bất Động Sản Commonwealth Properties,công ty con,PDR
22249500,12476,0.0,Công ty CP Bất Động Sản Đầu Tư Và Phát Triển Cao Ốc Hòa Phú,công ty con,PDR
22249501,12477,0.999,Công Ty Cổ Phần Bất Động Sản Đầu Tư Và Phát Triển Cao Ốc Thiên Long,công ty con,PDR
22249502,COININ,0.999,Công ty TNHH Đầu Tư Xây Dựng Hạ Tầng Kỹ Thuật Coinin,công ty con,PDR
22249503,DKPQ,0.99,Công ty Cổ Phần Đk Phú Quốc,công ty con,PDR
22249504,NGOMAYRE,0.94,Công ty Cổ Phần Đầu Tư Bất Động Sản Ngô Mây,công ty con,PDR
22249505,PHATDATINV,1.0,Công ty TNHH MTV Đầu tư Phát Đạt,công ty con,PDR
22249506,PHUHUNGRE,1.0,CÔNG TY TNHH ĐẦU TƯ BẤT ĐỘNG SẢN PHÚ HƯNG,công ty con,PDR
22249507,10777,0.9934,Công ty Cổ Phần Đầu Tư Serenity,công ty liên kết,PDR
22249508,10778,0.24,Công ty Cổ Phần Đầu Tư Bất Động Sản Bidici,công ty liên kết,PDR
22249509,12475,0.27,Công ty Cổ phần Bất Động Sản Commonwealth Properties,công ty liên kết,PDR
22249510,PDPCONS,0.49,Công Ty TNHH Đầu Tư Xây Dựng Công Trình Pđp,công ty liên kết,PDR
22244621,0500478475,0.95,Công ty Cổ Phần Vật Liệu Hải Đăng,công ty con,PCH
22244622,0107870863,0.2827,Công ty CP Đầu Tư Và Quản Lý Tài Sản Pcland,công ty liên kết,PCH
22249476,12115,1.0,Công ty TNHH Pcg Phú Vinh,công ty con,PCG
22249477,VNEET,1.0,Công ty TNHH Thương Mại Thiết Bị Năng Lượng Việt Nam,công ty con,PCG
22249478,VNGASDL,1.0,Công ty TNHH Vn Gas - Daklak,công ty con,PCG
22249479,VNPCG,1.0,Công ty TNHH Xây Dựng Và Kỹ Thuật Pcg Việt Nam,công ty con,PCG
22249480,0110477268,0.47,Công ty Cổ Phần Quản Lý Đầu Tư Everyoung,công ty liên kết,PCG
22249468,0106813358,0.51,Công ty Cổ Phần Bãi Đỗ Xe Tự Động PCC - 1 Nissei Tic,công ty con,PCC
22249469,0107811233,1.0,Công ty Tnhh MTV PCC - 1 Hà Nội,công ty con,PCC
22249470,0107857774,0.6,Công ty Cổ Phần PCC - 1 Homes,công ty con,PCC
22249471,0314374895,1.0,Công ty TNHH MTV PCC - 1 Sài Gòn,công ty con,PCC
22249472,0900614669,0.9324,Công ty TNHH Bê Tông & Xây Lắp - Petrolimex,công ty con,PCC
22249473,0901010211,1.0,Công ty TNHH MTV PCC - 1 Chế Tạo Bồn Bể - Ống Công Nghệ & Kết Cấu Thép,công ty con,PCC
22249474,0901024817,1.0,Công ty TNHH MTV Gỗ Nhựa PCC - 1,công ty con,PCC
22249475,PETRO,0.0,Tập đoàn Xăng dầu Việt Nam,công ty liên kết,PCC
22249696,NCLCO,0.75,Công ty Cổ Phần Dược Phẩm Công Nghệ Cao Việt Mỹ,công ty con,PBC
22249697,PHARBACO1,0.44,Công Ty Cổ Phần Bệnh Viện Trung Ương 1 Pharbaco,công ty liên kết,PBC
22249412,4001061041,0.0,Công ty Cổ phần Capella Quảng Nam,công ty con,PAN
22249413,ABT,0.7647,Công ty Cổ phần Xuất nhập khẩu Thủy sản Bến Tre,công ty con,PAN
22249414,BBC,0.983,Công ty Cổ phần Bibica,công ty con,PAN
22249415,FARM,0.8191,Công ty Cổ phần PAN Farm,công ty con,PAN
22249416,FMC,0.3775,Công ty Cổ phần Thực phẩm Sao Ta,công ty con,PAN
22249417,GBCOFFEE,0.7959,Công ty Cổ Phần Cà Phê Golden Beans,công ty con,PAN
22249418,LAF,0.7788,Công ty Cổ phần Chế biến Hàng Xuất khẩu Long An,công ty con,PAN
22249419,PANFOOD,0.9999,Công ty Cổ Phần Thực Phẩm Pan,công ty con,PAN
22249420,TS584,0.7345,Công Ty Cổ Phần Thủy Sản 584 Nha Trang,công ty con,PAN
22249421,SSI,0.0,Công ty Cổ phần Chứng khoán SSI,công ty liên kết,PAN
22249400,OPCBD,1.0,Công ty TNHH MTV Dược Phẩm Opc Bình Dương,công ty con,OPC
22249401,UPHACE,0.58144,Công ty Cổ phần Dược phẩm TW25,công ty con,OPC
22249402,12465,0.4,Công ty Cổ Phần Dược Opc Bắc Giang,công ty liên kết,OPC
22250014,PETECC,0.948,Tổng Công ty Thương mại Kỹ thuật và Đầu tư - Công ty Cổ phần,công ty con,OIL
22250015,PETROMEKONG,0.8937,Công Ty CP Dầu Khí Mê Kông,công ty con,OIL
22250016,PND,0.5675,Công ty Cổ phần Xăng dầu Dầu khí Nam Định,công ty con,OIL
22250017,POB,0.68,Công ty Cổ phần Xăng dầu Dầu khí Thái Bình,công ty con,OIL
22250018,POV,0.565,Công ty Cổ phần Xăng dầu Dầu khí Vũng Áng,công ty con,OIL
22250019,PVOILBL,1.0,Công ty TNHH MTV Xăng Dầu Dầu Khí Bạc Liêu,công ty con,OIL
22250020,PVOILBT,0.9526,Công ty Cổ phần Xăng Dầu Dầu Khí Bình Thuận,công ty con,OIL
22250021,PVOILCAM,0.51,Công ty Cổ Phần Hữu Hạn Dầu Khí Cambodia,công ty con,OIL
22250022,PVOILCL,0.8019,Công ty Cổ phần Xăng Dầu Dầu Khí Cái Lân,công ty con,OIL
22250023,PVOILHG,0.8037,Công Ty Cổ Phần Thương Mại - Du Lịch - Xăng Dầu Dầu Khí Hà Giang,công ty con,OIL
22250024,PVOILHN,0.7184,Công ty Cổ phần Xăng dầu Dầu khí Hà Nội,công ty con,OIL
22250025,PVOILHP,0.72,Công ty Cổ Phần Xăng Dầu Dầu Khí PVOIL Hải Phòng,công ty con,OIL
22250026,PVOILLAOS,1.0,Công ty TNHH MTV Xăng Dầu Dầu Khí Lào,công ty con,OIL
22250027,PVOILLAOTRA,1.0,Công ty TNHH MTV Kinh doanh Xăng dầu nội địa PVOIL Lào,công ty con,OIL
22250028,PVOILMT,0.7229,Công ty Cổ phần Xăng Dầu Dầu Khí PV Oil Miền Trung,công ty con,OIL
22250029,PVOILPM,0.6764,Công ty Cổ Phần Sản Xuất Và Chế Biến Dầu Khí Phú Mỹ,công ty con,OIL
22250030,PVOILPT,0.7168,Công ty Cổ Phần Xăng Dầu Dầu Khí Phú Thọ,công ty con,OIL
22250031,PVOILSG,0.6518,Công ty Cổ phần Xăng dầu Dầu khí Sài Gòn,công ty con,OIL
22250032,PVOILSING,0.51,Công ty TNHH Kinh Doanh Dầu Quốc Tế Singapore,công ty con,OIL
22250033,PVOILTAYNINH,0.7862,Công ty Cổ Phần Xăng Dầu Dầu Khí Tây Ninh,công ty con,OIL
22250034,PVOILTH,1.0,Công ty TNHH MTV Xăng Dầu Dầu Khí Thanh Hóa,công ty con,OIL
22250035,PVOILTTH,0.7467,Công ty Cổ Phần Xăng Dầu Dầu Khí Thừa Thiên Huế,công ty con,OIL
22250036,PVOILTV,1.0,Công Ty Trách Nhiệm Hữu Hạn Một Thành Viên Xăng Dầu Dầu Khí Trà Vinh,công ty con,OIL
22250037,PVOILVT,0.5718,Công ty Cổ Phần Xăng Dầu Dầu Khí Vũng Tàu,công ty con,OIL
22250038,PVOPY,0.6713,Công ty Cổ phần Xăng dầu dầu khí Phú Yên,công ty con,OIL
22250039,THAIBINHPSC,0.51,Công ty Cổ Phần Dịch Vụ Dầu Khí Thái Bình,công ty con,OIL
22250040,TMC,0.51014,Công ty Cổ phần Thương mại Xuất nhập khẩu Thủ Đức,công ty con,OIL
22250041,VIDAMO,0.6267,Công ty Cổ phần Dầu nhờn PV Oil,công ty con,OIL
22250042,VIPCO,1.0,Công ty TNHH MTV Vận Tải Xăng Dầu Dầu Khí Việt Nam,công ty con,OIL
22250043,LGVINACHEM,0.15,Công ty TNHH Hóa Chất Chất Hóa Dẻo Vina,công ty liên kết,OIL
22250044,OBFC,0.302,Công ty TNHH Nhiên Liệu Sinh Học Phương Đông,công ty liên kết,OIL
22250045,PVOS,0.19,Công Ty Trách Nhiệm Hữu Hạn Kho Ngầm Xăng Dầu Dầu Khí Việt Nam,công ty liên kết,OIL
22250046,BSRBF,0.3428,Công ty Cổ Phần Nhiên Liệu Sinh Học Dầu Khí Miền Trung,công ty liên kết,OIL
22250047,CMV,0.1617,Công ty Cổ phần Thương nghiệp Cà Mau,công ty liên kết,OIL
22250048,COM,0.4479,Công ty Cổ phần Vật tư Xăng dầu,công ty liên kết,OIL
22250049,PETECHIM,0.29,Công ty Cổ phần Thương mại Dầu khí,công ty liên kết,OIL
22250050,PVBF,0.3976,Công ty Cổ Phần Hóa Dầu Và Nhiên Liệu Sinh Học Dầu Khí,công ty liên kết,OIL
22250051,PVOILKG,0.3396,Công ty TNHH MTV Dương Đông - Kiên Giang,công ty liên kết,OIL
22250052,PVOILNB,0.2026,Công ty Cổ Phần Xăng Dầu Dầu Khí Ninh Bình,công ty liên kết,OIL
22250053,PYCASCO,0.4779,Công ty CP Điều Phú Yên,công ty liên kết,OIL
22250054,QTCS,0.45,Công ty Cổ Phần Thương Mại Thạch Hãn,công ty liên kết,OIL
22249393,OCH,0.556,Công ty Cổ phần One Capital Hospitality,công ty con,OGC
22249394,OTLIN,0.9401,Công Ty Cổ Phần Đầu Tư Đại Dương Thăng Long,công ty con,OGC
22249395,BOTHNBG,0.21,Công Ty CP Đầu Tư Bot Hà Nội - Bắc Giang,công ty liên kết,OGC
22249254,0316427447,1.0,Công ty TNHH Đầu Tư Và Phát Triển Bất Động Sản An Phát,công ty con,NVL
22249255,0316812128,1.0,Công Ty TNHH Đầu Tư Bất Động Sản Cao Nguyên Xanh,công ty con,NVL
22249256,10996,0.9998,Công ty TNHH Đầu tư Bất động sản Unity,công ty con,NVL
22249257,2130241,0.51,Công Ty TNHH Đầu Tư Địa Ốc Novaland Đất Tâm,công ty con,NVL
22249258,BACHHOPRE,1.0,Công ty TNHH Bất Động Sản Bách Hợp,công ty con,NVL
22249259,CARAVA,0.9544,Công ty TNHH Carava Resort,công ty con,NVL
22249260,DALATVALLEYRE,0.72622,Công ty TNHH Bất động sản Đà Lạt Valley,công ty con,NVL
22249261,ERAURBAN,1.0,Công ty Cổ Phần Phát Triển Đô Thị Kỷ Nguyên,công ty con,NVL
22249262,GIADUCRE,1.0,Công ty TNHH Bất động sản Gia Đức,công ty con,NVL
22249263,GIAHUYRE,0.51,Công ty TNHH Đầu Tư Và Phát Triển Địa Ốc Gia Huy,công ty con,NVL
22249264,HOTRAMGARDEN,0.99,Công ty TNHH Vườn Bách Thảo Hồ Tràm,công ty con,NVL
22249265,KHAIHUNGRE,0.9776,Công ty TNHH Bất Động Sản Khải Hưng,công ty con,NVL
22249266,KHANHANRE,0.9994,CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN BẤT ĐỘNG SẢN KHÁNH AN,công ty con,NVL
22249267,MEGAHOUSING,0.986,Công ty Cổ Phần Ngôi Nhà Mega,công ty con,NVL
22249268,NOVAANPHU,1.0,Công ty TNHH Nova An Phú,công ty con,NVL
22249269,NOVAFESTIVAL,0.94022,Công ty Cổ Phần Nova Festival,công ty con,NVL
22249270,NOVAHOSPITALITY,1.0,Công Ty Cổ Phần Nova Hospitality,công ty con,NVL
22249271,NOVALANDAGENT,1.0,Công Ty TNHH Một Thành Viên Novaland Agent,công ty con,NVL
22249272,NOVALANDJSC,0.9997,Công ty Cổ phần Đầu tư Địa Ốc No Va,công ty con,NVL
22249273,NOVALUCKY,1.0,Công ty TNHH Nova Lucky Palace,công ty con,NVL
22249274,NOVAMYDINH,0.6715,Công ty TNHH Địa Ốc No Va Mỹ Đình,công ty con,NVL
22249275,NOVANAMA,0.9271,Công Ty TNHH Nova Nam Á,công ty con,NVL
22249276,NOVANIPPON,0.9998,Công ty Cổ phần Nova Nippon,công ty con,NVL
22249277,NOVAPHUCNGUYEN,0.9997,Công Ty TNHH Đầu Tư Và Phát Triển Bất Động Sản Nova Phúc Nguyên,công ty con,NVL
22249278,NOVAPRINCESS,0.999,Công ty Cổ phần Nova Princess Residence,công ty con,NVL
22249279,NOVAPROPERTY,0.9999,Công Ty TNHH Nova Property Management,công ty con,NVL
22249280,NOVARIVERGATE,0.9977,Công ty TNHH Nova Rivergate,công ty con,NVL
22249281,NOVASAGEL,0.74,Công Ty TNHH Nova Sagel,công ty con,NVL
22249282,NOVASASCO,0.9999,Công ty TNHH Nova Sasco,công ty con,NVL
22249283,NOVASGROYAL,1.0,Công ty TNHH Đầu tư Địa ốc Nova Saigon Royal,công ty con,NVL
22249284,NOVATD,0.99992,Công Ty TNHH No Va Thảo Điền,công ty con,NVL
22249285,PHUCBINHRE,0.9777,Công ty TNHH Bất Động Sản Phúc Bình,công ty con,NVL
22249286,PRINCERESIDENCE,0.9996,Công Ty Cổ Phần The Prince Residence,công ty con,NVL
22249287,SGHOUSING,0.9996,CÔNG TY TNHH ĐẦU TƯ PHÁT TRIỂN NHÀ Ở VÀ HẠ TẦNG SÀI GÒN,công ty con,NVL
22249288,SUNCITYRE,0.9886,Công ty TNHH Đầu tư và Phát triển Bất Động Sản Sun City,công ty con,NVL
22249289,TANKIMYENRE,0.99993,Công ty TNHH Đầu Tư Bất Động Sản Tân Kim Yến,công ty con,NVL
22249290,THANHNHONRE,0.9999,Công ty Cổ Phần Địa Ốc Thành Nhơn,công ty con,NVL
22249291,TNVTTOUR,0.65,Công ty Cổ phần Khách sạn Du lịch Thanh niên Vũng Tàu,công ty con,NVL
22249292,TUONGMINHRE,0.9999,Công ty TNHH Đầu Tư Và Bất Động Sản Tường Minh,công ty con,NVL
22249293,VUONGGIARE,0.0,CÔNG TY CỔ PHẦN ĐẦU TƯ BẤT ĐỘNG SẢN VƯƠNG GIA,công ty con,NVL
22249294,BTHOUSE,0.25,CÔNG TY CỔ PHẦN PHÁT TRIỂN VÀ DỊCH VỤ NHÀ BẾN THÀNH,công ty liên kết,NVL
22249295,NOVASQN,0.4972,Công ty Cổ phần Đầu tư Nova SQN,công ty liên kết,NVL
22249296,PHUDINHPORT,0.4345,CÔNG TY CỔ PHẦN CẢNG PHÚ ĐỊNH,công ty liên kết,NVL
22249297,SAGEL,0.3331,Công ty Cổ Phần Điện Tử Và Dịch Vụ Công Nghiệp Sài Gòn,công ty liên kết,NVL
22249298,TMLCO,0.0,Công ty Cổ Phần Thạnh Mỹ Lợi,công ty liên kết,NVL
22249360,NTPCENTRAL,1.0,Công ty TNHH Nhựa Thiếu Niên Tiền Phong Miền Trung,công ty con,NTP
22249361,TPLAND,1.0,Công Ty Trách Nhiệm Hữu Hạn Bất Động Sản Tiền Phong,công ty con,NTP
22249362,NTPSMP,0.51,Công ty TNHH Liên Doanh Nhựa Tiền Phong - Smp,công ty liên kết,NTP
22249363,TPPJ,0.2739,Công ty Cổ Phần Nhựa Thiếu Niên Tiền Phong Phía Nam,công ty liên kết,NTP
22249364,TPPJSC,0.4998,Công ty Cổ Phần Bao Bì Tiền Phong,công ty liên kết,NTP
22249215,0316366924,1.0,Công ty TNHH Đầu Tư Nam Long Land,công ty con,NLG
22249216,0317056114,0.9,Công ty TNHH Đầu Tư Nam Phát Land,công ty con,NLG
22249217,0317767196,1.0,Công ty TNHH Nam Long SPV,công ty con,NLG
22249218,1102070311,1.0,Công ty TNHH Lộc An Thạnh,công ty con,NLG
22249219,3600994581,0.651,Công ty TNHH Thành Phố Waterfront Đồng Nai,công ty con,NLG
22249220,HRFUJI,0.5,Công Ty Cổ Phần Nlg - Nnr - Hr Fuji,công ty con,NLG
22249221,NAMLONGPMD,1.0,Công ty TNHH Nam Long Commercial Property,công ty con,NLG
22249222,NKCID,1.0,Công ty TNHH MTV Đầu tư Xây dựng Phát triển Nam Khang,công ty con,NLG
22249223,NKIC,1.0,Công ty TNHH MTV Đầu Tư Xây Dựng Phát Triển Nam Khang,công ty con,NLG
22249224,NLVCD,0.9159,Công ty Cổ Phần Nam Long Vcd,công ty con,NLG
22249225,NNKIKYO,0.5,Công Ty TNHH Nn Kikyo Valora,công ty con,NLG
22249226,NPIC,0.9999,Công ty CP Đầu Tư Nam Phan,công ty con,NLG
22249227,NSRE,0.8733,Công ty Cổ Phần Bất Động Sản Nguyên Sơn,công ty con,NLG
22249228,SOUTHGATE,0.6,Công Ty Cổ Phần Southgate,công ty con,NLG
22249229,NNHMIZUKI,0.5,Công ty CP Nnh Mizuki,công ty liên kết,NLG
22249230,PARAGONDP,0.5,Công ty TNHH Paragon Đại Phước,công ty liên kết,NLG
22249231,NNHKIKYO,1.0,Công ty TNHH Nnh Kikyo Flora,công ty liên kết,NLG
22249232,NNKIKYO,0.5,Công Ty TNHH Nn Kikyo Valora,công ty liên kết,NLG
22249233,SOUTHGATE,0.6,Công Ty Cổ Phần Southgate,công ty liên kết,NLG
22249207,12265,1.0,Công ty TNHH MTV Ống Thép Nam Kim Chu Lai,công ty con,NKG
22249208,12266,1.0,Công ty TNHH Dae Myung Paper Việt Nam,công ty con,NKG
22249209,3502474312,1.0,Công ty TNHH Tôn Nam Kim Phú Mỹ,công ty con,NKG
22249210,NKSP,1.0,Công ty TNHH MTV Ống Thép Nam Kim,công ty con,NKG
22249211,NKCOREA,0.45,Công ty Cổ phần Nam Kim Corea,công ty liên kết,NKG
22249162,0801238156,0.9486,Công ty Cổ Phần Vật Liệu Xây Dựng Công Nghệ Cao An Cường,công ty con,NHH
22249163,ANTRUNGIND,1.0,Công ty TNHH An Trung Industries,công ty con,NHH
22249164,VIEXIM,1.0,Công ty TNHH Phát Triển Xuất Nhập Khẩu Và Đầu Tư - Viexim,công ty con,NHH
22249165,VMCO,1.0,Công ty TNHH MTV Cơ Khí Chính Xác Và Chế Tạo Khuôn Mẫu Việt Nam,công ty con,NHH
22249166,0202084468,0.355,Công ty Cổ Phần Sản Xuất Pbat An Phát,công ty liên kết,NHH
22249167,VAPA,0.5,Công ty TNHH Linh Kiện Nhựa Ô Tô Vinfast-An Phát,công ty liên kết,NHH
22249113,11016,0.9977,Công ty Cổ phần Thủy điện Nậm Công Sơn La,công ty con,NED
22249114,NEEDCOBUILD,1.0,Công ty TNHH MTV Xây lắp và Khai thác Vật liệu Xây dựng Tây Bắc,công ty con,NED
22249115,11017,0.4667,CÔNG TY CỔ PHẦN HNC NINH BÌNH,công ty liên kết,NED
22249116,11018,0.15,CÔNG TY CỔ PHẦN HOÀNG LONG MỘC CHÂU,công ty liên kết,NED
22249117,11019,0.4015,CÔNG TY TNHH ĐẦU TƯ TRƯỜNG ĐẠI LỘC,công ty liên kết,NED
22249118,2700932795,0.2,CÔNG TY CỔ PHẦN SHISHO VIỆT NAM ,công ty liên kết,NED
22249110,DNWSC,0.622,Công ty Cổ Phần Cấp Nước Đà Nẵng Ngọc Hồi,công ty con,NDX
22249111,NELRI,0.92,Công ty Cổ phần Đầu tư tia sáng mới,công ty con,NDX
22249112,NDN,0.0,Công ty Cổ phần Đầu tư Phát triển Nhà Đà Nẵng,công ty liên kết,NDX
22252052,2450837,1.0,Công ty TNHH MTV May 2 - Dệt May Nam Định,công ty con,NDT
22252053,NATEXCOST,0.5252,Công ty Cổ phần Dịch Vụ Thương Mại - Dệt Nam Định,công ty con,NDT
22252054,VINATEXNDN04,0.26,Công ty Cổ phần May IV - Dệt May Nam Định,công ty con,NDT
22252055,VINATEXNDWB,1.0,Công ty TNHH MTV Chăn Len - Dệt May Nam Định,công ty con,NDT
22252056,VINATEXNDWVTW,0.6258,Công ty Cổ Phần Dệt Khăn Dệt May Nam Định,công ty con,NDT
22252057,NATEXCO1,0.1,Công ty Cổ phần May I - Dệt Nam Định,công ty liên kết,NDT
22252058,VINATEXND5,0.1,Công ty Cổ phần May V - Dệt May Nam Định,công ty liên kết,NDT
22252059,VINATEXNDCITY,0.3692,Công ty Cổ phần Phát Triển Đô Thị Dệt May Nam Định,công ty liên kết,NDT
22252060,VINATEXNDN04,0.26,Công ty Cổ phần May IV - Dệt May Nam Định,công ty liên kết,NDT
22252061,VINATEXNDWV,0.4597,Công ty Cổ phần Dệt - Dệt May Nam Định,công ty liên kết,NDT
22249105,NDNWET,0.778,Công ty Cổ phần Công nghệ nước và môi trường NDN,công ty con,NDN
22249106,DNWSC,0.369,Công ty Cổ Phần Cấp Nước Đà Nẵng Ngọc Hồi,công ty liên kết,NDN
22249107,NDX,0.4412,Công ty Cổ phần Xây lắp Phát triển Nhà Đà Nẵng,công ty liên kết,NDN
22245717,0101527480,0.0,Công ty CP Anova Tech,công ty con,NCG
22245718,0302532427,0.0,Công ty Cổ Phần Sản Xuất Và Thương Mại Sài Gòn Vet,công ty con,NCG
22245719,0305054306,0.0,Công ty Cổ phần Thành Nhơn,công ty con,NCG
22245720,0312150071,0.0,Công ty Cổ Phần Anova Biotech,công ty con,NCG
22245721,0312540579,0.0,Công Ty Cổ Phần Anova Farm,công ty con,NCG
22245722,0316503257,0.0,Công Ty TNHH Thực Phẩm Mặt Trời Mọc,công ty con,NCG
22245723,0316595603,0.0,Công ty TNHH Sản Xuất Và Thương Mại Nova Beverages,công ty con,NCG
22245724,1101550146,0.99989,Công ty Cổ Phần Anova Feed,công ty con,NCG
22245725,3700471585,0.0,Công Ty Liên Doanh TNHH Anova,công ty con,NCG
22245726,SUGAR2,0.0,Tổng Công ty Mía Đường Ii - Công ty Cổ Phần,công ty con,NCG
22245727,0300808221,0.0,Công ty Liên Doanh Bio-pharmachemie,công ty liên kết,NCG
22245728,VXP,0.239,Công ty Cổ phần Thuốc Thú y Trung ương VETVACO,công ty liên kết,NCG
22249069,HTCST,0.95,Công ty TNHH Xây Dựng - Thương Mại - Dịch Vụ - Sản Xuất Hùng Thanh,công ty con,NBB
22249070,HUONGTRAQN,0.99,Công Ty TNHH Hương Trà,công ty con,NBB
22249071,NBBQN,1.0,Công ty TNHH MTV Nbb Quảng Ngãi,công ty con,NBB
