Địa phương,Năm,Học sinh dân tộc thiểu số,Trường,Lớp,Học sinh,Giáo viên,Giáo viên nữ,Học sinh nữ,Giáo viên dân tộc thiểu số,Học sinh nam,Giáo viên nam
Thanh Hóa,2004,67084,729,12964,324237,16122,12501,165221,2183,159016,3621
Thanh Hóa,2005,49327,729,11929,292822,15250,11498,147772,2076,145050,3752
Thanh Hóa,2006,52208,730,11003,264432,15461,12144,136305,1943,128127,3317
Thanh Hóa,2007,52823,729,10707,249890,14284,11399,122648,2409,127242,2885
Thanh Hóa,2008,50019,729,10402,242706,14549,11360,117606,2175,125100,3189
Thanh Hóa,2009,48002,727,10337,244172,13842,11260,125326,2159,118846,2582
Thanh Hóa,2010,50165,728,10307,246448,13809,11200,118547,2143,127901,2609
Thanh Hóa,2011,50852,728,10369,244639,14001,10761,116278,2212,128361,3240
Thanh Hóa,2012,49553,730,10381,243444,13855,11030,110028,2282,133416,2825
Thanh Hóa,2013,50490,731,10752,246775,13974,11405,112664,2178,134111,2569
Thanh Hóa,2014,52615,710,10119,247191,13314,10690,118521,2121,128670,2624
Thanh Hóa,2015,54097,709,10161,255979,13945,11365,122065,2214,133914,2580
Thanh Hóa,2016,56666,698,10093,263964,13608,10574,126007,2100,137957,3034
Thanh Hóa,2017,59340,677,10165,274948,13324,10784,130803,2018,144145,2540
Thanh Hóa,2018,64493,659,10422,300813,13360,10689,143061,1987,157752,2671
Thanh Hóa,2019,68435,641,10719,319366,13096,10594,151802,1956,167564,2502
Thanh Hóa,2020,71382,614,10972,333329,13308,10780,157840,2142,175489,2528
Thanh Hóa,2021,73056,601,11271,352408,13255,10715,167002,2134,185406,2540
Thái Bình,2004,0,293,4420,131555,6886,5994,68816,0,62739,892
Thái Bình,2005,0,294,4243,126696,6726,6142,61606,0,65090,584
Thái Bình,2006,0,294,4259,130415,6578,5760,68333,0,62082,818
Thái Bình,2007,0,294,4177,123153,6460,5870,58772,0,64381,590
Thái Bình,2008,0,293,4205,122632,6492,6057,56410,0,66222,435
Thái Bình,2009,0,293,4231,124697,6695,6220,58854,0,65843,475
Thái Bình,2010,0,293,4179,122513,7195,6307,60643,0,61870,888
Thái Bình,2011,0,293,4451,120164,7352,6473,57470,0,62694,879
Thái Bình,2012,0,293,4673,121739,7195,6307,58441,0,63298,888
Thái Bình,2013,0,295,4267,125264,7305,6429,60060,0,65204,876
Thái Bình,2014,0,295,4266,126072,7357,6520,60301,0,65771,837
Thái Bình,2015,0,295,4404,130130,7264,6447,62253,0,67877,817
Thái Bình,2016,0,295,4312,131301,7170,5744,62755,0,68546,1426
Thái Bình,2017,0,295,4556,133594,7035,6235,63861,0,69733,800
Thái Bình,2018,162,207,4369,143636,6688,5886,68174,0,75462,802
Thái Bình,2019,172,119,4350,142771,6276,5536,67850,0,74921,740
Thái Bình,2020,203,120,4339,145581,6038,5312,69409,0,76172,726
Thái Bình,2021,247,120,4348,149686,5947,5246,71317,0,78369,701
Thái Nguyên,2004,26276,226,3483,86972,5150,4775,42158,1018,44814,375
Thái Nguyên,2005,23911,225,3282,81679,4926,4615,39655,1031,42024,311
Thái Nguyên,2006,23916,227,3177,78056,5084,4768,38060,1096,39996,316
Thái Nguyên,2007,23640,226,3166,77744,4725,4391,37708,1022,40036,334
Thái Nguyên,2008,23947,226,2613,77249,4788,4404,37899,958,39350,384
Thái Nguyên,2009,24643,227,3257,79552,4686,4272,38195,961,41357,414
Thái Nguyên,2010,25608,226,3251,80902,4852,4347,41260,1019,39642,505
Thái Nguyên,2011,26127,225,3508,81440,4721,4278,38268,1579,43172,443
Thái Nguyên,2012,23055,225,3282,82347,5120,3472,37566,2139,44781,1648
Thái Nguyên,2013,29278,226,3439,86368,5325,4803,41684,1494,44684,522
Thái Nguyên,2014,30182,226,3514,87304,5414,4865,42133,1583,45171,549
Thái Nguyên,2015,32742,226,3602,93253,5452,4889,44896,1609,48357,563
Thái Nguyên,2016,35389,227,3521,98401,5508,4477,47319,1638,51082,1031
Thái Nguyên,2017,37989,228,3647,103584,5651,5070,49761,1732,53823,581
Thái Nguyên,2018,42133,224,3788,111912,5378,4919,53463,1682,58449,459
Thái Nguyên,2019,45359,219,3940,117312,5289,4768,56042,1632,61270,521
Thái Nguyên,2020,47608,214,4048,120785,5191,4683,57787,1583,62998,508
Thái Nguyên,2021,49949,213,4154,125218,4975,4484,59843,1573,65375,491
Thừa Thiên Huế,2004,6774,233,3986,128430,4728,3450,61558,77,66872,1278
Thừa Thiên Huế,2005,6391,235,3870,119795,4569,3334,57841,88,61954,1235
Thừa Thiên Huế,2006,10117,234,3724,111564,4575,2947,53906,68,57658,1628
Thừa Thiên Huế,2007,5490,235,3633,105923,4809,3483,51044,89,54879,1326
Thừa Thiên Huế,2008,1532,232,3572,101310,5299,4008,48697,69,52613,1291
Thừa Thiên Huế,2009,5379,228,3463,99967,4976,3673,47854,79,52113,1303
Thừa Thiên Huế,2010,5500,229,3544,98421,5104,3781,47274,72,51147,1323
Thừa Thiên Huế,2011,6838,226,3534,96722,5277,3810,46694,100,50028,1467
Thừa Thiên Huế,2012,5356,227,3483,93912,5254,3830,45168,127,48744,1424
Thừa Thiên Huế,2013,5375,225,3394,93009,5276,3861,44811,138,48198,1415
Thừa Thiên Huế,2014,5156,219,3254,91371,5179,3790,43922,119,47449,1389
Thừa Thiên Huế,2015,5021,216,3217,90492,5084,3748,43557,120,46935,1336
Thừa Thiên Huế,2016,5020,216,3128,86350,5055,3665,41513,123,44837,1390
Thừa Thiên Huế,2017,5141,215,3194,88935,5049,3818,42882,124,46053,1231
Thừa Thiên Huế,2018,5315,208,3259,93068,4902,3794,44773,109,48295,1108
Thừa Thiên Huế,2019,5533,200,3324,95604,4844,3769,45953,94,49651,1075
Thừa Thiên Huế,2020,5601,195,3365,98093,4756,3722,47105,102,50988,1034
Thừa Thiên Huế,2021,5806,195,3487,106121,4881,3829,51013,107,55108,1052
Tiền Giang,2004,0,233,4680,140372,5369,3883,67271,0,73101,1486
Tiền Giang,2005,0,230,4513,135882,5252,3802,65539,0,70343,1450
Tiền Giang,2006,0,231,4455,133950,5024,3538,64948,0,69002,1486
Tiền Giang,2007,0,230,4341,132575,5144,3696,64487,0,68088,1448
Tiền Giang,2008,0,229,4250,130289,5397,3854,63399,0,66890,1543
Tiền Giang,2009,0,229,4342,138434,5570,3843,67101,0,71333,1727
Tiền Giang,2010,0,226,4335,140518,5806,3984,67648,0,72870,1822
Tiền Giang,2011,0,228,4504,139715,5959,4120,67595,0,72120,1839
Tiền Giang,2012,0,227,4411,140475,6050,4162,67984,0,72491,1888
Tiền Giang,2013,0,228,4439,141460,6169,4175,68496,0,72964,1994
Tiền Giang,2014,0,226,4427,139186,6287,4281,67173,0,72013,2006
Tiền Giang,2015,0,226,4384,140566,6251,4263,67843,0,72723,1988
Tiền Giang,2016,0,224,4569,134113,6277,4185,64621,0,69492,2092
Tiền Giang,2017,0,224,4163,133832,6153,4217,64762,0,69070,1936
Tiền Giang,2018,128,205,4177,96797,6222,4136,66770,0,30027,2086
Tiền Giang,2019,170,186,4092,135764,5938,4054,65667,0,70097,1884
Tiền Giang,2020,186,173,4043,133145,5868,3969,64585,0,68560,1899
Tiền Giang,2021,190,171,4095,138021,5693,3819,66918,0,71103,1874
Trà Vinh,2004,28119,220,3393,85064,4569,1982,40156,1182,44908,2587
Trà Vinh,2005,26019,216,3194,79745,4495,1976,38055,1203,41690,2519
Trà Vinh,2006,25943,217,3156,78826,4376,1955,37317,1091,41509,2421
Trà Vinh,2007,25588,215,3153,77917,4485,2013,37726,1196,40191,2472
Trà Vinh,2008,25200,213,3197,76385,4417,1996,36616,1136,39769,2421
Trà Vinh,2009,25868,214,3274,79003,4560,1988,38123,1145,40880,2572
Trà Vinh,2010,27192,215,3395,81608,4732,2138,39343,1234,42265,2594
Trà Vinh,2011,27048,215,3368,81169,4704,2151,39062,1255,42107,2553
Trà Vinh,2012,27435,214,3363,81229,4905,2134,39287,1276,41942,2771
Trà Vinh,2013,27751,215,3401,81784,4945,2183,39397,1284,42387,2762
Trà Vinh,2014,28386,214,3360,81792,5011,2258,39589,1331,42203,2753
Trà Vinh,2015,29023,212,3387,82859,5070,2355,40037,1347,42822,2715
Trà Vinh,2016,29639,213,3330,82087,5079,2304,39659,1357,42428,2775
Trà Vinh,2017,30658,212,3319,83504,5067,2368,40251,1366,43253,2699
Trà Vinh,2018,32519,191,3263,82935,5105,2316,42084,1342,40851,2789
Trà Vinh,2019,33791,170,3153,87752,4873,2265,42229,1318,45523,2608
Trà Vinh,2020,34587,163,3130,88705,4762,2196,42521,1290,46184,2566
Trà Vinh,2021,34581,163,3112,89318,4611,2145,42817,1287,46501,2466
Tuyên Quang,2004,41494,169,3443,67583,4349,3700,32535,1588,35048,649
Tuyên Quang,2005,37925,168,3374,62432,4277,3642,30069,1625,32363,635
Tuyên Quang,2006,35068,164,3169,57834,4010,3391,28114,1501,29720,619
Tuyên Quang,2007,33818,160,3074,57084,3966,3324,27576,1566,29508,642
Tuyên Quang,2008,34191,154,3085,56094,3817,3199,27087,1276,29007,618
Tuyên Quang,2009,33828,156,3383,56875,3851,3223,27362,1474,29513,628
Tuyên Quang,2010,35339,153,3154,58108,3858,3189,27497,1605,30611,669
Tuyên Quang,2011,36022,151,3142,58652,3319,2714,25818,1616,32834,605
Tuyên Quang,2012,36768,152,3179,59527,3909,3104,29201,1627,30326,805
Tuyên Quang,2013,38168,150,3138,61756,3923,3053,29415,1593,32341,870
Tuyên Quang,2014,38063,151,3106,62883,3942,3097,29600,1649,33283,845
Tuyên Quang,2015,41732,148,3101,66072,3998,3172,32021,1739,34051,826
Tuyên Quang,2016,44552,144,3155,69837,4046,2805,33581,1735,36256,1241
Tuyên Quang,2017,46831,144,3112,72780,4030,3221,35025,1744,37755,809
Tuyên Quang,2018,50815,142,3201,78798,3580,3099,37547,1666,41251,481
Tuyên Quang,2019,52424,139,3181,81251,3685,2977,37951,1589,43300,708
Tuyên Quang,2020,54746,136,3185,83249,3897,3142,39209,1747,44040,755
Tuyên Quang,2021,56049,132,3102,84784,3850,3079,40337,1751,44447,771
Tây Ninh,2004,1716,300,4546,94940,4777,3506,45733,0,49207,1271
Tây Ninh,2005,1437,293,3529,89232,4660,3407,43219,0,46013,1253
Tây Ninh,2006,1341,293,3439,87609,4455,3211,42248,0,45361,1244
Tây Ninh,2007,1333,291,3307,86013,4401,3267,41666,0,44347,1134
Tây Ninh,2008,1325,290,3275,84582,4533,3337,40685,0,43897,1196
Tây Ninh,2009,1371,286,3378,87391,4437,3296,42030,0,45361,1141
Tây Ninh,2010,1494,283,3300,89218,4542,3325,42867,0,46351,1217
Tây Ninh,2011,1602,271,3587,89428,4564,3348,42939,0,46489,1216
Tây Ninh,2012,1706,270,3619,90106,4819,3307,43229,0,46877,1512
Tây Ninh,2013,1825,265,4135,92932,4551,3312,44613,0,48319,1239
Tây Ninh,2014,1917,261,3896,94558,4694,3418,45626,0,48932,1276
Tây Ninh,2015,1970,262,3788,96938,4781,3471,46599,0,50339,1310
Tây Ninh,2016,2018,260,3308,94830,4831,3471,45681,0,49149,1360
Tây Ninh,2017,2086,261,3288,96060,4816,3501,46186,0,49874,1315
Tây Ninh,2018,2325,240,3243,99942,4836,3363,48139,0,51803,1473
Tây Ninh,2019,2464,220,3134,98693,4472,3225,47436,0,51257,1247
Tây Ninh,2020,2651,207,3147,99020,4503,3265,47627,0,51393,1238
Tây Ninh,2021,2709,196,3122,100258,4353,3174,48217,0,52041,1179
Vĩnh Long,2004,1648,248,3301,82130,4166,2385,39654,0,42476,1781
Vĩnh Long,2005,2009,247,3219,78782,3749,2131,37705,0,41077,1618
Vĩnh Long,2006,1838,247,3197,77625,3808,2170,37784,0,39841,1638
Vĩnh Long,2007,1933,246,3152,76844,3904,2225,37426,0,39418,1679
Vĩnh Long,2008,1934,244,3095,75113,4057,2303,35447,0,39666,1754
Vĩnh Long,2009,1948,244,3074,79456,4085,2353,38562,0,40894,1732
Vĩnh Long,2010,1949,241,3064,80233,4172,2361,38757,0,41476,1811
Vĩnh Long,2011,1859,239,2989,79035,3999,2303,37990,0,41045,1696
Vĩnh Long,2012,1678,229,2969,78884,4326,2400,37665,0,41219,1926
Vĩnh Long,2013,1914,214,2971,79584,4333,2436,38641,0,40943,1897
Vĩnh Long,2014,2036,207,2929,78880,4165,2455,37972,0,40908,1710
Vĩnh Long,2015,1995,206,3010,80884,4188,2482,39076,0,41808,1706
Vĩnh Long,2016,2081,199,2865,78483,4192,2471,38026,0,40457,1721
Vĩnh Long,2017,2186,197,3138,79590,4131,2457,38512,65,41078,1674
Vĩnh Long,2018,2507,185,2782,143701,4196,2410,40035,72,103666,1786
Vĩnh Long,2019,2664,173,2751,83330,3979,2363,40252,80,43078,1616
Vĩnh Long,2020,2716,165,2709,81235,3905,2327,39287,83,41948,1578
Vĩnh Long,2021,2846,160,2709,84022,3785,2272,40637,86,43385,1513
Vĩnh Phúc,2004,4869,193,3773,98420,4565,3617,48341,0,50079,948
Vĩnh Phúc,2005,4424,199,3610,91684,4451,3828,43878,0,47806,623
Vĩnh Phúc,2006,3848,204,3524,88231,4293,3688,43220,0,45011,605
Vĩnh Phúc,2007,4064,205,3447,85993,4464,3764,41512,0,44481,700
Vĩnh Phúc,2008,4045,173,2909,70906,3705,3056,34509,0,36397,649
Vĩnh Phúc,2009,4014,173,2886,72599,3807,3219,35035,0,37564,588
Vĩnh Phúc,2010,3903,174,2936,75452,3903,3329,35504,0,39948,574
Vĩnh Phúc,2011,3996,174,2927,77981,3826,3306,37649,0,40332,520
Vĩnh Phúc,2012,4233,173,2943,81949,4088,3389,38854,0,43095,699
Vĩnh Phúc,2013,4393,173,3042,87769,4311,3725,41828,88,45941,586
Vĩnh Phúc,2014,4627,173,3114,91919,4225,3641,43746,89,48173,584
Vĩnh Phúc,2015,4957,174,3030,97061,4469,3887,45870,104,51191,582
Vĩnh Phúc,2016,5462,176,3123,101268,4362,3402,47502,96,53766,960
Vĩnh Phúc,2017,5955,176,3237,105801,4633,4046,49298,109,56503,587
Vĩnh Phúc,2018,7000,162,3420,116240,4169,4010,53985,120,62255,159
Vĩnh Phúc,2019,7674,149,3572,121686,4539,3975,56521,131,65165,564
Vĩnh Phúc,2020,8064,145,3687,125578,4785,4203,57943,165,67635,582
Vĩnh Phúc,2021,8506,145,3767,129510,4785,4197,60111,174,69399,588
Yên Bái,2004,49042,165,3439,76624,4195,3379,36356,970,40268,816
Yên Bái,2005,45438,174,3341,70852,4029,3202,33886,970,36966,827
Yên Bái,2006,42017,177,3040,65951,3843,3049,31724,940,34227,794
Yên Bái,2007,40250,176,2898,63907,3810,3036,30722,924,33185,774
Yên Bái,2008,39899,182,2918,63566,3745,2901,30500,875,33066,844
Yên Bái,2009,39856,170,2715,64579,3812,3005,30776,929,33803,807
Yên Bái,2010,41072,169,2882,66411,3998,2978,31667,1032,34744,1020
Yên Bái,2011,42230,169,2957,67714,4199,3101,32248,1086,35466,1098
Yên Bái,2012,43370,169,2986,69006,4273,3112,32997,1139,36009,1161
Yên Bái,2013,44462,169,2994,70843,4238,3089,34163,1199,36680,1149
Yên Bái,2014,45233,168,2990,71495,4204,3066,34549,1214,36946,1138
Yên Bái,2015,46560,165,2972,73426,4149,3000,35401,1222,38025,1149
Yên Bái,2016,48227,52,2785,75540,4092,2932,36578,1199,38962,1160
Yên Bái,2017,49866,52,2739,77644,3984,2862,37443,1183,40201,1122
Yên Bái,2018,52994,52,2695,81471,3904,2796,39077,1162,42394,1108
Yên Bái,2019,55659,53,2742,84389,3790,2729,40420,1141,43969,1061
Yên Bái,2020,57259,56,2786,86245,3743,2691,41303,1135,44942,1052
Yên Bái,2021,58700,57,2816,88345,3680,2649,42123,1114,46222,1031
Điện Biên,2004,55574,123,3310,62162,3731,2362,26187,1372,35975,1369
Điện Biên,2005,52231,134,3106,58546,3747,2417,25088,1309,33458,1330
Điện Biên,2006,50147,138,3317,57060,3977,2536,25376,1309,31684,1441
Điện Biên,2007,48685,146,3073,54768,3650,2240,23677,1227,31091,1410
Điện Biên,2008,47239,156,3159,54486,3892,2336,25041,1373,29445,1556
Điện Biên,2009,49521,168,3284,55751,4056,2465,26071,1536,29680,1591
Điện Biên,2010,51467,170,3368,58075,4453,2698,27262,1825,30813,1755
Điện Biên,2011,53307,173,3439,60175,4414,2579,28354,2128,31821,1835
Điện Biên,2012,54589,172,3455,61665,5174,2982,29279,2430,32386,2192
Điện Biên,2013,55653,173,3217,63281,4805,2636,30112,2170,33169,2169
Điện Biên,2014,55753,175,3176,63740,4699,2721,30372,2230,33368,1978
Điện Biên,2015,56268,175,3153,64595,4729,2725,30999,2246,33596,2004
Điện Biên,2016,56774,176,3140,65510,4535,2610,31297,2273,34213,1925
Điện Biên,2017,57162,176,3062,66300,4408,2511,31804,2305,34496,1897
Điện Biên,2018,59106,174,2895,69005,4393,2448,33197,2296,35808,1945
Điện Biên,2019,60498,171,2872,70486,4202,2385,33952,2287,36534,1817
Điện Biên,2020,62414,148,2856,73013,4184,2362,35230,2338,37783,1822
Điện Biên,2021,64731,140,2925,75750,4101,2295,36624,2325,39126,1806
Đà Nẵng,2004,0,95,2050,67743,2839,2603,32514,0,35229,236
Đà Nẵng,2005,0,96,1958,63871,2799,2549,31129,0,32742,250
Đà Nẵng,2006,1147,98,1911,61210,2740,2495,29283,0,31927,245
Đà Nẵng,2007,0,100,1895,59319,2809,2542,28562,0,30757,267
Đà Nẵng,2008,0,100,1846,58991,2815,2533,28066,0,30925,282
Đà Nẵng,2009,0,99,2196,63186,2870,2577,30460,0,32726,293
Đà Nẵng,2010,0,99,1977,66067,2961,2630,31753,0,34314,331
Đà Nẵng,2011,0,100,2066,69388,2978,2683,33357,0,36031,295
Đà Nẵng,2012,0,100,2117,72985,3074,2734,35031,0,37954,340
Đà Nẵng,2013,0,100,2209,77578,3112,2629,37160,0,40418,483
Đà Nẵng,2014,0,99,2284,80548,3493,3182,38792,0,41756,311
Đà Nẵng,2015,0,99,2385,84401,3560,3235,40536,0,43865,325
Đà Nẵng,2016,0,99,2457,82851,3613,2865,39823,0,43028,748
Đà Nẵng,2017,0,100,2532,88513,3813,3474,42188,0,46325,339
Đà Nẵng,2018,204,100,2722,95628,3840,3598,45693,0,49935,242
Đà Nẵng,2019,222,99,2793,98964,4058,3721,47163,0,51801,337
Đà Nẵng,2020,226,99,2892,101275,3947,3633,48453,0,52822,314
Đà Nẵng,2021,249,99,3072,109317,4130,3797,52348,0,56969,333
Đắk Lắk,2004,90705,352,7988,235457,9469,7854,111639,1099,123818,1615
Đắk Lắk,2005,88229,360,7787,222079,9108,7835,106124,1019,115955,1273
Đắk Lắk,2006,85593,379,7592,212415,9185,7806,101718,1035,110697,1379
Đắk Lắk,2007,80283,382,7435,201291,9357,8098,96461,1043,104830,1259
Đắk Lắk,2008,78212,396,7346,192037,9610,8121,91725,1061,100312,1489
Đắk Lắk,2009,75963,397,7201,189570,9478,7932,90839,1149,98731,1546
Đắk Lắk,2010,73079,410,7079,182481,9816,8510,87662,1176,94819,1306
Đắk Lắk,2011,71776,417,7191,179102,10049,8441,86157,1216,92945,1608
Đắk Lắk,2012,69677,422,7060,173130,10462,8730,77421,1256,95709,1732
Đắk Lắk,2013,70592,422,7131,174997,10550,8501,79050,1378,95947,2049
Đắk Lắk,2014,71227,422,7580,175576,10641,8917,84099,1353,91477,1724
Đắk Lắk,2015,70783,424,7580,179182,10875,9073,86093,1405,93089,1802
Đắk Lắk,2016,70722,423,7328,176027,10993,7952,84506,1443,91521,3041
Đắk Lắk,2017,71781,425,7175,180461,10985,9186,86982,1433,93479,1799
Đắk Lắk,2018,74325,416,7091,187666,10723,8866,90834,1374,96832,1857
Đắk Lắk,2019,76655,408,6986,189348,10175,8546,91313,1314,98035,1629
Đắk Lắk,2020,78663,398,6905,190004,9983,8350,91324,1276,98680,1633
Đắk Lắk,2021,80733,388,6937,198943,9796,8173,95758,1250,103185,1623
Đắk Nông,2004,23241,85,2052,59034,2226,1774,27441,174,31593,452
Đắk Nông,2005,16320,97,2136,60129,2582,2001,27359,188,32770,581
Đắk Nông,2006,16181,100,2191,54302,2308,1889,26225,190,28077,419
Đắk Nông,2007,25309,111,2285,58273,2528,2013,26866,241,31407,515
Đắk Nông,2008,24288,121,2272,58336,2657,2073,28336,198,30000,584
Đắk Nông,2009,27921,130,2235,58642,2760,2193,27922,299,30720,567
Đắk Nông,2010,24403,130,2208,58791,2973,2418,28247,322,30544,555
Đắk Nông,2011,24573,136,2472,59553,3033,2442,28476,330,31077,591
Đắk Nông,2012,24839,143,2318,60577,3104,2398,29073,338,31504,706
Đắk Nông,2013,25087,145,2378,62519,3312,2687,29793,368,32726,625
Đắk Nông,2014,25124,144,2476,64478,3376,2732,30701,377,33777,644
Đắk Nông,2015,25039,142,2391,66700,3337,2702,31749,376,34951,635
Đắk Nông,2016,24847,142,2405,66829,3380,2746,31736,397,35093,634
Đắk Nông,2017,24693,146,2402,68666,3339,2711,32747,381,35919,628
Đắk Nông,2018,24838,139,2377,71199,3387,2600,34114,364,37085,787
Đắk Nông,2019,23921,132,2251,68641,3049,2490,32862,348,35779,559
Đắk Nông,2020,26328,122,2369,71982,3253,2633,34406,370,37576,620
Đắk Nông,2021,27219,122,2402,75067,3170,2578,36020,374,39047,592
Đồng Nai,2004,10759,295,7319,217385,8287,7130,104521,0,112864,1157
Đồng Nai,2005,10759,296,7112,206979,8472,7124,104521,0,102458,1348
Đồng Nai,2006,11251,296,6930,202426,8458,7383,104011,53,98415,1075
Đồng Nai,2007,10852,297,6837,199720,8385,7288,95818,57,103902,1097
Đồng Nai,2008,10240,299,6722,198037,8413,7351,93079,63,104958,1062
Đồng Nai,2009,10820,300,6741,205751,8379,7327,97985,546,107766,1052
Đồng Nai,2010,10534,298,6820,210681,8800,7630,101125,106,109556,1170
Đồng Nai,2011,12379,297,6805,211956,8802,7634,101791,98,110165,1168
Đồng Nai,2012,13499,299,6939,215997,8923,7509,103643,91,112354,1414
Đồng Nai,2013,13927,302,7279,227077,9281,8029,108877,117,118200,1252
Đồng Nai,2014,14589,300,7511,235512,9528,8252,112839,136,122673,1276
Đồng Nai,2015,15701,300,7401,249059,9713,8384,119325,142,129734,1329
Đồng Nai,2016,16017,301,7526,251825,9911,8400,120372,149,131453,1511
Đồng Nai,2017,16598,303,7659,263182,10033,8724,126054,152,137128,1309
Đồng Nai,2018,18968,300,7825,279858,10493,8832,134454,182,145404,1661
Đồng Nai,2019,20314,297,8030,290582,10263,8939,139512,213,151070,1324
Đồng Nai,2020,20797,290,8175,295188,10186,8883,141741,217,153447,1303
Đồng Nai,2021,21316,290,8343,305422,10333,9042,147224,222,158198,1291
Đồng Tháp,2004,0,306,5625,149595,7006,3807,71728,0,77867,3199
Đồng Tháp,2005,0,308,5579,141392,6986,3753,67692,0,73700,3233
Đồng Tháp,2006,0,313,5430,139041,6868,2671,67050,0,71991,4197
Đồng Tháp,2007,0,316,5354,138509,6747,3661,66986,0,71523,3086
Đồng Tháp,2008,0,316,5368,135420,6581,3581,64943,0,70477,3000
Đồng Tháp,2009,0,317,5456,139861,6878,3581,67142,0,72719,3297
Đồng Tháp,2010,0,321,5529,142328,7045,3747,68794,0,73534,3298
Đồng Tháp,2011,0,321,5527,142871,6951,3690,68655,0,74216,3261
Đồng Tháp,2012,0,321,5547,144306,7168,3846,69305,0,75001,3322
Đồng Tháp,2013,0,319,5841,146476,7293,3884,70378,0,76098,3409
Đồng Tháp,2014,0,319,5618,146945,7319,3913,70873,0,76072,3406
Đồng Tháp,2015,0,320,5526,148999,7244,3864,71952,0,77047,3380
Đồng Tháp,2016,0,317,5443,142435,7242,3686,68503,0,73932,3556
Đồng Tháp,2017,0,313,5334,140537,7170,3797,67708,0,72829,3373
Đồng Tháp,2018,81,298,5227,191533,7245,3668,69538,0,121995,3577
Đồng Tháp,2019,105,283,5080,140191,6762,3539,67754,0,72437,3223
Đồng Tháp,2020,132,271,5029,137532,6674,3509,66508,0,71024,3165
Đồng Tháp,2021,119,258,4941,137051,6289,3346,66598,0,70453,2943
