Địa phương,Năm,Trường,Lớp,Học sinh,Học sinh nữ,Học sinh dân tộc thiểu số,Giáo viên,Giáo viên nữ,Giáo viên dân tộc thiểu số,Học sinh nam,Giáo viên nam
TP.Hồ Chí Minh,2004,223,7172,310281,149076,14545,13356,9504,0,161205,3852
TP.Hồ Chí Minh,2005,232,7286,313804,149374,10259,13572,9694,0,164430,3878
TP.Hồ Chí Minh,2006,231,7426,321702,153521,14739,13684,9759,0,168181,3925
TP.Hồ Chí Minh,2007,231,7603,324267,156129,13454,14232,10077,0,168138,4155
TP.Hồ Chí Minh,2008,239,7679,324605,153331,14347,14436,10279,0,171274,4157
TP.Hồ Chí Minh,2009,241,7557,312581,150584,19709,14439,10517,0,161997,3922
TP.Hồ Chí Minh,2010,245,11899,311096,149543,21065,14302,10436,0,161553,3866
TP.Hồ Chí Minh,2011,255,7925,326435,156847,22502,16081,11656,0,169588,4425
TP.Hồ Chí Minh,2012,252,8043,329415,157295,23204,15955,11606,0,172120,4349
TP.Hồ Chí Minh,2013,255,8478,350807,168129,24180,16681,12066,196,182678,4615
TP.Hồ Chí Minh,2014,259,9052,376713,181580,24725,17246,12453,216,195133,4793
TP.Hồ Chí Minh,2015,260,9281,385062,185687,23934,17393,12580,206,199375,4813
TP.Hồ Chí Minh,2016,266,9652,400502,193255,25612,17548,12627,247,207247,4921
TP.Hồ Chí Minh,2017,271,10021,413270,199804,24649,17794,12864,264,213466,4930
TP.Hồ Chí Minh,2018,273,10295,419450,202501,24918,15121,12667,311,216949,2454
TP.Hồ Chí Minh,2019,275,10715,437975,211380,25058,17056,12470,358,226595,4586
TP.Hồ Chí Minh,2020,277,11166,458698,221560,25495,17330,12673,386,237138,4657
TP.Hồ Chí Minh,2021,279,11046,447940,216003,24555,17293,12640,411,231937,4653
Thanh Hóa,2004,654,9526,367550,188242,64652,16092,10996,1143,179308,5096
Thanh Hóa,2005,652,9206,346251,181684,65741,15551,9905,1008,164567,5646
Thanh Hóa,2006,652,8608,315298,162389,58926,17114,11571,1033,152909,5543
Thanh Hóa,2007,650,7958,277533,144247,74816,16118,10753,1276,133286,5365
Thanh Hóa,2008,649,7272,244224,119716,50171,16059,10432,1176,124508,5627
Thanh Hóa,2009,649,6706,220847,107118,45925,15435,10270,1203,113729,5165
Thanh Hóa,2010,650,6304,197878,105951,46058,15277,10117,1125,91927,5160
Thanh Hóa,2011,650,6193,193078,91270,38572,14390,9350,1127,101808,5040
Thanh Hóa,2012,645,5723,188200,86488,37071,13736,8764,1129,101712,4972
Thanh Hóa,2013,634,5728,180399,87317,35590,14291,9181,1205,93082,5110
Thanh Hóa,2014,633,5735,185439,90854,35829,12826,8461,1133,94585,4365
Thanh Hóa,2015,636,5755,185679,90119,36611,13139,8560,1074,95560,4579
Thanh Hóa,2016,629,5798,184835,89570,36983,12370,7988,1013,95265,4382
Thanh Hóa,2017,619,5730,187862,90564,38018,11494,7382,893,97298,4112
Thanh Hóa,2018,606,5517,187639,90653,39061,11018,7094,888,96986,3924
Thanh Hóa,2019,594,5585,190630,91828,39069,10558,6807,882,98802,3751
Thanh Hóa,2020,561,5789,204597,97889,42047,10407,6877,900,106708,3530
Thanh Hóa,2021,548,5906,210241,100196,44567,10274,6873,888,110045,3401
Thái Bình,2004,276,3604,138992,72309,0,7523,5477,0,66683,2046
Thái Bình,2005,276,3789,128699,62190,0,7212,5866,0,66509,1346
Thái Bình,2006,276,3248,120033,62350,0,7148,5403,0,57683,1745
Thái Bình,2007,274,3177,112063,55040,0,6701,5135,0,57023,1566
Thái Bình,2008,274,3019,103373,50509,0,6629,5085,0,52864,1544
Thái Bình,2009,272,2932,98775,46425,0,6769,5286,0,52350,1483
Thái Bình,2010,270,2934,96778,48047,0,6769,5286,0,48731,1483
Thái Bình,2011,271,2992,98916,48057,0,6912,5509,0,50859,1403
Thái Bình,2012,271,3108,97452,46833,0,6769,5286,0,50619,1483
Thái Bình,2013,271,3072,95769,46006,0,6958,5556,0,49763,1402
Thái Bình,2014,271,2937,97075,46793,0,6791,5421,0,50282,1370
Thái Bình,2015,269,2875,93539,45163,0,6686,5326,0,48376,1360
Thái Bình,2016,267,2847,93803,44743,0,6384,5095,0,49060,1289
Thái Bình,2017,267,2820,96330,46213,0,6174,4924,0,50117,1250
Thái Bình,2018,187,2787,100484,47387,85,4776,4684,0,53097,92
Thái Bình,2019,107,2809,101209,48035,117,5571,4443,0,53174,1128
Thái Bình,2020,106,2839,104912,50098,169,5449,4343,0,54814,1106
Thái Bình,2021,106,2838,104858,50382,212,5401,4320,0,54476,1081
Thái Nguyên,2004,179,2447,90644,43911,26665,4933,3921,967,46733,1012
Thái Nguyên,2005,179,2289,83256,39992,27351,4850,4021,861,43264,829
Thái Nguyên,2006,179,2194,79572,38912,24065,4941,4135,866,40660,806
Thái Nguyên,2007,178,2090,72732,34708,22014,4722,3811,826,38024,911
Thái Nguyên,2008,180,1974,66827,32366,19665,4260,3639,791,34461,621
Thái Nguyên,2009,181,1886,66964,32892,19733,4345,3726,817,34072,619
Thái Nguyên,2010,181,1827,61465,29503,18501,4193,3362,797,31962,831
Thái Nguyên,2011,178,1713,62907,28243,17855,3681,2878,1132,34664,803
Thái Nguyên,2012,181,1754,59043,28338,15942,3879,2292,1466,30705,1587
Thái Nguyên,2013,183,1892,60494,29583,19592,4028,3163,921,30911,865
Thái Nguyên,2014,182,1855,63194,30652,20801,4008,3139,936,32542,869
Thái Nguyên,2015,183,2189,63499,30683,21284,4010,3145,932,32816,865
Thái Nguyên,2016,183,1857,64233,30986,21589,3990,3129,1017,33247,861
Thái Nguyên,2017,184,1897,65936,31907,22517,3918,3074,1027,34029,844
Thái Nguyên,2018,182,1924,68108,33005,23212,3480,2954,972,35103,526
Thái Nguyên,2019,181,2019,71548,34547,24842,3570,2834,918,37001,736
Thái Nguyên,2020,179,2127,76646,36831,27237,3503,2789,877,39815,714
Thái Nguyên,2021,179,2203,80488,38437,29376,3399,2729,862,42051,670
Thừa Thiên Huế,2004,94,2408,98250,46253,3728,4040,2385,30,51997,1655
Thừa Thiên Huế,2005,99,2475,99301,47337,3638,4312,2525,36,51964,1787
Thừa Thiên Huế,2006,104,2484,98754,47276,3854,4578,2704,29,51478,1874
Thừa Thiên Huế,2007,103,2477,94018,46768,3902,4753,2812,20,47250,1941
Thừa Thiên Huế,2008,105,2423,90249,42513,3812,4711,2757,33,47736,1954
Thừa Thiên Huế,2009,111,2395,84654,41400,3713,4785,2816,40,43254,1969
Thừa Thiên Huế,2010,115,2365,79431,39160,3539,4797,2836,24,40271,1961
Thừa Thiên Huế,2011,117,2331,76447,38893,3509,4468,2593,35,37554,1875
Thừa Thiên Huế,2012,120,2301,74495,35879,3547,4938,2904,46,38616,2034
Thừa Thiên Huế,2013,120,2247,73194,34516,3576,4808,2870,59,38678,1938
Thừa Thiên Huế,2014,119,2105,71851,34252,3514,4615,2737,57,37599,1878
Thừa Thiên Huế,2015,119,2037,70367,34080,3541,4450,2617,57,36287,1833
Thừa Thiên Huế,2016,120,1993,69110,33838,3596,4324,2544,54,35272,1780
Thừa Thiên Huế,2017,120,1982,68338,33627,3568,4259,2557,58,34711,1702
Thừa Thiên Huế,2018,118,1963,67302,33131,3262,3939,2434,52,34171,1505
Thừa Thiên Huế,2019,117,1946,67089,33218,3214,3793,2312,47,33871,1481
Thừa Thiên Huế,2020,112,1938,68205,33226,3054,3811,2360,56,34979,1451
Thừa Thiên Huế,2021,109,1862,64423,31285,2355,3732,2349,41,33138,1383
Tiền Giang,2004,118,2800,112973,55561,0,4949,3178,0,57412,1771
Tiền Giang,2005,118,2694,106965,52587,0,5132,3291,0,54378,1841
Tiền Giang,2006,119,2641,105260,52219,0,5014,3257,0,53041,1757
Tiền Giang,2007,120,2563,100104,49084,0,4934,3237,0,51020,1697
Tiền Giang,2008,120,2550,99315,49141,0,4995,3271,0,50174,1724
Tiền Giang,2009,124,2427,94096,46124,0,5007,3118,0,47972,1889
Tiền Giang,2010,124,2424,92429,46295,0,4909,3151,0,46134,1758
Tiền Giang,2011,125,2414,94068,47119,0,4852,3162,0,46949,1690
Tiền Giang,2012,125,2437,93698,46845,0,4840,3116,0,46853,1724
Tiền Giang,2013,125,2502,97404,48575,0,4789,3065,0,48829,1724
Tiền Giang,2014,125,2595,102399,50855,0,4913,3098,0,51544,1815
Tiền Giang,2015,125,2597,102056,50790,0,4992,3116,0,51266,1876
Tiền Giang,2016,126,2524,101925,50858,0,4883,3031,0,51067,1852
Tiền Giang,2017,126,2510,102748,51111,0,4877,3008,0,51637,1869
Tiền Giang,2018,122,2460,69914,49633,168,4794,2920,0,20281,1874
Tiền Giang,2019,118,2451,100511,49578,196,4661,2831,0,50933,1830
Tiền Giang,2020,111,2518,104579,51381,182,4572,2744,0,53198,1828
Tiền Giang,2021,109,2413,98491,48392,208,4385,2609,0,50099,1776
Trà Vinh,2004,86,1820,73049,34735,22364,3876,1950,557,38314,1926
Trà Vinh,2005,89,1672,61398,29318,17862,3834,1976,592,32080,1858
Trà Vinh,2006,91,1548,55699,26814,15661,3564,1910,512,28885,1654
Trà Vinh,2007,92,1473,50942,24654,13758,3486,1883,505,26288,1603
Trà Vinh,2008,94,1453,50373,24187,14038,3513,1883,522,26186,1630
Trà Vinh,2009,94,1478,47877,23607,13400,3437,1894,506,24270,1543
Trà Vinh,2010,96,1507,48344,24004,14040,3525,1911,528,24340,1614
Trà Vinh,2011,97,1535,51169,25365,15262,3490,1902,541,25804,1588
Trà Vinh,2012,98,1596,51544,25463,15532,3518,1873,554,26081,1645
Trà Vinh,2013,99,1610,53402,26418,16146,3442,1852,541,26984,1590
Trà Vinh,2014,99,1630,55420,27416,16552,3488,1881,545,28004,1607
Trà Vinh,2015,100,1674,55472,27493,16784,3515,1920,537,27979,1595
Trà Vinh,2016,100,1669,55287,27595,16798,3555,1941,568,27692,1614
Trà Vinh,2017,101,1645,55973,28023,17245,3564,1941,581,27950,1623
Trà Vinh,2018,100,1576,57400,27776,17673,3480,1896,576,29624,1584
Trà Vinh,2019,99,1599,56136,27938,18438,3413,1852,570,28198,1561
Trà Vinh,2020,96,1626,58473,28998,19639,3370,1823,578,29475,1547
Trà Vinh,2021,96,1621,58241,28764,20173,3315,1793,583,29477,1522
Tuyên Quang,2004,140,1973,71718,34168,41126,3464,2625,740,37550,839
Tuyên Quang,2005,153,1979,66947,32095,38449,3482,2533,1070,34852,949
Tuyên Quang,2006,151,1801,61490,29614,36388,3390,2504,806,31876,886
Tuyên Quang,2007,149,1623,53536,26605,31663,3294,2304,791,26931,990
Tuyên Quang,2008,142,1502,48403,23391,28537,3035,2245,1042,25012,790
Tuyên Quang,2009,141,1450,45879,22117,26781,3097,2241,839,23762,856
Tuyên Quang,2010,142,1386,42857,20992,25348,3011,2167,833,21865,844
Tuyên Quang,2011,143,1339,42184,20174,25539,2566,1843,808,22010,723
Tuyên Quang,2012,142,1337,42018,20354,25481,2922,1986,783,21664,936
Tuyên Quang,2013,142,1341,42068,20485,25795,2880,2026,816,21583,854
Tuyên Quang,2014,141,1361,43879,21294,26792,2826,1998,850,22585,828
Tuyên Quang,2015,138,1370,44593,21798,27770,2837,2022,832,22795,815
Tuyên Quang,2016,136,1359,44882,21767,27999,2831,2010,852,23115,821
Tuyên Quang,2017,136,1344,45947,22398,28943,2717,1929,863,23549,788
Tuyên Quang,2018,136,1383,47044,22845,29070,2087,1826,807,24199,261
Tuyên Quang,2019,135,1405,49232,23791,30785,2438,1724,751,25441,714
Tuyên Quang,2020,132,1453,52499,25676,33039,2493,1785,814,26823,708
Tuyên Quang,2021,119,1445,53199,25657,34875,2333,1639,801,27542,694
Tây Ninh,2004,99,1914,73920,36032,616,3495,2409,0,37888,1086
Tây Ninh,2005,101,1798,69439,34518,791,3543,2432,0,34921,1111
Tây Ninh,2006,103,1750,67247,33439,739,3563,2452,0,33808,1111
Tây Ninh,2007,103,1619,63550,31839,668,3497,2424,0,31711,1073
Tây Ninh,2008,106,1569,61893,31135,680,3486,2423,0,30758,1063
Tây Ninh,2009,106,1557,58874,29574,560,3451,2396,0,29300,1055
Tây Ninh,2010,106,1515,56872,28455,556,3372,2358,0,28417,1014
Tây Ninh,2011,106,1531,57899,28850,685,3313,2304,0,29049,1009
Tây Ninh,2012,106,1521,56841,28250,364,3253,2275,0,28591,978
Tây Ninh,2013,106,1583,59665,29508,807,3286,2283,0,30157,1003
Tây Ninh,2014,106,1809,59881,29027,871,3255,2269,0,30854,986
Tây Ninh,2015,106,1618,62008,30564,942,3352,2319,0,31444,1033
Tây Ninh,2016,106,1643,63245,31209,1039,3319,2297,0,32036,1022
Tây Ninh,2017,105,1666,64907,32080,1079,3281,2279,0,32827,1002
Tây Ninh,2018,104,1652,65047,32038,1053,3304,2224,0,33009,1080
Tây Ninh,2019,102,1652,67294,33220,1173,3163,2170,0,34074,993
Tây Ninh,2020,99,1689,69556,34237,1243,3010,2063,0,35319,947
Tây Ninh,2021,98,1678,68013,33455,1337,2914,1983,0,34558,931
Vĩnh Long,2004,88,2158,77945,37450,1784,3469,2023,0,40495,1446
Vĩnh Long,2005,91,1877,69508,34361,1927,3420,2003,0,35147,1417
Vĩnh Long,2006,91,1834,65945,32120,1481,3548,2075,0,33825,1473
Vĩnh Long,2007,92,1776,62103,24947,1329,3569,2127,0,37156,1442
Vĩnh Long,2008,93,1752,60245,29723,1269,3587,2205,0,30522,1382
Vĩnh Long,2009,93,1673,56202,28217,1208,3574,2175,0,27985,1399
Vĩnh Long,2010,92,1628,54451,27053,1114,3538,2133,0,27398,1405
Vĩnh Long,2011,92,1635,55143,26489,1161,3530,2121,0,28654,1409
Vĩnh Long,2012,91,1645,54386,26893,1212,3537,2151,0,27493,1386
Vĩnh Long,2013,89,1702,57001,28147,1294,3512,2076,0,28854,1436
Vĩnh Long,2014,88,1759,59399,29322,1342,3515,2093,0,30077,1422
Vĩnh Long,2015,88,1762,58728,28538,1249,3505,2092,0,30190,1413
Vĩnh Long,2016,88,1768,58175,28063,1203,3488,2064,0,30112,1424
Vĩnh Long,2017,89,1898,58722,28727,1342,3407,2018,26,29995,1389
Vĩnh Long,2018,89,1694,97783,28130,1490,3343,1962,36,69653,1381
Vĩnh Long,2019,89,1725,59131,28904,1627,3237,1906,46,30227,1331
Vĩnh Long,2020,87,1740,61618,30090,1661,3108,1854,47,31528,1254
Vĩnh Long,2021,87,1712,59817,29275,1752,3094,1846,49,30542,1248
Vĩnh Phúc,2004,155,2625,100057,50528,4393,5232,3434,0,49529,1798
Vĩnh Phúc,2005,158,2523,94542,45226,3936,5268,3384,0,49316,1884
Vĩnh Phúc,2006,162,2436,88776,43465,4203,5046,3484,0,45311,1562
Vĩnh Phúc,2007,167,2391,83471,40781,4040,5255,3544,0,42690,1711
Vĩnh Phúc,2008,144,1958,64519,31386,3653,4370,2968,0,33133,1402
Vĩnh Phúc,2009,145,1895,60367,29736,3339,4431,3054,0,30631,1377
Vĩnh Phúc,2010,145,1847,56496,27095,3305,4274,2891,0,29401,1383
Vĩnh Phúc,2011,145,1829,55713,27193,3252,4260,2961,0,28520,1299
Vĩnh Phúc,2012,146,1808,54959,26444,3215,4131,2834,0,28515,1297
Vĩnh Phúc,2013,146,1797,54844,26702,3151,4204,2948,53,28142,1256
Vĩnh Phúc,2014,146,1816,57543,28099,3187,4133,2878,50,29444,1255
Vĩnh Phúc,2015,146,1708,58576,27942,3206,4081,2880,57,30634,1201
Vĩnh Phúc,2016,146,1785,62093,29952,3259,3832,2669,60,32141,1163
Vĩnh Phúc,2017,147,1793,66289,31851,3525,3754,2640,52,34438,1114
Vĩnh Phúc,2018,141,1837,71238,34089,3710,3486,2574,64,37149,912
Vĩnh Phúc,2019,135,1938,74645,35368,3808,3549,2508,75,39277,1041
Vĩnh Phúc,2020,132,2032,79210,37370,4076,3562,2551,77,41840,1011
Vĩnh Phúc,2021,132,2102,82458,38608,4544,3531,2520,81,43850,1011
Yên Bái,2004,116,1856,65194,29711,34283,3471,2637,662,35483,834
Yên Bái,2005,126,1915,63385,28953,34938,3514,2658,675,34432,856
Yên Bái,2006,131,1861,61432,28359,35041,3532,2638,696,33073,894
Yên Bái,2007,134,1763,56751,26621,32944,3496,2582,719,30130,914
Yên Bái,2008,141,1703,51409,24206,29960,3385,2439,676,27203,946
Yên Bái,2009,147,1552,48255,22571,28642,3421,2407,784,25684,1014
Yên Bái,2010,148,1472,44781,21151,26925,3298,2279,813,23630,1019
Yên Bái,2011,149,1474,44531,21109,26597,3312,2474,824,23422,838
Yên Bái,2012,150,1455,45285,21603,27380,3289,2245,834,23682,1044
Yên Bái,2013,150,1465,46495,22006,28329,3194,2180,827,24489,1014
Yên Bái,2014,149,1504,48853,23071,29663,3160,2165,848,25782,995
Yên Bái,2015,146,1517,50425,23906,30928,3082,2116,822,26519,966
Yên Bái,2016,53,1512,51706,24475,32184,3014,2054,799,27231,960
Yên Bái,2017,53,1542,53015,25262,33237,2886,1953,763,27753,933
Yên Bái,2018,53,1540,54239,26234,34315,2940,1942,750,28005,998
Yên Bái,2019,53,1547,55264,26666,34918,2812,1931,736,28598,881
Yên Bái,2020,54,1580,57641,27845,36580,2715,1854,718,29796,861
Yên Bái,2021,53,1594,59239,28627,38088,2629,1797,692,30612,832
Điện Biên,2004,66,1089,30410,11014,23419,2036,1302,301,19396,734
Điện Biên,2005,97,1101,32653,13714,27755,2224,1417,301,18939,807
Điện Biên,2006,99,1169,33210,12801,26937,2363,1498,325,20409,865
Điện Biên,2007,111,1192,34467,13561,28697,2498,1596,455,20906,902
Điện Biên,2008,112,1151,36169,14376,29569,2796,1635,536,21793,1161
Điện Biên,2009,110,1323,37359,15254,32120,2799,1629,627,22105,1170
Điện Biên,2010,115,1285,36808,14866,31138,2897,1687,647,21942,1210
Điện Biên,2011,111,1303,36424,15224,31579,2645,1532,738,21200,1113
Điện Biên,2012,110,1283,36398,15573,31584,2989,1610,828,20825,1379
Điện Biên,2013,110,1276,37087,16053,32242,2669,1523,769,21034,1146
Điện Biên,2014,110,1322,39754,17534,34604,2609,1537,774,22220,1072
Điện Biên,2015,114,1319,40530,18237,35921,2587,1546,737,22293,1041
Điện Biên,2016,124,1383,42785,19325,37342,2742,1602,850,23460,1140
Điện Biên,2017,128,1400,44279,20128,38503,2752,1598,875,24151,1154
Điện Biên,2018,120,1370,45135,20733,39236,2809,1578,908,24402,1231
Điện Biên,2019,112,1385,46237,21545,39922,2724,1558,942,24692,1166
Điện Biên,2020,98,1399,47522,22176,40965,2758,1575,982,25346,1183
Điện Biên,2021,96,1417,48679,22849,41798,2713,1545,997,25830,1168
Đà Nẵng,2004,48,1440,61357,29360,0,2781,2060,0,31997,721
Đà Nẵng,2005,48,1449,61417,29385,0,2834,2101,0,32032,733
Đà Nẵng,2006,49,1451,61016,29382,2062,2797,2072,0,31634,725
Đà Nẵng,2007,50,1456,59153,27641,0,2852,2092,0,31512,760
Đà Nẵng,2008,50,1428,56403,27468,0,2840,2139,0,28935,701
Đà Nẵng,2009,51,1367,52159,25203,0,2828,2131,0,26956,697
Đà Nẵng,2010,53,1332,48764,23518,0,2765,2046,0,25246,719
Đà Nẵng,2011,54,1310,47745,22971,0,2754,2107,0,24774,647
Đà Nẵng,2012,54,1260,46718,22526,0,2813,2133,0,24192,680
Đà Nẵng,2013,55,1294,48661,23514,0,2721,2016,0,25147,705
Đà Nẵng,2014,55,1370,51517,24710,0,2775,2107,0,26807,668
Đà Nẵng,2015,56,1393,53845,25672,0,2774,2091,0,28173,683
Đà Nẵng,2016,57,1450,57109,27461,0,2792,2134,0,29648,658
Đà Nẵng,2017,56,1507,60261,29016,0,2942,2297,0,31245,645
Đà Nẵng,2018,56,1566,62386,30280,153,2659,2362,0,32106,297
Đà Nẵng,2019,57,1651,65192,31459,225,3011,2427,0,33733,584
Đà Nẵng,2020,57,1713,69379,33507,246,2959,2416,0,35872,543
Đà Nẵng,2021,57,1684,66952,32153,223,3074,2527,0,34799,547
Đắk Lắk,2004,174,3964,168218,82623,46162,6424,4130,326,85595,2294
Đắk Lắk,2005,180,4073,165550,81726,47725,6564,4134,288,83824,2430
Đắk Lắk,2006,198,4131,166835,83359,50344,6757,4329,301,83476,2428
Đắk Lắk,2007,203,4065,161283,80527,48486,7253,4704,370,80756,2549
Đắk Lắk,2008,213,3986,152694,77402,47677,7439,4806,421,75292,2633
Đắk Lắk,2009,214,3887,145784,73750,45242,7546,4910,462,72034,2636
Đắk Lắk,2010,214,3795,139854,69475,38702,7672,5042,479,70379,2630
Đắk Lắk,2011,221,3749,139844,68832,44665,7560,4642,488,71012,2918
Đắk Lắk,2012,223,3721,131886,66427,42813,7751,4977,498,65459,2774
Đắk Lắk,2013,226,3717,128138,62511,38582,8022,5092,400,65627,2930
Đắk Lắk,2014,226,4221,124657,62479,42070,7887,5188,560,62178,2699
Đắk Lắk,2015,226,3692,119957,60464,41227,7898,5197,576,59493,2701
Đắk Lắk,2016,227,3725,117984,59505,41201,7944,5222,590,58479,2722
Đắk Lắk,2017,227,3666,118779,59762,40579,7828,5135,569,59017,2693
Đắk Lắk,2018,227,3626,119696,59858,41025,7141,4920,564,59838,2221
Đắk Lắk,2019,227,3625,123396,61317,42622,7164,4704,558,62079,2460
Đắk Lắk,2020,224,3654,128497,63914,44348,7054,4630,557,64583,2424
Đắk Lắk,2021,222,3633,127946,63772,46013,6944,4568,540,64174,2376
Đắk Nông,2004,50,870,33497,15997,8208,1359,762,51,17500,597
Đắk Nông,2005,57,937,22873,16902,4358,1640,907,45,5971,733
Đắk Nông,2006,59,1012,35602,15491,5681,1563,918,49,20111,645
Đắk Nông,2007,62,1105,38844,17954,11213,1814,954,73,20890,860
Đắk Nông,2008,73,1115,38465,19023,11349,1969,1151,102,19442,818
Đắk Nông,2009,78,1079,37212,18276,11127,2014,1229,114,18936,785
Đắk Nông,2010,81,1078,37663,18797,11356,2123,1349,139,18866,774
Đắk Nông,2011,82,1349,38830,19227,11827,2189,1368,154,19603,821
Đắk Nông,2012,84,1122,39283,19425,12022,2232,1400,168,19858,832
Đắk Nông,2013,78,1120,38934,19385,12367,2245,1423,179,19549,822
Đắk Nông,2014,77,1164,40023,19940,12514,2302,1480,181,20083,822
Đắk Nông,2015,76,1166,39693,19754,12562,2318,1488,198,19939,830
Đắk Nông,2016,76,1170,40307,20199,13040,2296,1475,201,20108,821
Đắk Nông,2017,76,1187,40852,20460,12976,2233,1450,186,20392,783
Đắk Nông,2018,74,1176,42970,21248,13737,2306,1440,194,21722,866
Đắk Nông,2019,72,1173,44525,21873,14313,2196,1431,202,22652,765
Đắk Nông,2020,64,1224,47035,23064,14665,2262,1483,211,23971,779
Đắk Nông,2021,63,1234,47398,22962,14957,2189,1432,201,24436,757
Đồng Nai,2004,145,4191,179249,88697,6156,6342,4444,0,90552,1898
Đồng Nai,2005,149,4218,178844,89422,6190,7014,4467,0,89422,2547
Đồng Nai,2006,157,4150,174798,89147,5827,6793,4828,41,85651,1965
Đồng Nai,2007,163,4156,168220,81091,5631,7080,5043,48,87129,2037
Đồng Nai,2008,166,4043,161102,78946,5026,7394,5267,57,82156,2127
Đồng Nai,2009,166,3873,153286,74441,5192,7843,5674,183,78845,2169
Đồng Nai,2010,165,3904,146117,71013,4822,7504,5712,86,75104,1792
Đồng Nai,2011,167,3888,146533,71460,5721,7513,5465,76,75073,2048
Đồng Nai,2012,169,3778,145836,71340,6994,7582,5591,66,74496,1991
Đồng Nai,2013,168,3964,151073,73907,8719,7697,5637,94,77166,2060
Đồng Nai,2014,170,4097,157586,76865,9245,7826,5753,100,80721,2073
Đồng Nai,2015,172,4118,158974,77724,9545,7959,5820,99,81250,2139
Đồng Nai,2016,172,4206,162811,79485,9663,7982,5851,102,83326,2131
Đồng Nai,2017,174,4343,168444,82249,9953,8051,5905,100,86195,2146
Đồng Nai,2018,171,4358,171690,83677,10444,8145,5936,116,88013,2209
Đồng Nai,2019,168,4552,184076,88949,11238,8078,5966,133,95127,2112
Đồng Nai,2020,170,4740,194916,94149,11966,8157,6043,140,100767,2114
Đồng Nai,2021,169,4754,195040,94362,11906,8256,6117,147,100678,2139
Đồng Tháp,2004,123,3008,123403,58917,0,4769,2555,0,64486,2214
Đồng Tháp,2005,126,2844,114762,54912,0,4974,2678,0,59850,2296
Đồng Tháp,2006,133,2607,105128,50674,0,5053,2713,0,54454,2340
Đồng Tháp,2007,133,2490,96666,48469,0,5050,2784,0,48197,2266
Đồng Tháp,2008,137,2440,93516,45777,0,5021,2839,0,47739,2182
Đồng Tháp,2009,137,2360,88726,43237,0,5076,2839,0,45489,2237
Đồng Tháp,2010,130,2408,87903,43160,0,5122,2870,0,44743,2252
Đồng Tháp,2011,130,2451,89827,44356,0,5423,3690,0,45471,1733
Đồng Tháp,2012,129,2439,89061,43783,0,5012,2846,0,45278,2166
Đồng Tháp,2013,129,2505,92010,45347,0,5016,2829,0,46663,2187
Đồng Tháp,2014,129,2508,94472,46389,0,5023,2828,0,48083,2195
Đồng Tháp,2015,129,2526,94497,46312,0,4974,2787,0,48185,2187
Đồng Tháp,2016,128,2531,96416,47165,0,4971,2775,0,49251,2196
Đồng Tháp,2017,127,2556,98688,48506,0,5006,2771,0,50182,2235
Đồng Tháp,2018,126,2543,124600,48333,69,4990,2706,0,76267,2284
Đồng Tháp,2019,124,2553,99803,49409,57,4789,2640,0,50394,2149
Đồng Tháp,2020,122,2628,104483,51090,94,4738,2613,0,53393,2125
Đồng Tháp,2021,122,2564,99452,48568,98,4608,2585,0,50884,2023
