time,open,high,low,close,volume,symbol,category
2022-07,111.08,112.0,100.0,106.1,12915600,MSN,stock
2022-08,107.0,115.5,104.1,114.5,18579900,MSN,stock
2022-09,113.5,117.0,98.2,99.0,11158755,MSN,stock
2022-10,97.0,98.5,69.1,85.5,29603017,MSN,stock
2022-11,86.4,102.0,79.9,102.0,26313856,MSN,stock
2022-12,102.0,110.0,91.1,93.0,21025197,MSN,stock
2023-01,95.0,106.0,93.0,101.1,8958425,MSN,stock
2023-02,100.2,101.8,79.9,82.0,12457278,MSN,stock
2023-03,80.0,85.8,74.4,77.8,29161529,MSN,stock
2023-04,78.8,80.5,70.5,73.1,20766456,MSN,stock
2023-05,72.8,75.2,70.0,72.0,16309732,MSN,stock
2023-06,72.0,79.4,71.5,75.2,30097423,MSN,stock
2023-07,75.2,88.2,75.2,87.3,37956512,MSN,stock
2023-08,87.6,89.4,76.3,81.5,50295435,MSN,stock
2023-09,82.3,83.9,70.3,76.3,37754202,MSN,stock
2023-10,76.2,78.7,56.0,58.2,40660124,MSN,stock
2023-11,58.2,67.0,57.0,60.5,38461071,MSN,stock
2023-12,61.0,68.3,60.8,67.0,51232966,MSN,stock
2024-01,67.7,69.3,64.4,64.4,47312480,MSN,stock
2024-02,64.4,71.5,64.4,70.4,53869042,MSN,stock
2024-03,70.4,81.6,69.9,74.2,140216557,MSN,stock
2024-04,74.4,75.4,64.5,67.2,94836335,MSN,stock
2024-05,67.8,78.4,67.1,76.6,133887976,MSN,stock
2024-06,77.3,80.3,73.1,74.7,113323646,MSN,stock
2024-07,74.7,77.8,70.1,74.1,100746175,MSN,stock
2024-08,74.1,79.6,70.2,76.5,122022100,MSN,stock
2024-09,75.3,77.0,72.8,75.7,70274100,MSN,stock
2024-10,75.8,82.3,74.5,76.6,148751500,MSN,stock
2024-11,76.1,76.4,69.1,73.2,111377500,MSN,stock
2024-12,73.2,74.2,69.9,70.0,66335200,MSN,stock
2020-01,36.47,38.55,35.35,35.45,11242590,MWG,stock
2020-02,34.62,35.83,33.27,34.07,17321100,MWG,stock
2020-03,34.07,34.49,18.01,18.84,30651850,MWG,stock
2020-04,18.78,27.23,18.68,26.14,35315950,MWG,stock
2020-05,26.08,28.25,25.21,27.07,26277960,MWG,stock
2020-06,27.07,29.21,25.6,25.85,25015680,MWG,stock
2020-07,25.85,27.16,22.81,23.84,16652480,MWG,stock
2020-08,23.74,30.17,23.52,29.88,18348240,MWG,stock
2020-09,29.88,34.01,28.89,33.37,20950110,MWG,stock
2020-10,33.37,36.5,31.93,33.97,20596500,MWG,stock
2020-11,33.97,38.12,33.09,37.63,21636330,MWG,stock
2020-12,36.72,39.35,36.59,38.57,25466730,MWG,stock
2021-01,38.93,43.76,37.63,43.05,28563700,MWG,stock
2021-02,42.17,45.39,39.09,43.8,22159700,MWG,stock
2021-03,44.45,44.45,40.55,42.08,15474700,MWG,stock
2021-04,42.17,48.01,41.69,45.71,20782400,MWG,stock
2021-05,44.93,48.66,44.58,44.93,18557600,MWG,stock
2021-06,44.61,49.93,43.8,49.31,15781700,MWG,stock
2021-07,49.31,58.36,48.83,53.24,25602300,MWG,stock
2021-08,53.2,58.17,51.26,54.18,23783700,MWG,stock
2021-09,53.84,65.41,53.16,62.38,27843000,MWG,stock
2021-10,61.99,65.8,60.19,64.14,29921200,MWG,stock
2021-11,64.19,71.02,62.24,67.8,33155400,MWG,stock
2021-12,66.63,68.34,61.95,66.34,19173200,MWG,stock
2022-01,66.34,68.0,62.29,64.68,16233000,MWG,stock
2022-02,64.92,68.63,64.19,66.39,19785300,MWG,stock
2022-03,66.83,72.88,62.97,71.17,32730200,MWG,stock
2022-04,72.0,79.47,67.85,72.83,51968400,MWG,stock
2022-05,73.22,73.95,59.16,70.73,26387900,MWG,stock
2022-06,70.73,77.63,67.8,70.26,62477700,MWG,stock
2022-07,70.36,70.36,57.19,59.94,65830700,MWG,stock
2022-08,59.94,73.7,58.96,72.72,89343600,MWG,stock
2022-09,72.62,74.09,60.63,62.89,72044444,MWG,stock
2022-10,61.81,62.01,48.15,50.71,64235590,MWG,stock
2022-11,51.1,51.59,34.64,43.34,86645717,MWG,stock
2022-12,44.22,48.0,40.78,42.16,62417423,MWG,stock
2023-01,42.06,46.09,40.98,45.69,33890982,MWG,stock
2023-02,45.4,49.04,39.16,39.31,45693964,MWG,stock
2023-03,39.31,40.29,36.85,37.88,41689645,MWG,stock
2023-04,38.32,40.98,36.85,38.52,52404020,MWG,stock
2023-05,37.44,39.11,37.0,38.52,37195895,MWG,stock
2023-06,38.67,44.12,38.03,42.55,86600787,MWG,stock
2023-07,42.7,54.47,41.91,53.28,118991778,MWG,stock
2023-08,53.67,55.46,46.98,53.37,169907373,MWG,stock
2023-09,53.37,58.83,49.51,52.18,151219326,MWG,stock
2023-10,52.18,52.58,37.4,37.4,169579948,MWG,stock
2023-11,36.71,42.16,33.33,38.2,247999553,MWG,stock
2023-12,38.44,43.35,37.75,42.46,167613546,MWG,stock
2024-01,42.76,46.33,41.47,44.64,177856895,MWG,stock
2024-02,44.64,47.22,42.71,45.84,157853905,MWG,stock
2024-03,46.18,51.79,44.99,50.7,277271015,MWG,stock
2024-04,50.4,54.57,47.67,54.47,228638469,MWG,stock
2024-05,55.56,63.89,54.27,63.1,252782185,MWG,stock
2024-06,63.4,64.19,60.52,62.4,149915928,MWG,stock
2024-07,62.6,67.4,58.6,63.8,207606539,MWG,stock
2024-08,63.8,70.8,60.3,69.8,186443800,MWG,stock
2024-09,68.7,69.7,65.5,68.1,127628700,MWG,stock
2024-10,68.3,68.7,63.5,66.5,199003500,MWG,stock
2024-11,65.9,66.1,56.0,60.5,154062200,MWG,stock
2024-12,60.7,62.4,58.0,61.0,114265700,MWG,stock
2020-10,8.34,8.34,5.74,6.57,8698100,NAB,stock
2020-11,6.57,6.79,5.74,6.09,2292500,NAB,stock
2020-12,6.09,6.93,5.87,6.53,3745927,NAB,stock
2021-01,6.53,7.32,5.12,5.6,4472797,NAB,stock
2021-02,5.82,6.53,5.38,6.18,643249,NAB,stock
2021-03,6.18,6.93,6.18,6.57,2946786,NAB,stock
2021-04,6.57,8.25,6.53,7.46,7589335,NAB,stock
2021-05,7.41,11.3,7.06,11.3,12068065,NAB,stock
2021-06,11.34,11.91,8.6,9.8,11216779,NAB,stock
2021-07,9.8,10.41,7.72,8.65,6462294,NAB,stock
2021-08,8.82,9.8,8.56,8.82,6886208,NAB,stock
2021-09,8.74,9.71,8.56,8.69,4251088,NAB,stock
2021-10,8.69,9.22,8.3,9.18,3605083,NAB,stock
2021-11,9.22,11.47,9.05,10.19,16433619,NAB,stock
2021-12,10.19,11.42,9.23,9.78,6878388,NAB,stock
2022-01,9.78,10.72,9.23,9.83,6130301,NAB,stock
2022-02,9.88,10.32,9.83,10.12,5374138,NAB,stock
2022-03,10.08,10.42,9.43,10.12,5593043,NAB,stock
2022-04,10.12,10.32,7.84,8.88,4260829,NAB,stock
2022-05,8.83,8.93,6.95,7.79,2175302,NAB,stock
2022-06,7.84,7.84,6.25,6.75,1548678,NAB,stock
2022-07,6.75,7.2,6.45,7.1,993796,NAB,stock
2022-08,7.1,7.49,6.9,7.2,2911009,NAB,stock
2022-09,7.2,7.3,6.1,6.25,1500465,NAB,stock
2022-10,6.15,6.34,5.16,5.63,2223090,NAB,stock
2022-11,5.7,5.76,4.16,5.44,1530195,NAB,stock
2022-12,5.57,6.21,5.31,5.38,2233225,NAB,stock
2023-01,5.38,6.98,5.31,6.85,2182648,NAB,stock
2023-02,6.85,7.04,6.02,6.21,1648385,NAB,stock
2023-03,6.21,6.53,6.08,6.4,1385557,NAB,stock
2023-04,6.46,6.85,6.4,6.53,1839367,NAB,stock
2023-05,6.59,7.87,6.59,7.81,6692500,NAB,stock
2023-06,7.81,9.28,7.81,9.02,8640790,NAB,stock
2023-07,9.22,10.8,9.09,9.92,7610613,NAB,stock
2023-08,9.84,10.96,9.44,10.64,7757126,NAB,stock
2023-09,10.64,12.64,10.56,11.28,14131800,NAB,stock
2023-10,11.28,11.44,10.16,10.4,7267812,NAB,stock
2023-11,10.72,12.16,10.4,11.12,9616740,NAB,stock
2023-12,11.12,12.64,11.04,12.24,12874395,NAB,stock
2024-01,12.32,13.2,12.16,12.56,23151632,NAB,stock
2024-02,12.56,13.44,12.4,13.2,21224589,NAB,stock
2024-03,13.28,13.64,12.4,13.32,30022537,NAB,stock
2024-04,13.32,13.44,12.0,13.44,21747168,NAB,stock
2024-05,13.4,13.68,12.44,12.72,27579949,NAB,stock
2024-06,12.8,13.4,12.56,12.76,24430828,NAB,stock
2024-07,12.8,15.45,12.68,15.15,38286702,NAB,stock
2024-08,15.15,17.45,14.15,16.5,51712200,NAB,stock
2024-09,16.3,17.75,15.1,16.7,61799700,NAB,stock
2024-10,16.75,16.95,15.5,16.0,29225700,NAB,stock
2024-11,16.05,16.1,15.2,15.75,16801100,NAB,stock
2024-12,15.7,16.45,15.5,15.95,35599500,NAB,stock
2020-01,3.48,5.12,3.48,4.27,17174930,NKG,stock
2020-02,3.97,4.62,3.97,4.24,10621870,NKG,stock
2020-03,4.23,4.32,2.25,2.25,21822780,NKG,stock
2020-04,2.24,3.48,2.24,3.31,23216390,NKG,stock
2020-05,3.31,4.05,3.28,3.93,52215510,NKG,stock
2020-06,3.94,4.41,3.63,3.65,59090740,NKG,stock
2020-07,3.61,3.85,2.94,3.17,21648000,NKG,stock
2020-08,3.17,3.93,3.17,3.82,27549630,NKG,stock
2020-09,3.83,4.41,3.75,4.28,55764420,NKG,stock
2020-10,4.32,4.59,4.09,4.2,57612260,NKG,stock
2020-11,4.2,6.58,4.2,6.07,110039130,NKG,stock
2020-12,5.89,8.35,5.86,7.83,126408140,NKG,stock
2021-01,7.99,9.37,7.34,8.09,102770400,NKG,stock
2021-02,8.04,9.22,7.23,9.22,69811300,NKG,stock
2021-03,9.84,12.74,9.61,12.48,135177200,NKG,stock
2021-04,12.48,14.62,12.19,13.58,89105000,NKG,stock
2021-05,13.32,17.23,13.05,17.21,120755600,NKG,stock
2021-06,17.49,19.06,15.67,18.54,82534300,NKG,stock
2021-07,18.59,19.58,15.61,17.6,117414000,NKG,stock
2021-08,17.62,24.6,17.57,24.09,190515900,NKG,stock
2021-09,24.19,29.36,24.13,27.73,162816400,NKG,stock
2021-10,27.32,35.4,27.26,34.09,176589200,NKG,stock
2021-11,33.84,34.28,25.63,26.94,198318000,NKG,stock
2021-12,26.94,27.51,21.52,24.28,107684100,NKG,stock
2022-01,24.31,24.66,19.02,19.68,69271900,NKG,stock
2022-02,20.02,27.67,19.83,27.67,134194400,NKG,stock
2022-03,29.14,32.9,27.67,29.55,281684900,NKG,stock
2022-04,28.95,30.36,20.58,23.4,106368400,NKG,stock
2022-05,23.06,23.19,15.35,18.77,125800400,NKG,stock
2022-06,18.77,19.36,12.15,13.87,168419100,NKG,stock
2022-07,13.87,16.05,13.28,13.87,172863000,NKG,stock
2022-08,13.87,17.76,13.87,16.51,289782700,NKG,stock
2022-09,16.79,18.66,13.28,14.26,275497801,NKG,stock
2022-10,14.26,14.26,10.56,10.56,149092222,NKG,stock
2022-11,10.79,10.98,5.37,8.57,189151224,NKG,stock
2022-12,8.8,11.72,8.72,9.54,295336429,NKG,stock
2023-01,9.62,12.78,9.62,12.39,160164999,NKG,stock
2023-02,12.43,12.7,10.01,11.02,222500218,NKG,stock
2023-03,11.02,13.32,10.87,12.0,278979450,NKG,stock
2023-04,12.04,12.19,10.75,11.33,130423507,NKG,stock
2023-05,11.3,12.31,11.14,12.07,139776732,NKG,stock
2023-06,12.07,14.33,11.72,13.44,268892317,NKG,stock
2023-07,13.55,15.77,13.28,15.35,202860576,NKG,stock
2023-08,15.35,16.09,13.17,15.03,209643313,NKG,stock
2023-09,15.27,18.42,14.49,15.39,249830083,NKG,stock
2023-10,15.39,16.24,13.36,13.63,157194894,NKG,stock
2023-11,13.71,18.27,13.44,17.92,302145920,NKG,stock
2023-12,18.11,19.48,17.29,19.2,206186107,NKG,stock
2024-01,19.24,20.1,17.88,18.85,203278338,NKG,stock
2024-02,18.81,19.55,18.11,18.66,129297626,NKG,stock
2024-03,18.7,20.84,17.84,19.98,231420010,NKG,stock
2024-04,19.9,20.53,16.59,17.06,151140384,NKG,stock
2024-05,17.29,20.1,17.02,19.01,147446212,NKG,stock
2024-06,19.28,21.19,18.31,18.35,158927538,NKG,stock
2024-07,18.38,20.29,17.25,17.61,103201569,NKG,stock
2024-08,17.64,17.68,15.42,16.98,108588481,NKG,stock
2024-09,16.59,17.45,15.93,17.22,88420905,NKG,stock
2024-10,17.53,17.61,15.74,16.09,89101374,NKG,stock
2024-11,16.09,16.98,14.65,15.11,72979006,NKG,stock
2024-12,15.19,15.62,13.87,14.45,97659098,NKG,stock
2020-01,20.58,21.14,19.15,19.83,7449290,NLG,stock
2020-02,19.6,20.28,17.92,18.71,9030170,NLG,stock
2020-03,18.78,19.83,13.24,14.96,16362480,NLG,stock
2020-04,14.96,16.83,14.44,16.83,20431200,NLG,stock
2020-05,16.83,18.78,16.46,17.36,21494410,NLG,stock
2020-06,17.36,19.84,16.98,18.7,29833370,NLG,stock
2020-07,18.7,19.77,18.59,19.08,23560330,NLG,stock
2020-08,19.08,21.37,18.85,21.07,27631600,NLG,stock
2020-09,20.91,21.87,20.68,21.53,19531800,NLG,stock
2020-10,21.58,22.91,21.41,22.75,17665340,NLG,stock
2020-11,22.83,24.38,22.54,24.08,17223330,NLG,stock
2020-12,23.46,25.82,23.46,25.06,26987450,NLG,stock
2021-01,24.97,30.58,24.89,27.6,36527600,NLG,stock
2021-02,27.6,31.72,26.12,30.75,27581800,NLG,stock
2021-03,30.75,31.6,28.03,29.73,31117800,NLG,stock
2021-04,29.64,31.3,28.37,30.83,35187000,NLG,stock
2021-05,30.41,34.23,30.26,33.52,71154800,NLG,stock
2021-06,33.57,35.84,31.46,33.52,65156100,NLG,stock
2021-07,33.61,37.56,30.82,37.56,61505900,NLG,stock
2021-08,36.96,38.94,34.38,37.39,79548000,NLG,stock
2021-09,37.35,39.67,34.81,36.06,43685000,NLG,stock
2021-10,35.84,52.95,35.03,49.85,92411900,NLG,stock
2021-11,51.57,59.91,47.79,53.58,132318100,NLG,stock
2021-12,53.39,64.72,49.26,61.65,143209700,NLG,stock
2022-01,61.36,64.34,44.65,48.01,116864400,NLG,stock
2022-02,48.49,54.16,47.15,52.05,52205300,NLG,stock
2022-03,52.24,58.96,49.07,54.16,139888500,NLG,stock
2022-04,53.78,55.6,37.74,45.33,79147000,NLG,stock
2022-05,45.33,48.49,41.53,46.43,56658500,NLG,stock
2022-06,46.28,46.43,31.45,34.81,53993400,NLG,stock
2022-07,34.22,38.55,33.49,38.06,33365000,NLG,stock
2022-08,38.7,43.27,38.21,40.69,44275000,NLG,stock
2022-09,40.69,41.52,28.29,29.46,58744957,NLG,stock
2022-10,29.46,29.46,20.66,22.17,65035700,NLG,stock
2022-11,22.56,27.71,15.99,27.71,74551448,NLG,stock
2022-12,27.81,30.95,26.64,30.46,48034415,NLG,stock
2023-01,30.46,31.84,25.15,28.69,17886193,NLG,stock
2023-02,29.03,29.82,25.06,25.25,18021453,NLG,stock
2023-03,24.96,26.33,22.4,26.33,29364230,NLG,stock
2023-04,27.02,32.82,26.82,32.82,59108644,NLG,stock
2023-05,31.93,34.39,30.61,31.64,42050185,NLG,stock
2023-06,31.54,35.4,31.19,32.63,66390022,NLG,stock
2023-07,32.68,39.55,31.29,39.55,86504156,NLG,stock
2023-08,39.5,39.55,34.11,38.46,69750590,NLG,stock
2023-09,38.61,40.29,31.54,34.6,52837128,NLG,stock
2023-10,34.6,35.1,29.91,29.96,34677863,NLG,stock
2023-11,30.16,37.97,28.87,36.58,68062115,NLG,stock
2023-12,37.08,38.36,34.6,36.24,37458857,NLG,stock
2024-01,36.38,39.25,35.4,38.06,58726148,NLG,stock
2024-02,38.06,40.54,36.68,39.15,52252834,NLG,stock
2024-03,39.35,44.64,38.86,42.86,105214325,NLG,stock
2024-04,42.96,45.63,35.35,37.47,65005659,NLG,stock
2024-05,37.42,45.38,36.43,44.0,63632190,NLG,stock
2024-06,44.15,45.2,39.8,41.4,51723109,NLG,stock
2024-07,41.4,45.0,39.1,41.15,53330703,NLG,stock
2024-08,41.2,41.6,37.1,41.0,33324500,NLG,stock
2024-09,40.8,42.65,39.8,41.55,26593900,NLG,stock
2024-10,41.6,42.4,37.8,39.85,36475200,NLG,stock
2024-11,39.45,40.7,36.7,38.45,23104600,NLG,stock
2024-12,38.2,38.6,35.6,36.55,33904300,NLG,stock
2020-01,14.13,14.19,12.53,13.18,3760830,NT2,stock
2020-02,13.01,14.65,12.32,13.49,5040840,NT2,stock
2020-03,13.49,13.76,10.95,11.12,7570630,NT2,stock
2020-04,11.12,14.41,11.12,14.07,10480900,NT2,stock
2020-05,13.86,14.89,13.62,14.44,8520410,NT2,stock
2020-06,14.44,15.37,13.69,14.44,7741400,NT2,stock
2020-07,14.44,16.39,14.38,14.9,7436930,NT2,stock
2020-08,14.68,17.13,14.68,16.58,6212330,NT2,stock
2020-09,16.47,17.86,16.4,16.84,5170120,NT2,stock
2020-10,16.98,17.42,16.07,16.62,4067060,NT2,stock
2020-11,16.4,17.24,16.36,16.69,3667860,NT2,stock
2020-12,16.62,18.52,16.54,18.01,15849310,NT2,stock
2021-01,18.19,19.18,16.1,17.17,18034400,NT2,stock
2021-02,17.94,17.94,16.73,17.15,9734800,NT2,stock
2021-03,17.27,18.03,16.43,16.96,18787600,NT2,stock
2021-04,16.88,17.5,15.36,16.2,11467700,NT2,stock
2021-05,16.04,16.04,14.25,14.59,6509600,NT2,stock
2021-06,14.52,16.43,14.44,15.66,10166600,NT2,stock
2021-07,15.7,16.2,13.94,14.13,9258200,NT2,stock
2021-08,14.13,16.2,14.06,15.74,12284600,NT2,stock
2021-09,15.62,17.15,15.59,16.52,23323300,NT2,stock
2021-10,16.6,19.09,16.36,18.81,26410200,NT2,stock
2021-11,19.05,19.89,17.09,17.89,25543500,NT2,stock
2021-12,17.97,22.42,17.13,21.1,45120900,NT2,stock
2022-01,21.26,22.06,17.49,17.93,24430800,NT2,stock
2022-02,18.21,20.01,17.81,18.45,8812700,NT2,stock
2022-03,18.49,19.65,17.81,19.57,15999400,NT2,stock
2022-04,19.33,21.08,16.73,18.78,25608800,NT2,stock
2022-05,18.78,19.83,16.73,19.58,12332900,NT2,stock
2022-06,19.66,24.76,19.32,20.75,67647700,NT2,stock
2022-07,20.66,22.54,18.24,21.75,30934700,NT2,stock
2022-08,21.71,22.88,20.91,22.88,28092100,NT2,stock
2022-09,23.17,27.27,21.67,23.8,47711775,NT2,stock
2022-10,23.55,23.93,20.8,21.78,30600117,NT2,stock
2022-11,22.25,23.33,17.15,23.33,21962291,NT2,stock
2022-12,23.37,25.43,22.08,24.74,12513113,NT2,stock
2023-01,24.78,26.93,23.41,24.7,11178509,NT2,stock
2023-02,24.78,25.64,22.73,24.61,11780080,NT2,stock
2023-03,24.53,26.58,24.44,25.57,14846826,NT2,stock
2023-04,25.66,28.37,25.48,28.01,11592970,NT2,stock
2023-05,28.01,29.83,26.9,29.3,13674529,NT2,stock
2023-06,29.39,30.19,26.55,26.55,14091477,NT2,stock
2023-07,26.59,27.88,24.82,26.1,19260040,NT2,stock
2023-08,26.1,26.99,24.02,24.77,15825539,NT2,stock
2023-09,24.86,26.77,22.45,22.92,18360046,NT2,stock
2023-10,23.29,24.04,20.91,21.19,10614792,NT2,stock
2023-11,21.23,23.99,21.0,22.5,9715006,NT2,stock
2023-12,22.68,23.62,21.75,22.92,12932310,NT2,stock
2024-01,23.01,24.7,22.54,24.04,22752348,NT2,stock
2024-02,24.04,25.07,23.62,23.99,14723260,NT2,stock
2024-03,24.04,24.88,23.22,23.89,23627420,NT2,stock
2024-04,23.89,23.94,20.05,20.57,18959741,NT2,stock
2024-05,20.57,22.74,20.57,22.16,19589924,NT2,stock
2024-06,22.21,23.07,20.86,20.86,16987477,NT2,stock
2024-07,21.01,21.58,19.13,19.23,10332129,NT2,stock
2024-08,19.23,19.71,17.93,18.94,13814113,NT2,stock
2024-09,18.8,19.56,18.75,19.04,5639079,NT2,stock
2024-10,19.18,19.23,18.22,18.27,4223359,NT2,stock
2024-11,18.27,18.89,17.5,18.8,4370787,NT2,stock
2024-12,18.84,20.19,18.56,20.14,8157464,NT2,stock
2021-01,8.16,9.29,8.16,8.71,13476800,OCB,stock
2021-02,9.24,9.69,8.71,9.29,52901500,OCB,stock
2021-03,9.33,11.29,9.11,10.73,113358200,OCB,stock
2021-04,10.73,11.47,9.8,10.44,74085400,OCB,stock
2021-05,10.18,12.82,10.11,12.82,105205700,OCB,stock
2021-06,12.93,14.6,12.58,13.64,129083000,OCB,stock
2021-07,13.69,14.58,11.49,13.33,92960400,OCB,stock
2021-08,13.33,14.17,12.33,12.58,63490800,OCB,stock
2021-09,12.56,13.83,12.33,13.28,44080300,OCB,stock
2021-10,13.33,15.39,12.53,14.78,89809800,OCB,stock
2021-11,14.81,17.61,14.44,15.5,176238300,OCB,stock
2021-12,15.44,16.22,13.61,15.17,87569300,OCB,stock
2022-01,15.31,15.94,13.89,15.36,64301900,OCB,stock
2022-02,15.56,16.17,14.56,14.75,53623800,OCB,stock
2022-03,14.75,14.83,13.89,14.11,43091000,OCB,stock
2022-04,14.06,14.83,11.78,13.28,43845300,OCB,stock
2022-05,12.89,13.14,9.44,11.06,33960700,OCB,stock
2022-06,11.14,11.28,8.61,9.33,28867500,OCB,stock
2022-07,9.25,10.11,9.08,10.08,24101600,OCB,stock
2022-08,9.94,10.25,9.61,9.81,37610400,OCB,stock
2022-09,9.83,9.92,8.22,8.5,20774445,OCB,stock
2022-10,8.44,8.56,6.56,7.33,24075340,OCB,stock
2022-11,7.39,8.58,7.08,8.5,38438337,OCB,stock
2022-12,8.53,10.0,8.25,10.0,26230907,OCB,stock
2023-01,9.72,10.56,9.39,10.44,12376478,OCB,stock
2023-02,10.39,10.78,9.0,9.03,14078466,OCB,stock
2023-03,8.86,9.31,8.47,9.22,8800358,OCB,stock
2023-04,9.28,9.61,8.69,8.69,12446426,OCB,stock
2023-05,8.72,9.72,8.69,9.42,20127847,OCB,stock
2023-06,9.44,10.56,9.39,10.17,33283874,OCB,stock
2023-07,10.17,10.81,9.94,10.61,31761733,OCB,stock
2023-08,10.64,11.19,9.89,10.89,47398668,OCB,stock
2023-09,10.94,12.5,10.83,11.17,66283327,OCB,stock
2023-10,11.33,11.42,10.04,10.62,20808974,OCB,stock
2023-11,10.62,12.08,10.58,11.12,59225918,OCB,stock
2023-12,11.17,11.92,10.92,11.08,32170900,OCB,stock
2024-01,11.17,12.83,11.17,12.37,91141601,OCB,stock
2024-02,12.37,13.5,12.08,12.62,64364080,OCB,stock
2024-03,12.62,12.83,11.62,12.46,62174142,OCB,stock
2024-04,12.54,12.54,11.17,11.37,39251676,OCB,stock
2024-05,11.37,12.5,11.25,12.29,38025024,OCB,stock
2024-06,12.29,13.04,11.75,11.75,48545438,OCB,stock
2024-07,11.75,12.79,11.75,12.08,45459203,OCB,stock
2024-08,12.12,12.25,11.37,11.9,44062972,OCB,stock
2024-09,11.8,12.35,11.3,12.1,30015503,OCB,stock
2024-10,12.15,13.1,11.4,11.45,128579000,OCB,stock
2024-11,11.45,11.5,10.2,10.75,77544000,OCB,stock
2024-12,10.8,11.4,10.55,11.4,65419500,OCB,stock
2020-01,21.49,21.87,19.95,21.39,228910,PAN,stock
2020-02,21.53,21.53,19.81,19.81,214580,PAN,stock
2020-03,19.38,20.14,15.92,18.7,1329790,PAN,stock
2020-04,18.7,22.54,18.7,22.06,8851460,PAN,stock
2020-05,21.97,24.94,19.66,21.1,801870,PAN,stock
2020-06,21.1,21.44,18.8,19.04,848370,PAN,stock
2020-07,18.42,19.66,16.5,16.83,386990,PAN,stock
2020-08,16.83,20.14,16.83,19.86,406980,PAN,stock
2020-09,19.86,22.25,19.14,19.52,5065750,PAN,stock
2020-10,19.33,20.62,17.27,17.75,2585330,PAN,stock
2020-11,18.03,20.82,18.03,19.76,2327800,PAN,stock
2020-12,19.52,33.33,19.23,33.29,38759920,PAN,stock
2021-01,33.96,35.49,22.83,24.46,31805200,PAN,stock
2021-02,23.98,29.28,21.97,26.44,15523800,PAN,stock
2021-03,26.83,30.26,25.17,27.71,24865500,PAN,stock
2021-04,27.81,30.75,23.99,24.97,17329500,PAN,stock
2021-05,24.97,26.73,23.5,25.36,17161999,PAN,stock
2021-06,25.56,30.16,24.68,26.54,40972463,PAN,stock
2021-07,26.54,27.13,21.15,25.27,27922315,PAN,stock
2021-08,25.27,32.22,24.58,27.62,54361790,PAN,stock
2021-09,28.89,29.87,26.15,27.42,27764200,PAN,stock
2021-10,27.42,32.71,26.93,31.73,85992100,PAN,stock
2021-11,31.73,42.6,29.77,39.56,215577200,PAN,stock
2021-12,39.56,41.13,35.55,37.7,97651600,PAN,stock
2022-01,37.75,40.35,27.32,28.4,73921600,PAN,stock
2022-02,29.28,32.76,28.99,32.27,33980100,PAN,stock
2022-03,32.56,33.74,29.67,31.09,57148900,PAN,stock
2022-04,30.51,31.83,22.43,25.07,38978800,PAN,stock
2022-05,25.46,26.39,19.0,22.38,28572800,PAN,stock
2022-06,21.99,26.29,18.8,20.27,46067400,PAN,stock
2022-07,20.27,22.82,19.1,22.38,26792000,PAN,stock
2022-08,22.82,25.36,22.03,24.87,42933000,PAN,stock
2022-09,25.12,27.08,20.32,21.84,70974140,PAN,stock
2022-10,21.94,21.94,16.06,17.82,40216300,PAN,stock
2022-11,18.12,19.05,11.75,15.18,59488765,PAN,stock
2022-12,15.52,17.04,14.05,14.64,52969793,PAN,stock
2023-01,14.64,17.53,14.64,17.04,27845852,PAN,stock
2023-02,17.19,17.43,14.69,15.28,25971163,PAN,stock
2023-03,15.28,16.55,15.13,16.35,30665581,PAN,stock
2023-04,16.5,18.61,16.5,18.21,35328933,PAN,stock
2023-05,17.97,18.26,17.24,18.02,23623804,PAN,stock
2023-06,18.02,20.17,17.73,19.29,47759765,PAN,stock
2023-07,19.59,23.5,19.39,22.72,46589291,PAN,stock
2023-08,22.82,23.41,19.78,21.5,43010696,PAN,stock
2023-09,21.59,22.52,19.49,19.93,40334963,PAN,stock
2023-10,20.17,20.32,16.6,17.14,25696802,PAN,stock
2023-11,17.19,19.34,16.7,18.61,24842254,PAN,stock
2023-12,18.61,20.03,18.41,19.78,22582336,PAN,stock
2024-01,19.83,21.4,19.68,20.71,30018037,PAN,stock
2024-02,20.76,23.85,20.71,22.96,46346155,PAN,stock
2024-03,23.01,24.73,22.28,24.34,57335192,PAN,stock
2024-04,24.34,24.63,20.03,20.86,27594709,PAN,stock
2024-05,20.96,23.89,20.96,22.96,29972347,PAN,stock
2024-06,23.31,25.17,22.72,24.0,33780131,PAN,stock
2024-07,24.0,25.6,21.8,22.85,30623359,PAN,stock
2024-08,22.85,23.35,20.8,22.85,17184900,PAN,stock
2024-09,22.7,24.15,22.4,23.6,24502200,PAN,stock
2024-10,23.6,25.1,22.95,24.45,30471500,PAN,stock
2024-11,24.35,24.75,22.05,22.75,19584800,PAN,stock
2024-12,22.8,24.05,22.1,23.75,26879300,PAN,stock
2020-01,7.99,8.54,7.67,7.67,2284580,PC1,stock
2020-02,7.63,7.63,6.42,6.55,12199990,PC1,stock
2020-03,6.55,7.08,4.57,4.61,10123900,PC1,stock
2020-04,4.68,6.78,4.68,6.44,9472820,PC1,stock
2020-05,6.44,8.13,6.39,7.9,14339960,PC1,stock
2020-06,7.9,8.49,7.4,7.65,10030380,PC1,stock
2020-07,7.53,9.11,7.4,7.76,13753940,PC1,stock
2020-08,7.76,9.11,7.74,8.77,7656800,PC1,stock
